Rank,Name,Title,Vocation,World,Level,Points,Category
595,Dara Jakune,Savant of Tibia,Elite Knight,Celebra,358,"6,759",Loyalty Points
595,Jintani,Savant of Tibia,Royal Paladin,Luminera,1583,"6,759",Loyalty Points
595,Xajaki,Savant of Tibia,Elite Knight,Peloria,230,"6,759",Loyalty Points
598,Gustl,Savant of Tibia,Elite Knight,Monza,106,"6,758",Loyalty Points
599,Arechion,Savant of Tibia,Elite Knight,Calmera,353,"6,757",Loyalty Points
599,Worns,Savant of Tibia,Royal Paladin,Refugia,692,"6,757",Loyalty Points
601,Shion Haki,Savant of Tibia,Elder Druid,Lobera,100,"6,756",Loyalty Points
602,Duxganx,Savant of Tibia,Master Sorcerer,Antica,810,"6,755",Loyalty Points
603,Eurus Valek,Savant of Tibia,Elder Druid,Monza,581,"6,750",Loyalty Points
603,Jesmart Emperator,Savant of Tibia,Elite Knight,Quidera,258,"6,750",Loyalty Points
603,Kdsshap,Savant of Tibia,Elite Knight,Yonabra,1721,"6,750",Loyalty Points
606,Furious Honey,Savant of Tibia,Exalted Monk,Inabra,137,"6,747",Loyalty Points
606,Imruss,Savant of Tibia,Royal Paladin,Dia,946,"6,747",Loyalty Points
608,Naxunadoth Beoneyaxin,Savant of Tibia,Elder Druid,Havera,121,"6,746",Loyalty Points
609,Aruana Healer,Savant of Tibia,Elder Druid,Jadebra,166,"6,745",Loyalty Points
610,Veyllor,Savant of Tibia,Royal Paladin,Gentebra,2862,"6,744",Loyalty Points
611,Onuva,Savant of Tibia,Elite Knight,Secura,324,"6,737",Loyalty Points
612,Ladnar,Savant of Tibia,Elite Knight,Menera,280,"6,736",Loyalty Points
613,Kodilu zorus,Savant of Tibia,Royal Paladin,Gladera,457,"6,734",Loyalty Points
614,Lorri,Savant of Tibia,Elder Druid,Harmonia,150,"6,732",Loyalty Points
615,Silent Skywaker,Savant of Tibia,Elite Knight,Vunira,915,"6,730",Loyalty Points
616,Typha,Savant of Tibia,Elite Knight,Astera,653,"6,724",Loyalty Points
617,Rogyber,Savant of Tibia,Elite Knight,Secura,792,"6,723",Loyalty Points
618,Beheader,Savant of Tibia,Elite Knight,Luminera,544,"6,722",Loyalty Points
618,Raya Monk,Savant of Tibia,Exalted Monk,Lobera,106,"6,722",Loyalty Points
620,Dark'Tininha,Savant of Tibia,Master Sorcerer,Quelibra,906,"6,720",Loyalty Points
621,Meatuanib Andhir,Savant of Tibia,Paladin,Kalibra,3,"6,719",Loyalty Points
622,Jhon Smih,Savant of Tibia,Royal Paladin,Gladera,33,"6,715",Loyalty Points
623,Mad Dais,Savant of Tibia,Royal Paladin,Xyla,785,"6,713",Loyalty Points
624,Evil Forceman,Savant of Tibia,Master Sorcerer,Antica,469,"6,712",Loyalty Points
624,Juan Rood,Savant of Tibia,Elite Knight,Refugia,737,"6,712",Loyalty Points
626,Awesome Adi,Savant of Tibia,Elite Knight,Vunira,589,"6,711",Loyalty Points
626,Vivielle,Savant of Tibia,Royal Paladin,Thyria,668,"6,711",Loyalty Points
628,Azrev,Savant of Tibia,Elite Knight,Refugia,80,"6,710",Loyalty Points
629,Lord'Chancellor,Savant of Tibia,Master Sorcerer,Calmera,392,"6,709",Loyalty Points
629,Squallmonguer,Savant of Tibia,Elite Knight,Calmera,488,"6,709",Loyalty Points
631,Solarity,Savant of Tibia,Master Sorcerer,Refugia,819,"6,705",Loyalty Points
631,Thor Odyn,Savant of Tibia,Elite Knight,Belobra,815,"6,705",Loyalty Points
633,Jorbertziz The Archer,Savant of Tibia,Paladin,Luminera,737,"6,704",Loyalty Points
634,Lord Marshals,Savant of Tibia,Royal Paladin,Peloria,1629,"6,702",Loyalty Points
635,Kanon Chas,Savant of Tibia,Elite Knight,Celesta,97,"6,701",Loyalty Points
636,Mollee Mae,Savant of Tibia,Master Sorcerer,Quidera,798,"6,700",Loyalty Points
637,Jimm bomba,Savant of Tibia,Royal Paladin,Peloria,336,"6,698",Loyalty Points
638,Coly,Savant of Tibia,Elder Druid,Lobera,595,"6,696",Loyalty Points
639,Arch Heavyarm,Savant of Tibia,Royal Paladin,Antica,328,"6,695",Loyalty Points
640,Sky Dante,Savant of Tibia,Elite Knight,Gentebra,105,"6,693",Loyalty Points
641,Sir Dzidek,Savant of Tibia,Royal Paladin,Calmera,639,"6,692",Loyalty Points
642,Retepus,Savant of Tibia,Royal Paladin,Thyria,428,"6,691",Loyalty Points
643,Girl Selly,Savant of Tibia,Elder Druid,Belobra,2124,"6,690",Loyalty Points
643,Luy Vicky,Savant of Tibia,Master Sorcerer,Nefera,592,"6,690",Loyalty Points
645,Trus Brie,Savant of Tibia,Paladin,Tempestera,30,"6,689",Loyalty Points
646,Elite-Krys,Savant of Tibia,Elite Knight,Celesta,728,"6,688",Loyalty Points
646,Lindy Knight,Savant of Tibia,Elite Knight,Quintera,809,"6,688",Loyalty Points
646,Lord Married,Savant of Tibia,Master Sorcerer,Calmera,229,"6,688",Loyalty Points
646,Skratos,Savant of Tibia,Elite Knight,Talera,593,"6,688",Loyalty Points
650,Almighty Nova,Savant of Tibia,Royal Paladin,Wintera,2187,"6,687",Loyalty Points
651,Datojr,Savant of Tibia,Elite Knight,Luminera,131,"6,686",Loyalty Points
651,Reeal Toxic,Savant of Tibia,Royal Paladin,Gladera,1554,"6,686",Loyalty Points
653,Andrea,Savant of Tibia,Elder Druid,Celesta,619,"6,684",Loyalty Points
653,Braqoida,Savant of Tibia,Master Sorcerer,Secura,742,"6,684",Loyalty Points
655,Sweet Like Honey,Savant of Tibia,Paladin,Venebra,49,"6,682",Loyalty Points
656,Santirulo,Savant of Tibia,Paladin,Antica,21,"6,676",Loyalty Points
657,Nautiko,Savant of Tibia,Elite Knight,Menera,711,"6,675",Loyalty Points
657,Saraswat,Savant of Tibia,Master Sorcerer,Inabra,541,"6,675",Loyalty Points
657,Visorku,Savant of Tibia,Elite Knight,Lobera,336,"6,675",Loyalty Points
660,Ablivion,Savant of Tibia,Master Sorcerer,Vunira,327,"6,674",Loyalty Points
660,Bodil Olsson,Savant of Tibia,Elder Druid,Antica,63,"6,674",Loyalty Points
660,Mandatory Namehcange,Savant of Tibia,Master Sorcerer,Monstera,1202,"6,674",Loyalty Points
663,Lord Kendo,Savant of Tibia,Royal Paladin,Antica,1105,"6,671",Loyalty Points
663,Magiczny Thor,Savant of Tibia,Elite Knight,Luminera,835,"6,671",Loyalty Points
663,Masat,Savant of Tibia,Elder Druid,Secura,489,"6,671",Loyalty Points
663,Taja Frola,Savant of Tibia,Paladin,Epoca,8,"6,671",Loyalty Points
667,Kirot Xan,Savant of Tibia,Royal Paladin,Refugia,332,"6,669",Loyalty Points
668,Iceez,Savant of Tibia,Elder Druid,Issobra,1460,"6,668",Loyalty Points
668,Krueger,Savant of Tibia,Elite Knight,Kalibra,1450,"6,668",Loyalty Points
670,Venus,Savant of Tibia,Royal Paladin,Vunira,1134,"6,664",Loyalty Points
671,Devious hermit,Savant of Tibia,Royal Paladin,Refugia,324,"6,663",Loyalty Points
671,Zekanabraba,Savant of Tibia,Elite Knight,Solidera,302,"6,663",Loyalty Points
673,Lord Nyo,Savant of Tibia,Elite Knight,Belobra,859,"6,662",Loyalty Points
674,Rafah Nedal,Savant of Tibia,Paladin,Bona,27,"6,659",Loyalty Points
675,Dee Winged,Savant of Tibia,Master Sorcerer,Calmera,51,"6,657",Loyalty Points
675,Kanguroo,Savant of Tibia,Elder Druid,Lobera,205,"6,657",Loyalty Points
677,Kenko Yuuki,Savant of Tibia,Elder Druid,Jadebra,644,"6,654",Loyalty Points
678,Hikari Fei,Savant of Tibia,Elite Knight,Nevia,100,"6,652",Loyalty Points
678,Killuaek,Savant of Tibia,Elite Knight,Belobra,1686,"6,652",Loyalty Points
680,Melu Sine,Savant of Tibia,Elite Knight,Astera,257,"6,651",Loyalty Points
681,Danny Devito,Savant of Tibia,Royal Paladin,Kalanta,55,"6,648",Loyalty Points
682,Ross Uizard,Savant of Tibia,Master Sorcerer,Nevia,29,"6,646",Loyalty Points
683,Kiwi Menz,Savant of Tibia,Elite Knight,Oceanis,754,"6,645",Loyalty Points
684,Utobra Druiidao,Savant of Tibia,Elder Druid,Ourobra,1090,"6,643",Loyalty Points
685,Halej,Savant of Tibia,Elite Knight,Antica,596,"6,642",Loyalty Points
686,Marianiita Alone,Savant of Tibia,Royal Paladin,Quidera,94,"6,640",Loyalty Points
687,Faerwynn,Savant of Tibia,Master Sorcerer,Antica,102,"6,639",Loyalty Points
688,Hubi Nhows,Savant of Tibia,Master Sorcerer,Quelibra,1018,"6,638",Loyalty Points
688,Silents-Druid,Savant of Tibia,Elder Druid,Calmera,318,"6,638",Loyalty Points
688,Soldado Dante,Savant of Tibia,Royal Paladin,Gentebra,1369,"6,638",Loyalty Points
691,Xennon,Savant of Tibia,Royal Paladin,Antica,334,"6,637",Loyalty Points
692,Linnaya,Savant of Tibia,Elite Knight,Refugia,398,"6,636",Loyalty Points
692,Zoran Sidu,Savant of Tibia,Elite Knight,Pacera,512,"6,636",Loyalty Points
694,Darker Morgot,Savant of Tibia,Elite Knight,Secura,869,"6,635",Loyalty Points
694,Gian Shan,Savant of Tibia,Elite Knight,Astera,533,"6,635",Loyalty Points
694,Rutig shortskille,Savant of Tibia,Master Sorcerer,Wintera,712,"6,635",Loyalty Points
694,Van Teles,Savant of Tibia,Elite Knight,Luminera,599,"6,635",Loyalty Points
698,Aliane,Savant of Tibia,Master Sorcerer,Yovera,656,"6,632",Loyalty Points
699,Alushi,Savant of Tibia,Elder Druid,Gladera,493,"6,631",Loyalty Points
699,Aria Ulth,Savant of Tibia,Elite Knight,Menera,1102,"6,631",Loyalty Points
699,Lorin Ybegarus,Savant of Tibia,None,Solidera,2,"6,631",Loyalty Points
702,Ruby Stone,Savant of Tibia,Elder Druid,Antica,682,"6,629",Loyalty Points
703,Goldaor Anzin,Savant of Tibia,Master Sorcerer,Luminera,403,"6,627",Loyalty Points
704,Ayanna,Savant of Tibia,Royal Paladin,Menera,802,"6,625",Loyalty Points
704,Leo Nid'as,Savant of Tibia,Royal Paladin,Gentebra,973,"6,625",Loyalty Points
704,Terereko,Savant of Tibia,Elite Knight,Gentebra,382,"6,625",Loyalty Points
707,Walofi,Savant of Tibia,Elite Knight,Calmera,420,"6,624",Loyalty Points
708,Precious Enemy,Savant of Tibia,Sorcerer,Astera,271,"6,623",Loyalty Points
708,Tzuthx,Savant of Tibia,Elite Knight,Quintera,1484,"6,623",Loyalty Points
710,Aimend,Savant of Tibia,Elite Knight,Secura,475,"6,618",Loyalty Points
711,Miizinha,Savant of Tibia,Elite Knight,Belobra,957,"6,616",Loyalty Points
712,Bahzur,Savant of Tibia,Royal Paladin,Yovera,464,"6,615",Loyalty Points
712,Spock druiid,Savant of Tibia,Elder Druid,Peloria,508,"6,615",Loyalty Points
714,Maximus Punch,Savant of Tibia,Exalted Monk,Astera,690,"6,614",Loyalty Points
714,Tharsonius,Savant of Tibia,Elite Knight,Secura,418,"6,614",Loyalty Points
716,Magico Mago,Savant of Tibia,Master Sorcerer,Nefera,1383,"6,613",Loyalty Points
717,Cellus,Savant of Tibia,Elite Knight,Menera,980,"6,612",Loyalty Points
717,Shiiva Nox,Savant of Tibia,Master Sorcerer,Gentebra,1223,"6,612",Loyalty Points
719,Magnifik Emperatordany,Savant of Tibia,Master Sorcerer,Inabra,1747,"6,611",Loyalty Points
719,Mattuc,Savant of Tibia,Royal Paladin,Antica,588,"6,611",Loyalty Points
721,The Presja,Savant of Tibia,Elder Druid,Bona,1405,"6,610",Loyalty Points
722,Josh sorcer,Savant of Tibia,Master Sorcerer,Antica,324,"6,609",Loyalty Points
723,Evil Jangar,Savant of Tibia,Royal Paladin,Refugia,662,"6,608",Loyalty Points
723,Mister Piiiink,Savant of Tibia,Elite Knight,Belobra,2246,"6,608",Loyalty Points
725,Lucia Nidderiea,Savant of Tibia,Elder Druid,Thyria,1188,"6,607",Loyalty Points
726,Loga Esse primeiro,Savant of Tibia,Monk,Ourobra,2,"6,606",Loyalty Points
726,Stelli,Savant of Tibia,Elder Druid,Nefera,202,"6,606",Loyalty Points
728,Dru'idka,Savant of Tibia,Elder Druid,Menera,174,"6,605",Loyalty Points
729,Elamenjoun Sireki,Savant of Tibia,None,Secura,2,"6,604",Loyalty Points
729,Gojje,Savant of Tibia,Elite Knight,Gladera,856,"6,604",Loyalty Points
729,Gooli,Savant of Tibia,Master Sorcerer,Calmera,657,"6,604",Loyalty Points
729,Wierna,Savant of Tibia,Royal Paladin,Celesta,409,"6,604",Loyalty Points
733,Texaxo,Savant of Tibia,Elite Knight,Vunira,270,"6,602",Loyalty Points
734,Atebox,Savant of Tibia,Elite Knight,Blumera,750,"6,601",Loyalty Points
735,Lechoss,Savant of Tibia,Master Sorcerer,Refugia,582,"6,600",Loyalty Points
736,Kato Phoenix,Savant of Tibia,Master Sorcerer,Nefera,41,"6,598",Loyalty Points
736,Laudiene,Savant of Tibia,Master Sorcerer,Talera,728,"6,598",Loyalty Points
738,Lady Swiatla,Savant of Tibia,Royal Paladin,Harmonia,359,"6,597",Loyalty Points
739,Wulfter,Savant of Tibia,Knight,Vunira,8,"6,596",Loyalty Points
740,Bombur Thumper,Savant of Tibia,Elite Knight,Menera,203,"6,593",Loyalty Points
740,Lishaa,Savant of Tibia,Elder Druid,Antica,415,"6,593",Loyalty Points
742,Anjjo mal,Savant of Tibia,Elite Knight,Gentebra,808,"6,592",Loyalty Points
742,Isaboe,Savant of Tibia,Master Sorcerer,Kalibra,111,"6,592",Loyalty Points
744,Tedri,Savant of Tibia,Elder Druid,Wintera,1217,"6,591",Loyalty Points
745,Miss-sixty,Savant of Tibia,Royal Paladin,Refugia,401,"6,587",Loyalty Points
746,Ailvan Rohar,Savant of Tibia,Knight,Harmonia,8,"6,586",Loyalty Points
746,Protoplanet,Savant of Tibia,Master Sorcerer,Talera,1098,"6,586",Loyalty Points
746,Vassanti,Savant of Tibia,Royal Paladin,Premia,1069,"6,586",Loyalty Points
749,Espeto Knight,Savant of Tibia,Elite Knight,Celebra,1136,"6,585",Loyalty Points
750,Waldran Guitarra,Savant of Tibia,Master Sorcerer,Celebra,313,"6,584",Loyalty Points
751,Angel Pro Damage,Savant of Tibia,Elder Druid,Yonabra,2013,"6,583",Loyalty Points
752,Zerlust,Savant of Tibia,Paladin,Zuna,27,"6,582",Loyalty Points
753,Wojtas Ede,Savant of Tibia,Elder Druid,Secura,1518,"6,581",Loyalty Points
754,Sir Loustel,Savant of Tibia,Elder Druid,Lobera,70,"6,580",Loyalty Points
755,Annar Elindor,Savant of Tibia,Elder Druid,Secura,195,"6,579",Loyalty Points
755,Rubired,Savant of Tibia,Elite Knight,Nefera,710,"6,579",Loyalty Points
757,Arixy,Savant of Tibia,Master Sorcerer,Gladera,790,"6,578",Loyalty Points
757,Mercator Xyla,Savant of Tibia,Paladin,Xyla,8,"6,578",Loyalty Points
757,Weeix,Savant of Tibia,Master Sorcerer,Vunira,990,"6,578",Loyalty Points
760,Dash Bizek,Savant of Tibia,Elder Druid,Bona,825,"6,577",Loyalty Points
761,Dunmon Stark,Savant of Tibia,Elite Knight,Wintera,1101,"6,576",Loyalty Points
761,Madroox,Savant of Tibia,Elite Knight,Oceanis,816,"6,576",Loyalty Points
763,Ki Naitao Olim,Savant of Tibia,Elite Knight,Belobra,2479,"6,573",Loyalty Points
764,Tatrius,Savant of Tibia,Master Sorcerer,Thyria,59,"6,570",Loyalty Points
765,Tolo,Savant of Tibia,Royal Paladin,Antica,682,"6,568",Loyalty Points
766,Cahuamonk,Savant of Tibia,Exalted Monk,Talera,48,"6,567",Loyalty Points
767,Sabinz,Savant of Tibia,Monk,Collabra,10,"6,566",Loyalty Points
768,Dark Lord Emperor,Savant of Tibia,Elite Knight,Vunira,106,"6,565",Loyalty Points
768,Pawell Soul,Savant of Tibia,Elite Knight,Inabra,1062,"6,565",Loyalty Points
768,Savry,Savant of Tibia,Elite Knight,Menera,523,"6,565",Loyalty Points
771,Bar Budo,Savant of Tibia,Elite Knight,Ustebra,1254,"6,564",Loyalty Points
772,Dragom Ball,Savant of Tibia,Master Sorcerer,Talera,1777,"6,562",Loyalty Points
772,Verzkov Flei,Savant of Tibia,Exalted Monk,Zunera,971,"6,562",Loyalty Points
774,Jee Bunny Shop,Savant of Tibia,Royal Paladin,Thyria,1556,"6,559",Loyalty Points
775,Bettzz Hell,Savant of Tibia,Elder Druid,Astera,468,"6,557",Loyalty Points
776,Lua de cristtal,Savant of Tibia,Elite Knight,Gentebra,496,"6,556",Loyalty Points
776,Zynebre,Savant of Tibia,Elite Knight,Celebra,1380,"6,556",Loyalty Points
778,Anticaa Oo,Savant of Tibia,Knight,Antica,8,"6,555",Loyalty Points
779,Antha Azrithell,Savant of Tibia,None,Calmera,2,"6,554",Loyalty Points
780,Siri Derdie,Savant of Tibia,Master Sorcerer,Antica,1088,"6,553",Loyalty Points
781,Shainy Reborn,Savant of Tibia,Elder Druid,Ourobra,72,"6,552",Loyalty Points
781,Vith Lercel,Savant of Tibia,Elder Druid,Astera,817,"6,552",Loyalty Points
783,Garik Lionhart,Savant of Tibia,Master Sorcerer,Menera,345,"6,551",Loyalty Points
784,Daonza,Savant of Tibia,Druid,Menera,227,"6,549",Loyalty Points
784,Franvil,Savant of Tibia,Knight,Nefera,839,"6,549",Loyalty Points
784,Joseh Implacavel,Savant of Tibia,Royal Paladin,Kalibra,2471,"6,549",Loyalty Points
784,King Gazer,Savant of Tibia,Elder Druid,Hostera,75,"6,549",Loyalty Points
788,Bruno Batman,Savant of Tibia,Elite Knight,Lobera,784,"6,548",Loyalty Points
788,Rezil,Savant of Tibia,Royal Paladin,Menera,396,"6,548",Loyalty Points
788,Tejow Corporation,Savant of Tibia,Elite Knight,Issobra,2569,"6,548",Loyalty Points
791,Sven The Berserker,Savant of Tibia,Elite Knight,Quintera,318,"6,547",Loyalty Points
792,Gretell,Savant of Tibia,Elder Druid,Harmonia,144,"6,546",Loyalty Points
793,Ghael,Savant of Tibia,Elite Knight,Calmera,847,"6,545",Loyalty Points
794,Taaabwyn,Savant of Tibia,Paladin,Secura,8,"6,544",Loyalty Points
795,Danz Zyn,Savant of Tibia,Knight,Jadebra,18,"6,543",Loyalty Points
795,Tajemniczy Rycerz,Savant of Tibia,Paladin,Monza,24,"6,543",Loyalty Points
797,Dragon Samurai,Savant of Tibia,Master Sorcerer,Gentebra,582,"6,542",Loyalty Points
798,Fiona von Celes,Savant of Tibia,Royal Paladin,Pacera,147,"6,540",Loyalty Points
798,Knight Rhos,Savant of Tibia,Elite Knight,Secura,730,"6,540",Loyalty Points
800,Godryn,Savant of Tibia,Knight,Descubra,1206,"6,539",Loyalty Points
800,Lady Odra,Savant of Tibia,Paladin,Wintera,19,"6,539",Loyalty Points
800,Pess Joeru,Savant of Tibia,Elder Druid,Talera,923,"6,539",Loyalty Points
803,Fidelie,Savant of Tibia,Elite Knight,Harmonia,594,"6,538",Loyalty Points
803,Izzy The Beast,Savant of Tibia,Elder Druid,Celebra,2626,"6,538",Loyalty Points
805,Najo Lesiln,Savant of Tibia,None,Bona,36,"6,537",Loyalty Points
805,Saogrox,Savant of Tibia,Royal Paladin,Vunira,452,"6,537",Loyalty Points
807,Wet Weasel,Savant of Tibia,Sorcerer,Calmera,634,"6,535",Loyalty Points
808,Por quizito,Savant of Tibia,Elite Knight,Kalibra,690,"6,534",Loyalty Points
809,Princess Ann,Savant of Tibia,Elder Druid,Calmera,760,"6,533",Loyalty Points
810,Lancelot el Caballero,Savant of Tibia,Elite Knight,Astera,1008,"6,530",Loyalty Points
811,Chrys Angel,Savant of Tibia,Elder Druid,Lobera,628,"6,529",Loyalty Points
811,Dardar Zamoldimor,Savant of Tibia,Royal Paladin,Celesta,982,"6,529",Loyalty Points
811,She who defies,Savant of Tibia,Master Sorcerer,Yovera,659,"6,529",Loyalty Points
814,Renderzin,Savant of Tibia,Elite Knight,Serdebra,450,"6,528",Loyalty Points
815,Daiymo Yoritomo,Savant of Tibia,Elite Knight,Lobera,431,"6,527",Loyalty Points
816,Monina,Savant of Tibia,Elder Druid,Gladera,673,"6,525",Loyalty Points
817,Korr Nulk'Chaos,Savant of Tibia,Royal Paladin,Antica,303,"6,524",Loyalty Points
818,Gregory Sous,Savant of Tibia,Master Sorcerer,Refugia,348,"6,523",Loyalty Points
819,Eth,Savant of Tibia,Royal Paladin,Peloria,838,"6,521",Loyalty Points
820,Boo Trulls,Savant of Tibia,Knight,Harmonia,365,"6,519",Loyalty Points
821,Aidahoo,Savant of Tibia,Elite Knight,Refugia,867,"6,518",Loyalty Points
821,Lebran,Savant of Tibia,Royal Paladin,Astera,628,"6,518",Loyalty Points
821,Lehna,Savant of Tibia,Elite Knight,Harmonia,462,"6,518",Loyalty Points
821,Miss Sweetiexd,Savant of Tibia,Elder Druid,Wintera,723,"6,518",Loyalty Points
825,Dubbed Danny,Savant of Tibia,Elite Knight,Pacera,632,"6,517",Loyalty Points
826,Kostas Healer,Savant of Tibia,Elder Druid,Secura,475,"6,516",Loyalty Points
827,Boleight,Savant of Tibia,Royal Paladin,Descubra,2460,"6,514",Loyalty Points
828,Elfol Yodere,Savant of Tibia,Elder Druid,Nefera,262,"6,513",Loyalty Points
829,Zallar Sida,Savant of Tibia,Royal Paladin,Nefera,90,"6,512",Loyalty Points
830,Mad Serpentine,Savant of Tibia,Druid,Nefera,21,"6,511",Loyalty Points
830,Octuous,Savant of Tibia,Elder Druid,Lobera,1764,"6,511",Loyalty Points
832,Averlo,Savant of Tibia,Elder Druid,Bona,1259,"6,510",Loyalty Points
832,Johnyjhn,Savant of Tibia,Elder Druid,Antica,565,"6,510",Loyalty Points
832,Ziomist dragons,Savant of Tibia,Royal Paladin,Monza,934,"6,510",Loyalty Points
835,Yomo Delix,Savant of Tibia,Elite Knight,Wintera,1033,"6,507",Loyalty Points
836,Notalo Enex,Savant of Tibia,Master Sorcerer,Harmonia,515,"6,506",Loyalty Points
837,Delixu,Savant of Tibia,Elite Knight,Celebra,329,"6,504",Loyalty Points
837,Proudless,Savant of Tibia,Elite Knight,Secura,214,"6,504",Loyalty Points
839,An Gie,Savant of Tibia,Master Sorcerer,Celebra,938,"6,503",Loyalty Points
839,Fajna Klata,Savant of Tibia,Royal Paladin,Karmeya,970,"6,503",Loyalty Points
839,Taifun Devilry,Savant of Tibia,Master Sorcerer,Peloria,615,"6,503",Loyalty Points
842,Lady Cardona,Savant of Tibia,Elite Knight,Gladera,440,"6,500",Loyalty Points
843,Clappa,Savant of Tibia,Royal Paladin,Wintera,218,"6,497",Loyalty Points
843,Miloda,Savant of Tibia,Elder Druid,Celebra,209,"6,497",Loyalty Points
845,Aureann,Savant of Tibia,Knight,Astera,354,"6,496",Loyalty Points
846,Akilles Kalop,Savant of Tibia,Royal Paladin,Gentebra,745,"6,495",Loyalty Points
846,Saw Clown,Savant of Tibia,Master Sorcerer,Belobra,493,"6,495",Loyalty Points
846,Sigma Boyy,Savant of Tibia,Royal Paladin,Retalia,830,"6,495",Loyalty Points
846,Tottz,Savant of Tibia,Elite Knight,Calmera,584,"6,495",Loyalty Points
850,Daeivon,Savant of Tibia,Royal Paladin,Peloria,142,"6,494",Loyalty Points
851,Muhug,Savant of Tibia,Royal Paladin,Lobera,281,"6,493",Loyalty Points
852,Maverik The Sorcer,Savant of Tibia,Master Sorcerer,Monza,200,"6,492",Loyalty Points
852,Mighty Carlos,Savant of Tibia,Master Sorcerer,Talera,1282,"6,492",Loyalty Points
852,Serpantess,Savant of Tibia,Elite Knight,Refugia,989,"6,492",Loyalty Points
855,Executter Sorcerer,Savant of Tibia,Master Sorcerer,Xymera,460,"6,491",Loyalty Points
856,Ashaman Pain,Savant of Tibia,Elder Druid,Menera,226,"6,489",Loyalty Points
856,Exin Arcade,Savant of Tibia,Knight,Karmeya,8,"6,489",Loyalty Points
856,Zorcan The One,Savant of Tibia,Master Sorcerer,Zuna,564,"6,489",Loyalty Points
859,Elmagnifiko caballerodany,Savant of Tibia,Elite Knight,Inabra,1698,"6,485",Loyalty Points
860,Helius Supremacy,Savant of Tibia,Royal Paladin,Kalibra,1338,"6,480",Loyalty Points
861,Lord Retoorno,Savant of Tibia,Elite Knight,Astera,561,"6,479",Loyalty Points
861,Magic Rafal,Savant of Tibia,Elder Druid,Bona,496,"6,479",Loyalty Points
863,Alesba,Savant of Tibia,Elite Knight,Premia,1510,"6,478",Loyalty Points
863,Pai do Enzo,Savant of Tibia,Druid,Quelibra,9,"6,478",Loyalty Points
865,Adeny Silaza,Savant of Tibia,Elite Knight,Bona,726,"6,477",Loyalty Points
866,Sorgi,Savant of Tibia,Elder Druid,Pacera,526,"6,476",Loyalty Points
867,Moeter,Savant of Tibia,Elite Knight,Secura,1140,"6,475",Loyalty Points
868,Alkazator,Savant of Tibia,Royal Paladin,Astera,979,"6,473",Loyalty Points
869,Diego Dragon Furious,Savant of Tibia,Royal Paladin,Serdebra,1307,"6,472",Loyalty Points
869,Gijet,Savant of Tibia,Elite Knight,Kalibra,108,"6,472",Loyalty Points
869,Orangeona,Savant of Tibia,Elite Knight,Wintera,1355,"6,472",Loyalty Points
872,Vicyous,Savant of Tibia,Elite Knight,Calmera,1616,"6,470",Loyalty Points
873,Na gash,Savant of Tibia,Royal Paladin,Monza,1861,"6,469",Loyalty Points
874,Naranew,Savant of Tibia,Elite Knight,Astera,415,"6,467",Loyalty Points
875,Pema Destroier,Savant of Tibia,Master Sorcerer,Astera,151,"6,463",Loyalty Points
876,Doougz,Savant of Tibia,Elite Knight,Yonabra,1672,"6,461",Loyalty Points
877,Archer Wawha,Savant of Tibia,Royal Paladin,Tempestera,717,"6,460",Loyalty Points
877,Halais Dark,Savant of Tibia,Elite Knight,Yovera,112,"6,460",Loyalty Points
877,Tiny Palsky,Savant of Tibia,Elder Druid,Monza,973,"6,460",Loyalty Points
880,Curyrad Shocknelas,Savant of Tibia,Royal Paladin,Tornabra,1697,"6,459",Loyalty Points
880,Sir Urquell,Savant of Tibia,Elite Knight,Secura,884,"6,459",Loyalty Points
882,Fates Buddie,Savant of Tibia,Royal Paladin,Pacera,442,"6,455",Loyalty Points
883,Chikita of the linda,Savant of Tibia,Elite Knight,Bona,872,"6,453",Loyalty Points
883,Psicodoida,Savant of Tibia,Master Sorcerer,Gladera,812,"6,453",Loyalty Points
885,Bodzio spoko,Savant of Tibia,Elite Knight,Monza,900,"6,452",Loyalty Points
886,Viklund Shadowfist,Savant of Tibia,Exalted Monk,Antica,603,"6,449",Loyalty Points
887,Lady Dione,Savant of Tibia,Elder Druid,Harmonia,805,"6,444",Loyalty Points
888,Anya Kharara,Savant of Tibia,Elite Knight,Inabra,1347,"6,443",Loyalty Points
888,Herebor,Savant of Tibia,Elder Druid,Belobra,929,"6,443",Loyalty Points
888,Vladimir Valentine,Savant of Tibia,Royal Paladin,Luminera,378,"6,443",Loyalty Points
891,Mentally Muted,Savant of Tibia,Master Sorcerer,Monstera,829,"6,442",Loyalty Points
891,Sprint Vegas,Savant of Tibia,Elder Druid,Peloria,882,"6,442",Loyalty Points
893,James Bigglesworth,Savant of Tibia,Elite Knight,Secura,158,"6,441",Loyalty Points
893,Rhysypie,Savant of Tibia,Elite Knight,Gladera,403,"6,441",Loyalty Points
895,Danmed San,Savant of Tibia,Royal Paladin,Secura,841,"6,440",Loyalty Points
895,Fleth Tyron,Savant of Tibia,Elite Knight,Peloria,629,"6,440",Loyalty Points
895,Janeer,Savant of Tibia,Elite Knight,Quintera,1551,"6,440",Loyalty Points
898,Datus Yatara,Savant of Tibia,Elite Knight,Havera,770,"6,439",Loyalty Points
898,Di Old Times,Savant of Tibia,Elite Knight,Descubra,413,"6,439",Loyalty Points
