Rank,Name,Vocation,World,Level,Points,Category
695,Fandyr,Master Sorcerer,Astera,1469,892,Goshnar's Taint
695,Frost Feelingz,Elder Druid,Ustebra,1347,892,Goshnar's Taint
698,Rozzettao,Elder Druid,Terribra,2225,891,Goshnar's Taint
699,Bruno Abrasax,Elder Druid,Collabra,1405,890,Goshnar's Taint
699,Rexiruz Zabojca,Master Sorcerer,Terribra,2063,890,Goshnar's Taint
699,Roffa The King,Elite Knight,Vunira,1595,890,Goshnar's Taint
702,Danipuff,Elite Knight,Yonabra,1995,889,Goshnar's Taint
702,Na Bu,Master Sorcerer,Jadebra,1352,889,Goshnar's Taint
704,Mathias Bynens,Royal Paladin,Vunira,1430,888,Goshnar's Taint
704,Pan Krulas,Elite Knight,Yovera,1864,888,Goshnar's Taint
706,Baztet,Elder Druid,Luminera,1186,887,Goshnar's Taint
706,Doutor Maneirao,Elite Knight,Talera,1041,887,Goshnar's Taint
708,Fanfii,Elder Druid,Astera,1759,884,Goshnar's Taint
708,Will Relaxado,Royal Paladin,Ustebra,1631,884,Goshnar's Taint
710,Madiks,Elder Druid,Ourobra,1844,882,Goshnar's Taint
711,Arknsz,Elite Knight,Venebra,2183,880,Goshnar's Taint
712,Krazy Rootz,Royal Paladin,Celebra,1629,879,Goshnar's Taint
713,Almighty Nova,Royal Paladin,Wintera,2187,878,Goshnar's Taint
713,Kambaxo Tezuz,Elder Druid,Ferobra,1582,878,Goshnar's Taint
715,Batman Malvadao,Elder Druid,Inabra,1953,877,Goshnar's Taint
715,Tecek,Royal Paladin,Refugia,2270,877,Goshnar's Taint
717,Mor Decai,Master Sorcerer,Gentebra,2149,876,Goshnar's Taint
718,Dart Dronix,Elder Druid,Lobera,932,875,Goshnar's Taint
718,Endymion Tokes,Elder Druid,Secura,1225,875,Goshnar's Taint
720,Agatah,Royal Paladin,Belobra,1869,874,Goshnar's Taint
720,Lichtsz Rindodoboleto,Elite Knight,Inabra,1821,874,Goshnar's Taint
720,Magnifik Curanderodany,Elder Druid,Inabra,1792,874,Goshnar's Taint
720,Padovani Baguncinha,Elite Knight,Serdebra,1092,874,Goshnar's Taint
720,Skaan Rush,Elder Druid,Serdebra,1604,874,Goshnar's Taint
725,Bhelklakolova,Elite Knight,Yonabra,1656,871,Goshnar's Taint
725,Veyllor,Royal Paladin,Gentebra,2862,871,Goshnar's Taint
727,Pongaso Nolapone,Knight,Quelibra,850,870,Goshnar's Taint
728,Boleight,Royal Paladin,Descubra,2460,869,Goshnar's Taint
729,Nordestino Boladao,Elder Druid,Inabra,512,867,Goshnar's Taint
730,Dede Tiranit,Elite Knight,Ourobra,1580,866,Goshnar's Taint
731,Halzor Megalomaniaco,Elite Knight,Belobra,2087,864,Goshnar's Taint
732,Dukoth,Royal Paladin,Quelibra,1938,861,Goshnar's Taint
732,Kyuvob,Elder Druid,Inabra,1206,861,Goshnar's Taint
734,Boy Rpzada,Royal Paladin,Terribra,1802,860,Goshnar's Taint
735,Hailiinkiller,Elite Knight,Gentebra,1090,859,Goshnar's Taint
735,Lu Khas,Master Sorcerer,Honbra,1271,859,Goshnar's Taint
737,Sibon Faur,Elite Knight,Vunira,1190,858,Goshnar's Taint
738,Eternal Ichigo Kurosaki,Elite Knight,Astera,1691,857,Goshnar's Taint
739,Sangralzim,Master Sorcerer,Astera,1301,856,Goshnar's Taint
740,Adriano Dourden,Royal Paladin,Secura,929,855,Goshnar's Taint
741,Ironhide,Master Sorcerer,Quintera,1207,854,Goshnar's Taint
741,Paranoikii,Royal Paladin,Astera,1334,854,Goshnar's Taint
741,Ser gim,Elder Druid,Belobra,1767,854,Goshnar's Taint
744,Shidosz,Elder Druid,Yonabra,1444,852,Goshnar's Taint
745,Kimbow Thor,Elite Knight,Ombra,1821,851,Goshnar's Taint
746,Danimax Druidzera,Elder Druid,Quelibra,1075,850,Goshnar's Taint
746,Lord Valeta,Master Sorcerer,Celebra,2134,850,Goshnar's Taint
746,Toon Arma,Elder Druid,Secura,1178,850,Goshnar's Taint
749,Lark Zepiin,Elite Knight,Ustebra,1726,849,Goshnar's Taint
750,Meatbow,Royal Paladin,Epoca,1745,846,Goshnar's Taint
750,Pragmatics,Master Sorcerer,Quintera,1412,846,Goshnar's Taint
752,Ben Glockk,Master Sorcerer,Secura,1121,843,Goshnar's Taint
753,Paulin Meioprofit,Elder Druid,Honbra,1197,841,Goshnar's Taint
754,Fake Neri,Elite Knight,Ustebra,1327,840,Goshnar's Taint
754,Hyogaki,Elder Druid,Honbra,1410,840,Goshnar's Taint
756,Guimba Bruto,Master Sorcerer,Serdebra,1516,839,Goshnar's Taint
757,Gesiian,Elite Knight,Kalibra,1752,837,Goshnar's Taint
757,Tschas,Elder Druid,Secura,1023,837,Goshnar's Taint
759,Ray Vitality,Elite Knight,Quintera,1053,836,Goshnar's Taint
760,Brabo Royal,Royal Paladin,Serdebra,1565,835,Goshnar's Taint
760,Orzack,Elite Knight,Quelibra,1792,835,Goshnar's Taint
762,Nott Primetime,Royal Paladin,Descubra,2158,832,Goshnar's Taint
762,Parabellum,Royal Paladin,Rasteibra,1896,832,Goshnar's Taint
762,Sorinzord,Master Sorcerer,Rasteibra,1369,832,Goshnar's Taint
765,Creitiin,Elder Druid,Belobra,1759,831,Goshnar's Taint
766,Bjornful Bernsz,Elite Knight,Venebra,1970,830,Goshnar's Taint
767,Ma rianne,Elder Druid,Yonabra,1147,826,Goshnar's Taint
767,Thas Moonblade,Elite Knight,Yonabra,1418,826,Goshnar's Taint
769,Hellz Negb,Elite Knight,Wintera,1883,825,Goshnar's Taint
770,Kaktns,Master Sorcerer,Secura,1589,824,Goshnar's Taint
770,Speedda,Elder Druid,Thyria,1721,824,Goshnar's Taint
772,Catatau Cansado,Elder Druid,Venebra,1824,823,Goshnar's Taint
772,Geramoo,Elite Knight,Inabra,1752,823,Goshnar's Taint
774,Kapitan Karot,Elder Druid,Nevia,1582,822,Goshnar's Taint
774,Warlord Leonny,Royal Paladin,Belobra,2730,822,Goshnar's Taint
776,Hazehaze,Royal Paladin,Gentebra,1651,820,Goshnar's Taint
776,Vextoor,Master Sorcerer,Serdebra,1509,820,Goshnar's Taint
778,Niir Sao,Elite Knight,Nevia,1664,819,Goshnar's Taint
778,Pedron la Pieste,Elite Knight,Belobra,1562,819,Goshnar's Taint
780,Ainz Own Goal,Master Sorcerer,Descubra,1152,818,Goshnar's Taint
780,Invest,Elite Knight,Secura,1507,818,Goshnar's Taint
782,Sloem,Elite Knight,Yonabra,1368,817,Goshnar's Taint
783,Dudopix Corp,Royal Paladin,Ferobra,1927,816,Goshnar's Taint
783,Itz Pepe,Elite Knight,Nefera,1345,816,Goshnar's Taint
783,Romy Thor,Elder Druid,Belobra,1269,816,Goshnar's Taint
783,Zdrowy Kaszeeleek,Elder Druid,Rasteibra,1210,816,Goshnar's Taint
787,Keirissa,Elite Knight,Secura,1213,815,Goshnar's Taint
787,Minduca Firma Fraca,Royal Paladin,Etebra,1455,815,Goshnar's Taint
789,Holi Zabojca,Elite Knight,Terribra,1772,814,Goshnar's Taint
789,Latulla Keldon Overseer,Elite Knight,Secura,1922,814,Goshnar's Taint
789,Wallatv,Master Sorcerer,Collabra,1834,814,Goshnar's Taint
792,Dreams,Elder Druid,Yonabra,1364,813,Goshnar's Taint
792,Monoxido Famosao,Elder Druid,Quelibra,1084,813,Goshnar's Taint
794,Praclarus,Elder Druid,Yonabra,1329,812,Goshnar's Taint
795,Marugo,Master Sorcerer,Collabra,1845,811,Goshnar's Taint
796,Magnifik Ekdany,Elite Knight,Inabra,1609,810,Goshnar's Taint
796,Phemistrily Pall,Royal Paladin,Secura,1099,810,Goshnar's Taint
798,Hodoru,Royal Paladin,Nevia,1162,809,Goshnar's Taint
799,Majestic Wela,Elder Druid,Antica,938,808,Goshnar's Taint
800,Migaruz,Royal Paladin,Celebra,1218,807,Goshnar's Taint
800,Octuous,Elder Druid,Lobera,1764,807,Goshnar's Taint
800,Wybuchowy druid,Elder Druid,Secura,1397,807,Goshnar's Taint
803,Dzwoni Daro,Elder Druid,Monza,2052,806,Goshnar's Taint
804,Chiitaozinho de Ouro,Druid,Inabra,793,805,Goshnar's Taint
804,Na oko,Elder Druid,Descubra,1169,805,Goshnar's Taint
806,Ren Shadow,Elder Druid,Dia,1405,804,Goshnar's Taint
806,Sir Bocca,Elite Knight,Belobra,1479,804,Goshnar's Taint
806,Soulwar King,Elder Druid,Belobra,1608,804,Goshnar's Taint
809,Agiotales,Elite Knight,Rasteibra,1697,803,Goshnar's Taint
810,Dunderbram,Royal Paladin,Secura,1416,802,Goshnar's Taint
811,Feschmit,Master Sorcerer,Celebra,1567,801,Goshnar's Taint
811,Mokia,Elder Druid,Secura,1125,801,Goshnar's Taint
813,Schwe Healer,Elder Druid,Kalibra,1423,800,Goshnar's Taint
814,Murilon Hardtimes,Elder Druid,Collabra,2136,798,Goshnar's Taint
814,Pro Feta,Master Sorcerer,Luminera,1302,798,Goshnar's Taint
814,Queen Possible,Elder Druid,Kalibra,1113,798,Goshnar's Taint
817,Nikki Storm,Elder Druid,Gentebra,1064,797,Goshnar's Taint
817,Pedritorguez,Master Sorcerer,Luminera,1092,797,Goshnar's Taint
817,Vepeh,Royal Paladin,Celebra,2827,797,Goshnar's Taint
820,Don Roney,Elder Druid,Jadebra,1883,795,Goshnar's Taint
821,Violet Lightfall,Master Sorcerer,Secura,1086,794,Goshnar's Taint
822,Carlin Tadafilado,Master Sorcerer,Inabra,1343,793,Goshnar's Taint
823,Duke Dan,Master Sorcerer,Collabra,1219,792,Goshnar's Taint
823,Edu Zabojca,Royal Paladin,Terribra,1884,792,Goshnar's Taint
823,Zitache,Elder Druid,Antica,1145,792,Goshnar's Taint
826,Gaspa Malvadeza,Elite Knight,Gentebra,1627,791,Goshnar's Taint
827,Daso II,Royal Paladin,Antica,1618,790,Goshnar's Taint
827,Ekforsale,Elite Knight,Serdebra,1758,790,Goshnar's Taint
827,Naruciaczek,Royal Paladin,Celesta,1967,790,Goshnar's Taint
830,Instalek,Elite Knight,Secura,1097,789,Goshnar's Taint
830,Sweft,Elite Knight,Calmera,1237,789,Goshnar's Taint
832,Gaucholoko,Royal Paladin,Quelibra,1458,788,Goshnar's Taint
832,Ram Dazs,Master Sorcerer,Menera,1303,788,Goshnar's Taint
834,Kpop Kouth,Elder Druid,Thyria,1640,787,Goshnar's Taint
834,The Presja,Elder Druid,Bona,1405,787,Goshnar's Taint
836,Sir All Migth,Royal Paladin,Yovera,1822,786,Goshnar's Taint
837,Filipec,Elite Knight,Antica,1382,785,Goshnar's Taint
837,Monraxd,Elder Druid,Nefera,1246,785,Goshnar's Taint
839,Kazikk,Elder Druid,Peloria,1646,784,Goshnar's Taint
839,Kilseno,Royal Paladin,Secura,1272,784,Goshnar's Taint
839,Kuraxi,Elder Druid,Belobra,1128,784,Goshnar's Taint
839,Lemaozerah Amou Demais,Elite Knight,Ferobra,1335,784,Goshnar's Taint
839,Leo Cyrus,Elder Druid,Talera,1688,784,Goshnar's Taint
844,Galers,Royal Paladin,Wintera,1080,783,Goshnar's Taint
844,Hansi,Master Sorcerer,Inabra,1020,783,Goshnar's Taint
844,Kael do Wex,Master Sorcerer,Belobra,1561,783,Goshnar's Taint
844,Malpha Vaun,Elder Druid,Quintera,1209,783,Goshnar's Taint
844,Tekkoo Boladaoo,Elite Knight,Quelibra,1544,783,Goshnar's Taint
849,Highwin Egoista,Royal Paladin,Collabra,1871,781,Goshnar's Taint
849,Mag Friczko,Master Sorcerer,Karmeya,1121,781,Goshnar's Taint
849,Szimix,Elder Druid,Celesta,2588,781,Goshnar's Taint
852,Haawksz,Master Sorcerer,Descubra,1202,780,Goshnar's Taint
852,Nikare Amaya,Royal Paladin,Karmeya,1666,780,Goshnar's Taint
852,The Ultimate Slayer,Elite Knight,Honbra,1471,780,Goshnar's Taint
855,Remarkable Deco,Master Sorcerer,Inabra,1754,778,Goshnar's Taint
856,Apalloza,Royal Paladin,Ferobra,1358,777,Goshnar's Taint
856,Que Ja,Elder Druid,Serdebra,1306,777,Goshnar's Taint
858,Sorin Emperor,Elder Druid,Ourobra,2180,776,Goshnar's Taint
859,Dan Senju,Royal Paladin,Collabra,2047,775,Goshnar's Taint
859,Dede Magnata,Elite Knight,Ourobra,1509,775,Goshnar's Taint
859,Ryusz,Elder Druid,Celebra,1432,775,Goshnar's Taint
862,Eduh Loving,Elder Druid,Gentebra,1336,773,Goshnar's Taint
862,Kob Relaxado,Elder Druid,Ustebra,1440,773,Goshnar's Taint
862,Socratiez,Elite Knight,Belobra,1627,773,Goshnar's Taint
865,Knightis,Elite Knight,Karmeya,1200,772,Goshnar's Taint
866,Pedrin Ferias Infinita,Master Sorcerer,Rasteibra,1773,771,Goshnar's Taint
867,Cesargxz,Elite Knight,Talera,1895,769,Goshnar's Taint
867,Muere Ice,Royal Paladin,Celesta,1701,769,Goshnar's Taint
869,Gorzin,Master Sorcerer,Honbra,1363,766,Goshnar's Taint
870,Jack Sensacional,Elite Knight,Belobra,1626,765,Goshnar's Taint
871,Bitutao,Royal Paladin,Belobra,1596,764,Goshnar's Taint
872,Arianthell,Elder Druid,Monza,1113,763,Goshnar's Taint
872,Brunouzera,Royal Paladin,Inabra,1407,763,Goshnar's Taint
872,Hvit serk,Master Sorcerer,Calmera,1390,763,Goshnar's Taint
872,Sore Surer,Master Sorcerer,Pacera,1430,763,Goshnar's Taint
876,Ma thyyas,Elite Knight,Ourobra,1252,762,Goshnar's Taint
876,Mallowana Ksiezniczka,Elite Knight,Celesta,1297,762,Goshnar's Taint
878,Pusty Brzuszek,Elite Knight,Nevia,1096,761,Goshnar's Taint
879,Ygma,Royal Paladin,Serdebra,1309,760,Goshnar's Taint
880,Kha labal,Elder Druid,Yonabra,1200,759,Goshnar's Taint
881,Icarusek,Elite Knight,Kalibra,1280,758,Goshnar's Taint
881,Kahenkilon Siika,Elite Knight,Secura,1143,758,Goshnar's Taint
881,Low Burnzs,Master Sorcerer,Issobra,1630,758,Goshnar's Taint
884,Closedfriends Leozin,Elite Knight,Jadebra,1498,756,Goshnar's Taint
884,Ma cko,Elder Druid,Secura,1351,756,Goshnar's Taint
884,Zdzi Siek,Master Sorcerer,Peloria,1657,756,Goshnar's Taint
887,Surkkaam,Elder Druid,Bona,2014,755,Goshnar's Taint
888,Domenichellii,Master Sorcerer,Kalibra,1783,754,Goshnar's Taint
888,Ravelzs,Elder Druid,Belobra,1151,754,Goshnar's Taint
890,Gragao Relaxado,Elite Knight,Honbra,1184,753,Goshnar's Taint
890,Trapalhon,Master Sorcerer,Descubra,1167,753,Goshnar's Taint
892,Lostar,Master Sorcerer,Wintera,1052,752,Goshnar's Taint
892,Overknightao,Elite Knight,Issobra,1164,752,Goshnar's Taint
894,Kaprexz,Royal Paladin,Menera,1433,751,Goshnar's Taint
894,Krek Phin,Master Sorcerer,Secura,1098,751,Goshnar's Taint
894,Sorin Ltda,Royal Paladin,Rasteibra,1892,751,Goshnar's Taint
894,Tejow Corporation,Elite Knight,Issobra,2569,751,Goshnar's Taint
898,Rafaviinsk,Royal Paladin,Collabra,1811,750,Goshnar's Taint
898,Rodrigaumd,Elder Druid,Inabra,2071,750,Goshnar's Taint
900,Soies,Royal Paladin,Quintera,1158,748,Goshnar's Taint
901,Diinoco,Elder Druid,Gentebra,1173,747,Goshnar's Taint
902,Painus,Elder Druid,Terribra,726,746,Goshnar's Taint
902,Skoolls,Elite Knight,Jadebra,1812,746,Goshnar's Taint
902,Xon Vanetta,Elder Druid,Premia,1985,746,Goshnar's Taint
905,Alsa Himm,Elder Druid,Harmonia,1642,745,Goshnar's Taint
905,Drkzin,Elite Knight,Kalibra,1718,745,Goshnar's Taint
905,Porkii,Elite Knight,Bona,1340,745,Goshnar's Taint
905,Toksyczny Mateuszek,Elite Knight,Monza,1380,745,Goshnar's Taint
909,Andy Mustang,Royal Paladin,Belobra,1899,744,Goshnar's Taint
909,Glexael,Royal Paladin,Lobera,1600,744,Goshnar's Taint
909,Zmuts,Master Sorcerer,Monza,1907,744,Goshnar's Taint
912,Just Rampo,Royal Paladin,Antica,1130,742,Goshnar's Taint
912,Mega suave,Royal Paladin,Kalibra,1801,742,Goshnar's Taint
912,Wsgod,Elder Druid,Ustebra,1260,742,Goshnar's Taint
915,Forleta,Master Sorcerer,Belobra,1314,741,Goshnar's Taint
915,Skylara Cansado,Master Sorcerer,Etebra,1484,741,Goshnar's Taint
915,Sujazip,Elder Druid,Rasteibra,1175,741,Goshnar's Taint
918,Xikows,Royal Paladin,Gentebra,1138,740,Goshnar's Taint
919,Rowdz,Elite Knight,Quelibra,1791,739,Goshnar's Taint
920,Ichigo Dimmadome,Royal Paladin,Antica,1124,737,Goshnar's Taint
921,Bo cian,Elite Knight,Harmonia,1283,736,Goshnar's Taint
921,Chicho Senpai,Elite Knight,Talera,1063,736,Goshnar's Taint
921,Pupin Chegou,Elder Druid,Tornabra,761,736,Goshnar's Taint
924,Var Draig,Royal Paladin,Monza,1409,735,Goshnar's Taint
925,Caua na biao,Master Sorcerer,Dia,1727,734,Goshnar's Taint
925,Kiiski,Master Sorcerer,Secura,963,734,Goshnar's Taint
927,Nocny Kruk,Royal Paladin,Secura,1106,733,Goshnar's Taint
927,Raadulfr,Royal Paladin,Secura,1787,733,Goshnar's Taint
929,Aluxion,Royal Paladin,Quelibra,1346,732,Goshnar's Taint
929,Amenantrandor in,Elder Druid,Menera,1552,732,Goshnar's Taint
929,Jefy Bombalove,Elite Knight,Serdebra,1400,732,Goshnar's Taint
932,Kovacsz,Master Sorcerer,Belobra,1980,731,Goshnar's Taint
933,Dunno Novo Homem,Elder Druid,Quelibra,1573,730,Goshnar's Taint
933,Lhapinha,Elder Druid,Venebra,1362,730,Goshnar's Taint
933,Mazzeriin,Royal Paladin,Karmeya,2399,730,Goshnar's Taint
933,Prince Delta,Master Sorcerer,Yonabra,1015,730,Goshnar's Taint
933,Rusty Neutrin,Elite Knight,Descubra,1678,730,Goshnar's Taint
933,Ya su,Elite Knight,Ferobra,1344,730,Goshnar's Taint
939,Judgementdays,Elder Druid,Calmera,2055,729,Goshnar's Taint
939,Thasso Bobadapeste,Elder Druid,Ourobra,1581,729,Goshnar's Taint
939,Venganza,Royal Paladin,Calmera,1970,729,Goshnar's Taint
942,Iqorr,Elder Druid,Antica,1150,728,Goshnar's Taint
942,Legenden Kurre,Master Sorcerer,Monza,1430,728,Goshnar's Taint
944,Brotinho Supremo,Elite Knight,Ustebra,1695,726,Goshnar's Taint
944,Dee Liife Snake,Elite Knight,Inabra,1692,726,Goshnar's Taint
944,Toxic Es Fiado,Elder Druid,Havera,2202,726,Goshnar's Taint
947,Gharen Toxico,Royal Paladin,Jadebra,1971,724,Goshnar's Taint
947,Thay El Patron,Elite Knight,Solidera,1722,724,Goshnar's Taint
949,Uchiha Chris,Elder Druid,Monza,1784,723,Goshnar's Taint
950,Apppichstein,Master Sorcerer,Yonabra,1283,721,Goshnar's Taint
950,Guizz Wicked,Elder Druid,Collabra,1556,721,Goshnar's Taint
952,Alberto Warrior,Elite Knight,Yonabra,1716,720,Goshnar's Taint
953,Lady Himiko,Royal Paladin,Karmeya,943,719,Goshnar's Taint
954,Jota Sorcerero,Master Sorcerer,Etebra,1194,718,Goshnar's Taint
955,Dudu Stonecutter,Elite Knight,Ombra,1980,717,Goshnar's Taint
955,Guedao Quebrado,Royal Paladin,Collabra,1425,717,Goshnar's Taint
955,Pupin Superstar,Royal Paladin,Ourobra,1785,717,Goshnar's Taint
958,Urrk,Elite Knight,Kalibra,1434,716,Goshnar's Taint
959,Naapadzior,Elder Druid,Celesta,1801,715,Goshnar's Taint
959,Vengelz,Elite Knight,Descubra,2335,715,Goshnar's Taint
961,Shiny Drash,Elite Knight,Menera,1727,714,Goshnar's Taint
962,Bladiss,Master Sorcerer,Peloria,1075,713,Goshnar's Taint
962,Fiftyone Degrees Nord,Elite Knight,Premia,1183,713,Goshnar's Taint
962,King Roshi,Elder Druid,Celesta,1647,713,Goshnar's Taint
965,Ohbarvis Ezza,Elder Druid,Antica,1050,712,Goshnar's Taint
965,Sir Wendoza,Master Sorcerer,Rasteibra,1931,712,Goshnar's Taint
967,Closedfriends Marquiinhos,Elder Druid,Jadebra,1497,711,Goshnar's Taint
967,Su kuma,Royal Paladin,Ourobra,1629,711,Goshnar's Taint
969,Faus to,Elite Knight,Quelibra,1514,710,Goshnar's Taint
970,Barizon Fearless,Elite Knight,Celebra,1647,709,Goshnar's Taint
970,Rita Dreams,Royal Paladin,Menera,1262,709,Goshnar's Taint
972,Broonn,Master Sorcerer,Menera,1601,708,Goshnar's Taint
972,Halka Helor,Elite Knight,Yonabra,1567,708,Goshnar's Taint
974,Fabrao,Elder Druid,Dia,856,707,Goshnar's Taint
975,Lucky Butcherr,Elite Knight,Wintera,1457,706,Goshnar's Taint
975,Mendingol Abrasax,Master Sorcerer,Collabra,1453,706,Goshnar's Taint
975,Sage of Ice,Elder Druid,Belobra,1016,706,Goshnar's Taint
978,Ja Paa,Master Sorcerer,Belobra,1287,704,Goshnar's Taint
978,Syrius Zuth,Elder Druid,Wintera,999,704,Goshnar's Taint
980,Magnifik Danyshiny,Royal Paladin,Inabra,1602,703,Goshnar's Taint
981,Hecks Leads,Elder Druid,Luminera,2093,702,Goshnar's Taint
981,Othinows,Master Sorcerer,Venebra,1551,702,Goshnar's Taint
983,Hevok Roys,Elder Druid,Belobra,1111,701,Goshnar's Taint
983,Janms,Master Sorcerer,Gentebra,1041,701,Goshnar's Taint
983,Magus Tenebrarum,Elder Druid,Serdebra,946,701,Goshnar's Taint
986,Evilnesz,Royal Paladin,Venebra,2006,700,Goshnar's Taint
986,Pituzika,Elder Druid,Kalibra,1737,700,Goshnar's Taint
986,Tale Rion,Royal Paladin,Nefera,1729,700,Goshnar's Taint
986,Turtaomusk,Elder Druid,Ustebra,1501,700,Goshnar's Taint
990,Firemane Avenger,Master Sorcerer,Ferobra,1401,698,Goshnar's Taint
990,Tipox Navy Seal,Master Sorcerer,Talera,1107,698,Goshnar's Taint
992,Ross Wilson,Royal Paladin,Venebra,1602,697,Goshnar's Taint
993,Hozele Kilidaximo,Elder Druid,Secura,1975,696,Goshnar's Taint
993,Sorinzinho,Elder Druid,Jadebra,2295,696,Goshnar's Taint
995,Ghentor Berserker,Elite Knight,Celesta,1423,695,Goshnar's Taint
995,Jimmy Galo Doido,Royal Paladin,Ustebra,1450,695,Goshnar's Taint
997,King Emex,Elder Druid,Solidera,1742,694,Goshnar's Taint
997,Marculino the Titan,Elite Knight,Kalibra,2382,694,Goshnar's Taint
997,Relaxado Do Corre,Royal Paladin,Rasteibra,1874,694,Goshnar's Taint
997,Tiio John,Elder Druid,Honbra,1535,694,Goshnar's Taint
