Rank,Name,Vocation,World,Level,Points,category,vocation_id
666,Bhelklakolova,Elite Knight,Yonabra,1653,869,Goshnar's Taint,0
666,Xablauzinzs Tropadomantem,Elder Druid,Inabra,1573,869,Goshnar's Taint,0
668,Robaz,Elder Druid,Secura,1372,868,Goshnar's Taint,0
669,Al Ziponny,Royal Paladin,Belobra,1794,867,Goshnar's Taint,0
669,Mighty Ozymandias,Elder Druid,Antica,1306,867,Goshnar's Taint,0
669,Nordestino Boladao,Elder Druid,Inabra,511,867,Goshnar's Taint,0
669,Waguinho Loko,Elder Druid,Quelibra,1917,867,Goshnar's Taint,0
673,Jand Shelby,Master Sorcerer,Ferobra,935,866,Goshnar's Taint,0
674,Idefisk,Elder Druid,Vunira,1558,865,Goshnar's Taint,0
675,Batman Malvadao,Elder Druid,Inabra,1929,863,Goshnar's Taint,0
675,Boleight,Royal Paladin,Descubra,2441,863,Goshnar's Taint,0
677,Halzor Megalomaniaco,Elite Knight,Belobra,2084,862,Goshnar's Taint,0
678,Sapin Rhasta,Royal Paladin,Gentebra,1552,861,Goshnar's Taint,0
679,Lu Khas,Master Sorcerer,Honbra,1262,859,Goshnar's Taint,0
679,Super Brabo,Elite Knight,Ombra,2024,859,Goshnar's Taint,0
681,Cygi los panczos,Master Sorcerer,Antica,1360,857,Goshnar's Taint,0
681,Doenca do Ratto,Master Sorcerer,Gentebra,991,857,Goshnar's Taint,0
683,Sangralzim,Master Sorcerer,Astera,1301,856,Goshnar's Taint,0
684,Adriano Dourden,Royal Paladin,Secura,920,855,Goshnar's Taint,0
685,Panzer Dtonao,Royal Paladin,Ustebra,1241,854,Goshnar's Taint,0
685,Veyllor,Royal Paladin,Gentebra,2845,854,Goshnar's Taint,0
687,Iallyn,Master Sorcerer,Gentebra,1327,851,Goshnar's Taint,0
687,Killuaek,Elite Knight,Belobra,1670,851,Goshnar's Taint,0
689,Lord Valeta,Master Sorcerer,Celebra,2128,850,Goshnar's Taint,0
690,Fa vey,Elder Druid,Gentebra,1650,849,Goshnar's Taint,0
691,Danimax Druidzera,Elder Druid,Quelibra,1073,848,Goshnar's Taint,0
692,Meatbow,Royal Paladin,Epoca,1738,846,Goshnar's Taint,0
693,Aran Gala,Elder Druid,Karmeya,922,845,Goshnar's Taint,0
693,Endymion Tokes,Elder Druid,Secura,1222,845,Goshnar's Taint,0
693,Kyobov,Elder Druid,Inabra,1343,845,Goshnar's Taint,0
696,Frost Feelingz,Elder Druid,Ustebra,1318,844,Goshnar's Taint,0
697,Licotur,Royal Paladin,Ombra,1437,842,Goshnar's Taint,0
698,Eternal Ichigo Kurosaki,Elite Knight,Astera,1685,841,Goshnar's Taint,0
699,Ben Glockk,Master Sorcerer,Secura,1117,840,Goshnar's Taint,0
700,Fanfii,Elder Druid,Astera,1737,839,Goshnar's Taint,0
700,Guimba Bruto,Master Sorcerer,Serdebra,1497,839,Goshnar's Taint,0
700,Kinobal,Elite Knight,Oceanis,1703,839,Goshnar's Taint,0
703,Lal lolz,Master Sorcerer,Belobra,1877,837,Goshnar's Taint,0
703,Tschas,Elder Druid,Secura,1022,837,Goshnar's Taint,0
703,Zordko,Royal Paladin,Gentebra,1197,837,Goshnar's Taint,0
706,Sheik Leozerah,Elder Druid,Rasteibra,1501,835,Goshnar's Taint,0
707,Van Dyke,Elder Druid,Descubra,1425,834,Goshnar's Taint,0
708,Lichtsz Rindodoboleto,Elite Knight,Inabra,1808,833,Goshnar's Taint,0
709,Fandyr,Master Sorcerer,Astera,1465,832,Goshnar's Taint,0
709,Ser gim,Elder Druid,Belobra,1759,832,Goshnar's Taint,0
711,Sio Indignado,Elder Druid,Astera,1013,831,Goshnar's Taint,0
712,Burkzin,Elder Druid,Celebra,1625,828,Goshnar's Taint,0
712,Sibon Faur,Elite Knight,Vunira,1189,828,Goshnar's Taint,0
714,Curandeiro do Inferno,Elder Druid,Kalibra,1695,825,Goshnar's Taint,0
714,Ma rianne,Elder Druid,Yonabra,1147,825,Goshnar's Taint,0
714,Marchewkowy Ksiaze,Elder Druid,Ustebra,1146,825,Goshnar's Taint,0
717,Ironhide,Master Sorcerer,Quintera,1205,824,Goshnar's Taint,0
717,Re nanzin,Elite Knight,Ferobra,1349,824,Goshnar's Taint,0
717,Speedda,Elder Druid,Thyria,1703,824,Goshnar's Taint,0
717,Tfourzika,Royal Paladin,Issobra,1448,824,Goshnar's Taint,0
721,Warlord Leonny,Royal Paladin,Belobra,2706,821,Goshnar's Taint,0
722,Nott Primetime,Royal Paladin,Descubra,2146,820,Goshnar's Taint,0
722,Orzack,Elite Knight,Quelibra,1777,820,Goshnar's Taint,0
724,Halloiv,Elite Knight,Gentebra,1462,819,Goshnar's Taint,0
724,Krazy Rootz,Royal Paladin,Celebra,1618,819,Goshnar's Taint,0
726,Invest,Elite Knight,Secura,1503,818,Goshnar's Taint,0
727,Sloem,Elite Knight,Yonabra,1339,817,Goshnar's Taint,0
728,Dukoth,Royal Paladin,Quelibra,1926,816,Goshnar's Taint,0
728,Itz Pepe,Elite Knight,Nefera,1319,816,Goshnar's Taint,0
728,Theuzikat,Elder Druid,Quelibra,1835,816,Goshnar's Taint,0
728,Tons of Gems,Master Sorcerer,Issobra,1047,816,Goshnar's Taint,0
732,Keirissa,Elite Knight,Secura,1210,815,Goshnar's Taint,0
732,Parabellum,Royal Paladin,Rasteibra,1876,815,Goshnar's Taint,0
732,Text ostateczny blik,Royal Paladin,Wadira,1450,815,Goshnar's Taint,0
735,Fina Sirius,Elite Knight,Gentebra,1632,813,Goshnar's Taint,0
735,Franco Predator,Royal Paladin,Jadebra,1783,813,Goshnar's Taint,0
737,Agatah,Royal Paladin,Belobra,1857,812,Goshnar's Taint,0
737,Bia Fallout,Royal Paladin,Ourobra,1641,812,Goshnar's Taint,0
737,Cadeira Maluca,Royal Paladin,Belobra,1597,812,Goshnar's Taint,0
740,Brabo Royal,Royal Paladin,Serdebra,1541,811,Goshnar's Taint,0
740,Kaktns,Master Sorcerer,Secura,1581,811,Goshnar's Taint,0
742,Hulk Tacadordebolt,Royal Paladin,Venebra,2237,810,Goshnar's Taint,0
742,Kimbow Thor,Elite Knight,Ombra,1800,810,Goshnar's Taint,0
742,Rexiruz Zabojca,Master Sorcerer,Obscubra,2044,810,Goshnar's Taint,0
745,Boysorc,Master Sorcerer,Obscubra,2159,809,Goshnar's Taint,0
745,Hodoru,Royal Paladin,Nevia,1162,809,Goshnar's Taint,0
747,Paladino Monte,Royal Paladin,Gentebra,1573,808,Goshnar's Taint,0
748,Migaruz,Royal Paladin,Celebra,1215,806,Goshnar's Taint,0
749,Chiitaozinho de Ouro,Druid,Inabra,793,805,Goshnar's Taint,0
749,Na oko,Elder Druid,Descubra,1169,805,Goshnar's Taint,0
751,Ray Vitality,Elite Knight,Quintera,1047,804,Goshnar's Taint,0
751,Ren Shadow,Elder Druid,Dia,1405,804,Goshnar's Taint,0
753,Pragmatics,Master Sorcerer,Quintera,1392,801,Goshnar's Taint,0
754,Hazehaze,Royal Paladin,Gentebra,1640,800,Goshnar's Taint,0
755,Murilon Hardtimes,Elder Druid,Collabra,2104,798,Goshnar's Taint,0
755,Skaan Rush,Elder Druid,Serdebra,1587,798,Goshnar's Taint,0
755,Toon Arma,Elder Druid,Secura,1169,798,Goshnar's Taint,0
758,Queen Possible,Elder Druid,Kalibra,1113,797,Goshnar's Taint,0
759,Shidosz,Elder Druid,Yonabra,1428,796,Goshnar's Taint,0
760,Don Roney,Elder Druid,Jadebra,1863,795,Goshnar's Taint,0
760,Monoxido Famosao,Elder Druid,Quelibra,1086,795,Goshnar's Taint,0
762,Geramoo,Elite Knight,Havera,1740,793,Goshnar's Taint,0
763,Dudopix Corp,Royal Paladin,Ferobra,1905,792,Goshnar's Taint,0
763,Duke Dan,Master Sorcerer,Collabra,1203,792,Goshnar's Taint,0
763,Latulla Keldon Overseer,Elite Knight,Secura,1910,792,Goshnar's Taint,0
763,Luigiii,Elite Knight,Issobra,1488,792,Goshnar's Taint,0
763,Magnifik Ekdany,Elite Knight,Inabra,1589,792,Goshnar's Taint,0
763,Tonim Xiique,Elder Druid,Jadebra,1173,792,Goshnar's Taint,0
763,Zitache,Elder Druid,Antica,1145,792,Goshnar's Taint,0
770,Paranoikii,Royal Paladin,Astera,1328,791,Goshnar's Taint,0
770,Wybuchowy druid,Elder Druid,Secura,1370,791,Goshnar's Taint,0
772,Dzwoni Daro,Elder Druid,Monza,2039,790,Goshnar's Taint,0
772,Galeski,Elder Druid,Venebra,1464,790,Goshnar's Taint,0
774,Sweft,Elite Knight,Calmera,1224,789,Goshnar's Taint,0
775,The Presja,Elder Druid,Bona,1398,787,Goshnar's Taint,0
776,Vextoor,Master Sorcerer,Serdebra,1501,786,Goshnar's Taint,0
777,Monraxd,Elder Druid,Nefera,1242,785,Goshnar's Taint,0
778,Lemaozerah Amou Demais,Elite Knight,Ferobra,1320,784,Goshnar's Taint,0
778,Leo Cyrus,Elder Druid,Talera,1684,784,Goshnar's Taint,0
778,Sir All Migth,Royal Paladin,Yovera,1798,784,Goshnar's Taint,0
781,Closedfriends Damerr,Elder Druid,Jadebra,1422,783,Goshnar's Taint,0
781,Tekkoo Boladaoo,Elite Knight,Quelibra,1528,783,Goshnar's Taint,0
783,Hellz Negb,Elite Knight,Wintera,1880,780,Goshnar's Taint,0
783,Nikare Amaya,Royal Paladin,Karmeya,1645,780,Goshnar's Taint,0
785,Szimix,Elder Druid,Celesta,2567,779,Goshnar's Taint,0
786,Kapitan Karot,Elder Druid,Nevia,1583,777,Goshnar's Taint,0
786,Mokia,Elder Druid,Secura,1112,777,Goshnar's Taint,0
786,Que Ja,Elder Druid,Serdebra,1303,777,Goshnar's Taint,0
789,Dan Senju,Royal Paladin,Collabra,2046,775,Goshnar's Taint,0
789,Madiks,Elder Druid,Ourobra,1826,775,Goshnar's Taint,0
789,Sorin Emperor,Elder Druid,Ourobra,2153,775,Goshnar's Taint,0
792,Catatau Cansado,Elder Druid,Venebra,1817,773,Goshnar's Taint,0
792,Eduh Loving,Elder Druid,Gentebra,1323,773,Goshnar's Taint,0
792,Rozzettao,Elder Druid,Obscubra,2212,773,Goshnar's Taint,0
795,Carlin Tadafilado,Master Sorcerer,Inabra,1317,772,Goshnar's Taint,0
795,Octuous,Elder Druid,Lobera,1746,772,Goshnar's Taint,0
795,Sorinzord,Master Sorcerer,Rasteibra,1365,772,Goshnar's Taint,0
798,Violet Lightfall,Master Sorcerer,Secura,1075,770,Goshnar's Taint,0
799,Cesargxz,Elite Knight,Talera,1886,769,Goshnar's Taint,0
799,Creitiin,Elder Druid,Belobra,1745,769,Goshnar's Taint,0
799,Hailiinkiller,Elite Knight,Gentebra,1086,769,Goshnar's Taint,0
799,Socratiez,Elite Knight,Belobra,1611,769,Goshnar's Taint,0
799,Thas Moonblade,Elite Knight,Yonabra,1401,769,Goshnar's Taint,0
804,Kazikk,Elder Druid,Peloria,1629,767,Goshnar's Taint,0
805,Ekforsale,Elite Knight,Serdebra,1735,766,Goshnar's Taint,0
806,Bjornful Bernsz,Elite Knight,Venebra,1962,765,Goshnar's Taint,0
807,Kael do Wex,Master Sorcerer,Belobra,1554,764,Goshnar's Taint,0
808,Arianthell,Elder Druid,Monza,1103,763,Goshnar's Taint,0
808,Brunouzera,Royal Paladin,Inabra,1382,763,Goshnar's Taint,0
810,Hvit serk,Master Sorcerer,Calmera,1370,761,Goshnar's Taint,0
811,Kilseno,Royal Paladin,Secura,1262,760,Goshnar's Taint,0
812,Dede Tiranit,Elite Knight,Ourobra,1555,759,Goshnar's Taint,0
813,Icarusek,Elite Knight,Kalibra,1280,758,Goshnar's Taint,0
814,Dunderbram,Royal Paladin,Secura,1413,757,Goshnar's Taint,0
814,Phemistrily Pall,Royal Paladin,Secura,1082,757,Goshnar's Taint,0
814,Soulwar King,Elder Druid,Belobra,1603,757,Goshnar's Taint,0
817,Praclarus,Elder Druid,Yonabra,1310,756,Goshnar's Taint,0
817,Vepeh,Royal Paladin,Celebra,2807,756,Goshnar's Taint,0
817,Zdrowy Kaszeeleek,Elder Druid,Rasteibra,1212,756,Goshnar's Taint,0
820,Bruno Abrasax,Elder Druid,Collabra,1398,755,Goshnar's Taint,0
821,Danipuff,Elite Knight,Yonabra,1984,754,Goshnar's Taint,0
821,Domenichellii,Master Sorcerer,Kalibra,1775,754,Goshnar's Taint,0
821,Kyuvob,Elder Druid,Inabra,1199,754,Goshnar's Taint,0
824,Baztet,Elder Druid,Luminera,1177,752,Goshnar's Taint,0
824,Overknightao,Elite Knight,Etebra,1147,752,Goshnar's Taint,0
824,Remarkable Deco,Master Sorcerer,Inabra,1725,752,Goshnar's Taint,0
824,Trapalhon,Master Sorcerer,Descubra,1158,752,Goshnar's Taint,0
828,Sore Surer,Master Sorcerer,Pacera,1420,750,Goshnar's Taint,0
829,Painus,Elder Druid,Jacabra,704,746,Goshnar's Taint,0
829,Skoolls,Elite Knight,Jadebra,1787,746,Goshnar's Taint,0
829,Will Relaxado,Royal Paladin,Ustebra,1612,746,Goshnar's Taint,0
832,Stefan Degustator,Elite Knight,Bona,1338,745,Goshnar's Taint,0
832,Xon Vanetta,Elder Druid,Premia,1972,745,Goshnar's Taint,0
832,Zdzi Siek,Master Sorcerer,Peloria,1643,745,Goshnar's Taint,0
835,Daso II,Royal Paladin,Antica,1605,744,Goshnar's Taint,0
835,Lark Zepiin,Elite Knight,Ustebra,1695,744,Goshnar's Taint,0
835,Niir Sao,Elite Knight,Nevia,1663,744,Goshnar's Taint,0
835,Zmuts,Master Sorcerer,Monza,1898,744,Goshnar's Taint,0
839,Agiotales,Elite Knight,Rasteibra,1695,743,Goshnar's Taint,0
839,Surkkaam,Elder Druid,Bona,1998,743,Goshnar's Taint,0
841,Boy Rpzada,Royal Paladin,Obscubra,1787,742,Goshnar's Taint,0
841,Gaucholoko,Royal Paladin,Quelibra,1448,742,Goshnar's Taint,0
841,King Darioski,Royal Paladin,Kalibra,1792,742,Goshnar's Taint,0
844,Tejow Corporation,Elite Knight,Issobra,2553,741,Goshnar's Taint,0
845,Just Rampo,Royal Paladin,Antica,1121,740,Goshnar's Taint,0
846,Na Bu,Master Sorcerer,Jadebra,1347,739,Goshnar's Taint,0
847,Bo cian,Elite Knight,Harmonia,1282,736,Goshnar's Taint,0
847,Chicho Senpai,Elite Knight,Talera,1051,736,Goshnar's Taint,0
847,Pupin Chegou,Elder Druid,Tornabra,763,736,Goshnar's Taint,0
850,Var Draig,Royal Paladin,Monza,1402,735,Goshnar's Taint,0
851,Caua na biao,Master Sorcerer,Dia,1715,734,Goshnar's Taint,0
851,Holi Zabojca,Elite Knight,Obscubra,1748,734,Goshnar's Taint,0
851,Kahenkilon Siika,Elite Knight,Secura,1129,734,Goshnar's Taint,0
851,Kiiski,Master Sorcerer,Secura,963,734,Goshnar's Taint,0
851,Naruciaczek,Royal Paladin,Celesta,1934,734,Goshnar's Taint,0
856,Aluxion,Royal Paladin,Quelibra,1346,732,Goshnar's Taint,0
856,Gesiian,Elite Knight,Kalibra,1742,732,Goshnar's Taint,0
858,Ygma,Royal Paladin,Serdebra,1308,731,Goshnar's Taint,0
859,Prince Delta,Master Sorcerer,Yonabra,1017,730,Goshnar's Taint,0
859,Rusty Neutrin,Elite Knight,Descubra,1650,730,Goshnar's Taint,0
859,Ya su,Elite Knight,Ferobra,1328,730,Goshnar's Taint,0
862,Dreams,Elder Druid,Yonabra,1361,728,Goshnar's Taint,0
862,Ma thyyas,Elite Knight,Ourobra,1247,728,Goshnar's Taint,0
862,Yung Mohaw,Elder Druid,Antica,1148,728,Goshnar's Taint,0
865,Ram Dazs,Master Sorcerer,Menera,1297,727,Goshnar's Taint,0
865,Ryusz,Elder Druid,Celebra,1418,727,Goshnar's Taint,0
867,Dunart,Master Sorcerer,Ustebra,1191,726,Goshnar's Taint,0
867,Pedron la Pieste,Elite Knight,Belobra,1543,726,Goshnar's Taint,0
869,Gharen Pitbull Auau,Royal Paladin,Jadebra,1953,724,Goshnar's Taint,0
870,Gragao Relaxado,Elite Knight,Honbra,1182,723,Goshnar's Taint,0
871,Thay El Patron,Elite Knight,Wintera,1716,722,Goshnar's Taint,0
872,Rowdz,Elite Knight,Quelibra,1770,721,Goshnar's Taint,0
873,Galers,Royal Paladin,Wintera,1066,720,Goshnar's Taint,0
873,Toxic Es Fiado,Elder Druid,Havera,2193,720,Goshnar's Taint,0
875,Jota Sorcerero,Master Sorcerer,Etebra,1188,718,Goshnar's Taint,0
875,Mag Friczko,Master Sorcerer,Karmeya,1114,718,Goshnar's Taint,0
875,Soies,Royal Paladin,Quintera,1147,718,Goshnar's Taint,0
878,Dudu Stonecutter,Elite Knight,Ombra,1952,717,Goshnar's Taint,0
878,Dunno Novo Homem,Elder Druid,Inabra,1562,717,Goshnar's Taint,0
880,Gaspa Malvadeza,Elite Knight,Gentebra,1606,716,Goshnar's Taint,0
881,Naapadzior,Elder Druid,Celesta,1795,715,Goshnar's Taint,0
882,Shiny Drash,Elite Knight,Menera,1720,714,Goshnar's Taint,0
883,Bladiss,Master Sorcerer,Peloria,1072,712,Goshnar's Taint,0
883,Edu Zabojca,Royal Paladin,Obscubra,1863,712,Goshnar's Taint,0
883,Instalek,Elite Knight,Secura,1088,712,Goshnar's Taint,0
883,Kpop Kouth,Elder Druid,Thyria,1609,712,Goshnar's Taint,0
883,Ohbarvis Ezza,Elder Druid,Antica,1052,712,Goshnar's Taint,0
888,Forleta,Master Sorcerer,Belobra,1313,711,Goshnar's Taint,0
888,Legenden Kurre,Master Sorcerer,Monza,1426,711,Goshnar's Taint,0
888,Lhapinha,Elder Druid,Venebra,1350,711,Goshnar's Taint,0
888,Pedrin Ferias Infinita,Master Sorcerer,Rasteibra,1770,711,Goshnar's Taint,0
888,Raadulfr,Royal Paladin,Secura,1783,711,Goshnar's Taint,0
893,Filipec,Elite Knight,Antica,1352,710,Goshnar's Taint,0
893,Romy Thor,Elder Druid,Belobra,1255,710,Goshnar's Taint,0
895,Rodrigaumd,Elder Druid,Inabra,2056,709,Goshnar's Taint,0
895,Vengelz,Elite Knight,Descubra,2310,709,Goshnar's Taint,0
897,Mazzeriin,Royal Paladin,Karmeya,2371,708,Goshnar's Taint,0
897,Tsek,Elite Knight,Luminera,1706,708,Goshnar's Taint,0
899,Fabrao,Elder Druid,Ustebra,854,707,Goshnar's Taint,0
900,Lady Himiko,Royal Paladin,Karmeya,935,706,Goshnar's Taint,0
900,Nikki Storm,Elder Druid,Gentebra,1065,706,Goshnar's Taint,0
900,Shawlim Zeroks,Royal Paladin,Rasteibra,1888,706,Goshnar's Taint,0
903,King Roshi,Elder Druid,Celesta,1635,705,Goshnar's Taint,0
904,Paulin Meioprofit,Elder Druid,Honbra,1174,704,Goshnar's Taint,0
905,Ainz Own Goal,Master Sorcerer,Descubra,1138,703,Goshnar's Taint,0
905,Fake Neri,Elite Knight,Ustebra,1321,703,Goshnar's Taint,0
905,Magnifik Danyshiny,Royal Paladin,Inabra,1590,703,Goshnar's Taint,0
908,Hecks Leads,Elder Druid,Luminera,2079,702,Goshnar's Taint,0
908,Othinows,Master Sorcerer,Venebra,1547,702,Goshnar's Taint,0
910,Hyogaki,Elder Druid,Honbra,1379,701,Goshnar's Taint,0
910,Janms,Master Sorcerer,Gentebra,1041,701,Goshnar's Taint,0
910,Magus Tenebrarum,Elder Druid,Serdebra,942,701,Goshnar's Taint,0
913,Broonn,Master Sorcerer,Menera,1588,700,Goshnar's Taint,0
913,Marugo,Master Sorcerer,Collabra,1839,700,Goshnar's Taint,0
913,Turtaomusk,Elder Druid,Ustebra,1481,700,Goshnar's Taint,0
916,Alsa Himm,Elder Druid,Harmonia,1634,698,Goshnar's Taint,0
916,Feschmit,Master Sorcerer,Celebra,1558,698,Goshnar's Taint,0
916,Ja Paa,Master Sorcerer,Belobra,1278,698,Goshnar's Taint,0
916,Mytth Healler,Elder Druid,Yonabra,1197,698,Goshnar's Taint,0
916,Tipox Navy Seal,Master Sorcerer,Talera,1103,698,Goshnar's Taint,0
921,Sir Wendoza,Master Sorcerer,Rasteibra,1911,697,Goshnar's Taint,0
922,Sorinzinho,Elder Druid,Jadebra,2272,696,Goshnar's Taint,0
923,Andy Mustang,Royal Paladin,Belobra,1882,695,Goshnar's Taint,0
923,Ghentor Berserker,Elite Knight,Celesta,1402,695,Goshnar's Taint,0
925,King Emex,Elder Druid,Solidera,1744,694,Goshnar's Taint,0
925,Knightis,Elite Knight,Karmeya,1192,694,Goshnar's Taint,0
925,Kuraxi,Elder Druid,Belobra,1132,694,Goshnar's Taint,0
928,Marculino the Titan,Elite Knight,Kalibra,2375,693,Goshnar's Taint,0
928,Walla Enteado,Master Sorcerer,Collabra,1816,693,Goshnar's Taint,0
930,Bitutao,Royal Paladin,Belobra,1576,692,Goshnar's Taint,0
931,Barizon Fearless,Elite Knight,Belobra,1639,690,Goshnar's Taint,0
931,Dede Magnata,Elite Knight,Ourobra,1489,690,Goshnar's Taint,0
931,Highwin Egoista,Royal Paladin,Collabra,1848,690,Goshnar's Taint,0
931,Kaprexz,Royal Paladin,Menera,1422,690,Goshnar's Taint,0
935,Majestic Wela,Elder Druid,Antica,914,688,Goshnar's Taint,0
935,Relaxado Do Corre,Royal Paladin,Rasteibra,1869,688,Goshnar's Taint,0
937,Not Mychar,Master Sorcerer,Luminera,1627,687,Goshnar's Taint,0
937,Uchiha Barba Branca,Elite Knight,Tornabra,1398,687,Goshnar's Taint,0
939,Hevok Roys,Elder Druid,Belobra,1111,686,Goshnar's Taint,0
940,Dee Liife Snake,Elite Knight,Inabra,1673,685,Goshnar's Taint,0
941,Lord Xalegaz,Elite Knight,Belobra,1467,684,Goshnar's Taint,0
941,Mirunga,Elder Druid,Antica,1704,684,Goshnar's Taint,0
941,Nocny Kruk,Royal Paladin,Secura,1090,684,Goshnar's Taint,0
944,Toksyczny Mateuszek,Elite Knight,Monza,1369,683,Goshnar's Taint,0
944,Tom Dimoletom,Royal Paladin,Issobra,1537,683,Goshnar's Taint,0
946,Alberto Warrior,Elite Knight,Yonabra,1699,682,Goshnar's Taint,0
946,Magire,Elder Druid,Pacera,1160,682,Goshnar's Taint,0
946,Ross Wilson,Royal Paladin,Venebra,1594,682,Goshnar's Taint,0
949,Ma cko,Elder Druid,Secura,1350,681,Goshnar's Taint,0
950,Baaeck,Master Sorcerer,Gentebra,2637,680,Goshnar's Taint,0
951,Lawdz,Master Sorcerer,Serdebra,1530,679,Goshnar's Taint,0
952,Brotinho Supremo,Elite Knight,Ustebra,1677,678,Goshnar's Taint,0
952,Hansi,Master Sorcerer,Inabra,1020,678,Goshnar's Taint,0
954,Pedritorguez,Master Sorcerer,Luminera,1086,677,Goshnar's Taint,0
955,Sage of Ice,Elder Druid,Belobra,1014,676,Goshnar's Taint,0
956,Zyro'flame,Master Sorcerer,Secura,1411,675,Goshnar's Taint,0
957,Kwiryn,Master Sorcerer,Secura,1876,674,Goshnar's Taint,0
957,Lostar,Master Sorcerer,Wintera,1037,674,Goshnar's Taint,0
957,Nero the Emperor,Elite Knight,Venebra,1518,674,Goshnar's Taint,0
960,Low Burnzs,Master Sorcerer,Issobra,1627,673,Goshnar's Taint,0
961,Revealed,Royal Paladin,Epoca,2101,672,Goshnar's Taint,0
962,Mitmachine,Royal Paladin,Celesta,1635,671,Goshnar's Taint,0
962,True Fael,Royal Paladin,Quelibra,1587,671,Goshnar's Taint,0
962,Vcte,Elite Knight,Yonabra,1131,671,Goshnar's Taint,0
965,Schwe Healer,Elder Druid,Kalibra,1419,670,Goshnar's Taint,0
966,Poke Corporation,Royal Paladin,Issobra,2392,669,Goshnar's Taint,0
966,Tale Rion,Royal Paladin,Nefera,1721,669,Goshnar's Taint,0
968,Xikows,Royal Paladin,Gentebra,1125,668,Goshnar's Taint,0
969,Keenghi,Elder Druid,Karmeya,1916,667,Goshnar's Taint,0
969,Rahzuk,Royal Paladin,Menera,1556,667,Goshnar's Taint,0
969,Warlord Bread,Elder Druid,Belobra,2703,667,Goshnar's Taint,0
972,Majki Spajki,Master Sorcerer,Harmonia,1572,666,Goshnar's Taint,0
972,Uchiha Chris,Elder Druid,Monza,1777,666,Goshnar's Taint,0
972,Vitnho,Master Sorcerer,Tornabra,1587,666,Goshnar's Taint,0
975,Apppichstein,Master Sorcerer,Yonabra,1263,664,Goshnar's Taint,0
975,Dandremon Anrickano,Royal Paladin,Yonabra,1239,664,Goshnar's Taint,0
975,Kossus,Elite Knight,Luminera,1616,664,Goshnar's Taint,0
975,Muere Ice,Royal Paladin,Celesta,1691,664,Goshnar's Taint,0
975,Pierogi Mocy,Elite Knight,Premia,947,664,Goshnar's Taint,0
980,Malpha Vaun,Elder Druid,Quintera,1193,663,Goshnar's Taint,0
980,Pro Feta,Master Sorcerer,Luminera,1297,663,Goshnar's Taint,0
980,Raffa Shelb Ltda,Elder Druid,Ourobra,1216,663,Goshnar's Taint,0
983,Trem Bala Bombinha,Elder Druid,Jadebra,1613,662,Goshnar's Taint,0
984,Mallowana Ksiezniczka,Elite Knight,Celesta,1295,661,Goshnar's Taint,0
985,Amenantrandor in,Elder Druid,Menera,1549,660,Goshnar's Taint,0
985,Groku Fallout,Royal Paladin,Ourobra,1849,660,Goshnar's Taint,0
985,Jack Sensacional,Elite Knight,Belobra,1597,660,Goshnar's Taint,0
985,Khaosz Cliick Claack,Elder Druid,Runera,1742,660,Goshnar's Taint,0
985,Sunrise Bella,Elder Druid,Venebra,1290,660,Goshnar's Taint,0
985,Zedrin Ltda,Master Sorcerer,Ourobra,1953,660,Goshnar's Taint,0
991,Fael Godlike,Elder Druid,Ourobra,1158,659,Goshnar's Taint,0
991,Kbessza,Royal Paladin,Inabra,1708,659,Goshnar's Taint,0
991,Krek Phin,Master Sorcerer,Secura,1096,659,Goshnar's Taint,0
991,Xolas Darayto,Royal Paladin,Ferobra,1513,659,Goshnar's Taint,0
995,Ballantynez,Royal Paladin,Yonabra,1775,658,Goshnar's Taint,0
995,Coy Doido,Royal Paladin,Belobra,1416,658,Goshnar's Taint,0
997,Diinoco,Elder Druid,Gentebra,1142,657,Goshnar's Taint,0
997,Jefy Bombalove,Elite Knight,Serdebra,1389,657,Goshnar's Taint,0
997,Monkee Madness,Elite Knight,Lobera,1444,657,Goshnar's Taint,0
1000,Celestial wizard,Master Sorcerer,Astera,1608,656,Goshnar's Taint,0
