Rank,Name,Vocation,World,Level,Points,Category
695,Paranoikii,Royal Paladin,Astera,1336,916,Goshnar's Taint
696,Gata Meow,Elder Druid,Belobra,992,913,Goshnar's Taint
696,Reeal Toxic,Royal Paladin,Gladera,1554,913,Goshnar's Taint
698,Druugamesh,Royal Paladin,Yonabra,1512,911,Goshnar's Taint
698,Risercan Codelluna,Royal Paladin,Retalia,1174,911,Goshnar's Taint
700,Sky Hollow,Master Sorcerer,Belobra,1648,910,Goshnar's Taint
700,Xablauzinzs Tropadomantem,Elder Druid,Inabra,1626,910,Goshnar's Taint
702,Halloiv,Elite Knight,Gentebra,1495,909,Goshnar's Taint
702,Lark Zepiin,Elite Knight,Ustebra,1740,909,Goshnar's Taint
704,Ashmodara,Royal Paladin,Celebra,1608,908,Goshnar's Taint
704,Zezinho Zedrin,Elder Druid,Ourobra,1897,908,Goshnar's Taint
706,Meskz,Elder Druid,Yonabra,1208,907,Goshnar's Taint
707,Pragmatics,Master Sorcerer,Quintera,1420,906,Goshnar's Taint
708,Sibon Faur,Elite Knight,Vunira,1192,903,Goshnar's Taint
709,Druid Protagonista,Elder Druid,Collabra,1362,902,Goshnar's Taint
710,Geramoo,Elite Knight,Inabra,1768,901,Goshnar's Taint
711,Aran Gala,Elder Druid,Karmeya,932,900,Goshnar's Taint
711,Fanfii,Elder Druid,Astera,1770,900,Goshnar's Taint
711,Lichtsz Rindodoboleto,Elite Knight,Inabra,1830,900,Goshnar's Taint
714,Snakeraid,Elder Druid,Yonabra,1658,899,Goshnar's Taint
715,Shidosz,Elder Druid,Yonabra,1454,898,Goshnar's Taint
716,Kennerly,Royal Paladin,Secura,912,896,Goshnar's Taint
716,Lucaasz In,Master Sorcerer,Serdebra,1527,896,Goshnar's Taint
716,Robaz,Elder Druid,Secura,1381,896,Goshnar's Taint
719,Echoes of Memoria,Royal Paladin,Secura,1589,894,Goshnar's Taint
719,Lukas,Elder Druid,Inabra,1685,894,Goshnar's Taint
721,Utsuro,Master Sorcerer,Secura,1475,893,Goshnar's Taint
722,Fandyr,Master Sorcerer,Astera,1471,892,Goshnar's Taint
722,Roffa The King,Elite Knight,Vunira,1601,892,Goshnar's Taint
724,Wallatv,Master Sorcerer,Collabra,1839,890,Goshnar's Taint
725,Padovani Baguncinha,Elite Knight,Serdebra,1095,889,Goshnar's Taint
726,Hyogaki,Elder Druid,Honbra,1429,888,Goshnar's Taint
726,Mathias Bynens,Royal Paladin,Vunira,1444,888,Goshnar's Taint
726,Pan Krulas,Elite Knight,Yovera,1879,888,Goshnar's Taint
729,Doutor Maneirao,Elite Knight,Talera,1045,887,Goshnar's Taint
729,Pedritorguez,Master Sorcerer,Luminera,1095,887,Goshnar's Taint
731,Batman Malvadao,Elder Druid,Inabra,1967,884,Goshnar's Taint
732,Majestic Wela,Elder Druid,Antica,943,883,Goshnar's Taint
733,Quinta Slomiany Zapal,Elder Druid,Nevia,1582,882,Goshnar's Taint
734,The Ultimate Slayer,Elite Knight,Honbra,1487,881,Goshnar's Taint
735,Arknsz,Elite Knight,Venebra,2191,880,Goshnar's Taint
735,Dukoth,Royal Paladin,Quelibra,1947,880,Goshnar's Taint
735,Marugo,Master Sorcerer,Collabra,1853,880,Goshnar's Taint
735,Pedron la Pieste,Elite Knight,Belobra,1571,880,Goshnar's Taint
739,Kambaxo Tezuz,Elder Druid,Ferobra,1596,879,Goshnar's Taint
739,Sir Bocca,Elite Knight,Belobra,1494,879,Goshnar's Taint
741,Ainz Own Goal,Master Sorcerer,Descubra,1161,878,Goshnar's Taint
741,Almighty Nova,Royal Paladin,Wintera,2197,878,Goshnar's Taint
743,Ven Vi,Royal Paladin,Refugia,2271,877,Goshnar's Taint
744,Mor Decai,Master Sorcerer,Gentebra,2146,876,Goshnar's Taint
744,Romy Thor,Elder Druid,Belobra,1276,876,Goshnar's Taint
744,Zdrowy Kaszeeleek,Elder Druid,Rasteibra,1210,876,Goshnar's Taint
747,Bhelklakolova,Elite Knight,Yonabra,1660,875,Goshnar's Taint
747,Dart Dronix,Elder Druid,Lobera,932,875,Goshnar's Taint
747,Endymion Tokes,Elder Druid,Secura,1227,875,Goshnar's Taint
750,Magnifik Curanderodany,Elder Druid,Inabra,1803,874,Goshnar's Taint
750,Skaan Rush,Elder Druid,Serdebra,1614,874,Goshnar's Taint
752,Boleight,Royal Paladin,Descubra,2473,873,Goshnar's Taint
753,Kimbow Thor,Elite Knight,Ombra,1834,872,Goshnar's Taint
753,Nikki Storm,Elder Druid,Gentebra,1065,872,Goshnar's Taint
753,Samuel Opressor,Master Sorcerer,Belobra,1567,872,Goshnar's Taint
753,Thas Moonblade,Elite Knight,Yonabra,1429,872,Goshnar's Taint
757,Veyllor,Royal Paladin,Gentebra,2877,871,Goshnar's Taint
758,Pongaso Nolapone,Knight,Quelibra,850,870,Goshnar's Taint
759,Ironhide,Master Sorcerer,Quintera,1208,869,Goshnar's Taint
759,Ray Vitality,Elite Knight,Quintera,1056,869,Goshnar's Taint
761,Kob Relaxado,Elder Druid,Ustebra,1455,868,Goshnar's Taint
762,Gesiian,Elite Knight,Kalibra,1757,867,Goshnar's Taint
762,Gorzin,Master Sorcerer,Honbra,1380,867,Goshnar's Taint
762,Nordestino Boladao,Elder Druid,Inabra,513,867,Goshnar's Taint
765,Daso II,Royal Paladin,Antica,1624,866,Goshnar's Taint
766,Danimax Druidzera,Elder Druid,Quelibra,1085,865,Goshnar's Taint
766,Niir Sao,Elite Knight,Nevia,1666,865,Goshnar's Taint
768,Halzor Megalomaniaco,Elite Knight,Belobra,2088,864,Goshnar's Taint
769,Sorinzord,Master Sorcerer,Rasteibra,1370,862,Goshnar's Taint
770,Creitiin,Elder Druid,Belobra,1772,861,Goshnar's Taint
770,Filipec,Elite Knight,Antica,1405,861,Goshnar's Taint
772,Lu Khas,Master Sorcerer,Honbra,1277,859,Goshnar's Taint
772,Sujazip,Elder Druid,Rasteibra,1174,859,Goshnar's Taint
774,Praclarus,Elder Druid,Yonabra,1337,858,Goshnar's Taint
774,Pro Feta,Master Sorcerer,Luminera,1303,858,Goshnar's Taint
776,Bjornful Bernsz,Elite Knight,Venebra,1975,857,Goshnar's Taint
776,Eternal Ichigo Kurosaki,Elite Knight,Astera,1695,857,Goshnar's Taint
778,Sangralzim,Master Sorcerer,Astera,1301,856,Goshnar's Taint
779,Adriano Dourden,Royal Paladin,Secura,929,855,Goshnar's Taint
780,Ser gim,Elder Druid,Belobra,1773,854,Goshnar's Taint
781,Brabo Royal,Royal Paladin,Serdebra,1581,851,Goshnar's Taint
781,Dede Magnata,Elite Knight,Ourobra,1524,851,Goshnar's Taint
781,Gaspa Malvadeza,Elite Knight,Gentebra,1641,851,Goshnar's Taint
784,Catatau Cansado,Elder Druid,Venebra,1829,850,Goshnar's Taint
784,Lord Valeta,Master Sorcerer,Celebra,2139,850,Goshnar's Taint
784,Toon Arma,Elder Druid,Secura,1183,850,Goshnar's Taint
787,Meatbow,Royal Paladin,Epoca,1750,846,Goshnar's Taint
788,Galers,Royal Paladin,Wintera,1085,845,Goshnar's Taint
788,Schwe Healer,Elder Druid,Kalibra,1425,845,Goshnar's Taint
790,Ben Glockk,Master Sorcerer,Secura,1125,844,Goshnar's Taint
790,Hazehaze,Royal Paladin,Gentebra,1662,844,Goshnar's Taint
792,Dreams,Elder Druid,Yonabra,1363,843,Goshnar's Taint
792,Malpha Vaun,Elder Druid,Quintera,1220,843,Goshnar's Taint
792,Parabellum,Royal Paladin,Rasteibra,1909,843,Goshnar's Taint
795,Warlord Leonny,Royal Paladin,Belobra,2747,842,Goshnar's Taint
796,Holi Zabojca,Elite Knight,Terribra,1789,841,Goshnar's Taint
797,Jack Sensacional,Elite Knight,Belobra,1635,840,Goshnar's Taint
798,Guimba Bruto,Master Sorcerer,Serdebra,1527,839,Goshnar's Taint
799,Tschas,Elder Druid,Secura,1026,837,Goshnar's Taint
799,Wsgod,Elder Druid,Ustebra,1265,837,Goshnar's Taint
801,Orzack,Elite Knight,Quelibra,1803,835,Goshnar's Taint
802,Closedfriends Leozin,Elite Knight,Jadebra,1513,833,Goshnar's Taint
802,Instalek,Elite Knight,Secura,1104,833,Goshnar's Taint
804,Nott Primetime,Royal Paladin,Descubra,2171,832,Goshnar's Taint
804,Thasso Bobadapeste,Elder Druid,Ourobra,1595,832,Goshnar's Taint
806,Itz Pepe,Elite Knight,Nefera,1358,831,Goshnar's Taint
806,Pedrin Ferias Infinita,Master Sorcerer,Rasteibra,1783,831,Goshnar's Taint
808,Kuraxi,Elder Druid,Belobra,1125,829,Goshnar's Taint
808,Latulla Keldon Overseer,Elite Knight,Secura,1930,829,Goshnar's Taint
808,Rafaviinsk,Royal Paladin,Collabra,1821,829,Goshnar's Taint
808,Ravelzs,Elder Druid,Belobra,1154,829,Goshnar's Taint
812,Dudopix Corp,Royal Paladin,Ferobra,1940,826,Goshnar's Taint
812,Ma rianne,Elder Druid,Yonabra,1147,826,Goshnar's Taint
814,Hellz Negb,Elite Knight,Wintera,1885,825,Goshnar's Taint
814,Kaktns,Master Sorcerer,Secura,1592,825,Goshnar's Taint
816,Speedda,Elder Druid,Thyria,1729,824,Goshnar's Taint
817,Mokia,Elder Druid,Secura,1134,823,Goshnar's Taint
818,Diinoco,Elder Druid,Gentebra,1194,822,Goshnar's Taint
819,Ryusz,Elder Druid,Celebra,1437,821,Goshnar's Taint
820,Judgementdays,Elder Druid,Calmera,2070,820,Goshnar's Taint
820,Venganza,Royal Paladin,Calmera,1982,820,Goshnar's Taint
822,Edu Zabojca,Royal Paladin,Terribra,1899,819,Goshnar's Taint
822,Soulwar King,Elder Druid,Belobra,1606,819,Goshnar's Taint
824,Invest,Elite Knight,Secura,1510,818,Goshnar's Taint
825,Sloem,Elite Knight,Yonabra,1384,817,Goshnar's Taint
826,Ma cko,Elder Druid,Secura,1349,816,Goshnar's Taint
827,Guedao Quebrado,Royal Paladin,Collabra,1427,815,Goshnar's Taint
827,Keirissa,Elite Knight,Secura,1213,815,Goshnar's Taint
827,Kovacsz,Master Sorcerer,Belobra,1988,815,Goshnar's Taint
827,Minduca Firma Fraca,Royal Paladin,Etebra,1458,815,Goshnar's Taint
831,Knightis,Elite Knight,Karmeya,1210,814,Goshnar's Taint
831,Lostar,Master Sorcerer,Wintera,1058,814,Goshnar's Taint
833,Monoxido Famosao,Elder Druid,Quelibra,1077,813,Goshnar's Taint
833,Vepeh,Royal Paladin,Celebra,2836,813,Goshnar's Taint
835,Ichigo Dimmadome,Royal Paladin,Antica,1129,812,Goshnar's Taint
836,Guizz Wicked,Elder Druid,Collabra,1562,811,Goshnar's Taint
836,Mallowana Ksiezniczka,Elite Knight,Celesta,1297,811,Goshnar's Taint
836,Muere Ice,Royal Paladin,Celesta,1704,811,Goshnar's Taint
836,Sorin Ltda,Royal Paladin,Jadebra,1896,811,Goshnar's Taint
840,Apalloza,Royal Paladin,Ferobra,1362,810,Goshnar's Taint
840,Carlin Tadafilado,Master Sorcerer,Inabra,1363,810,Goshnar's Taint
840,Hodoru,Royal Paladin,Nevia,1163,810,Goshnar's Taint
840,Magnifik Ekdany,Elite Knight,Inabra,1631,810,Goshnar's Taint
840,Phemistrily Pall,Royal Paladin,Secura,1106,810,Goshnar's Taint
845,Dzwoni Daro,Elder Druid,Monza,2061,809,Goshnar's Taint
846,Mag Friczko,Master Sorcerer,Karmeya,1125,808,Goshnar's Taint
846,Naruciaczek,Royal Paladin,Celesta,1988,808,Goshnar's Taint
846,Wybuchowy druid,Elder Druid,Secura,1409,808,Goshnar's Taint
849,Migaruz,Royal Paladin,Celebra,1221,807,Goshnar's Taint
849,Octuous,Elder Druid,Lobera,1775,807,Goshnar's Taint
851,Agiotales,Elite Knight,Rasteibra,1702,806,Goshnar's Taint
851,Kilseno,Royal Paladin,Secura,1280,806,Goshnar's Taint
853,Chiitaozinho de Ouro,Druid,Inabra,793,805,Goshnar's Taint
853,Drkzin,Elite Knight,Kalibra,1725,805,Goshnar's Taint
853,Germano Sagaz,Royal Paladin,Rasteibra,1473,805,Goshnar's Taint
853,Na oko,Elder Druid,Descubra,1169,805,Goshnar's Taint
857,Kpop Kouth,Elder Druid,Thyria,1659,804,Goshnar's Taint
857,Ren Shadow,Elder Druid,Dia,1405,804,Goshnar's Taint
859,Kha labal,Elder Druid,Yonabra,1202,803,Goshnar's Taint
859,Vraulin,Master Sorcerer,Venebra,1887,803,Goshnar's Taint
861,Dunderbram,Royal Paladin,Secura,1419,802,Goshnar's Taint
862,Ram Dazs,Master Sorcerer,Monza,1305,801,Goshnar's Taint
862,Violet Lightfall,Master Sorcerer,Secura,1096,801,Goshnar's Taint
864,Murilon Hardtimes,Elder Druid,Collabra,2151,798,Goshnar's Taint
864,Queen Possible,Elder Druid,Kalibra,1114,798,Goshnar's Taint
866,Ekforsale,Elite Knight,Quelibra,1769,797,Goshnar's Taint
867,Andy Mustang,Royal Paladin,Belobra,1908,796,Goshnar's Taint
868,Don Roney,Elder Druid,Jadebra,1899,795,Goshnar's Taint
868,Krek Phin,Master Sorcerer,Secura,1103,795,Goshnar's Taint
870,Pupin Superstar,Royal Paladin,Ourobra,1799,793,Goshnar's Taint
871,Duke Dan,Master Sorcerer,Collabra,1235,792,Goshnar's Taint
871,Zitache,Elder Druid,Antica,1146,792,Goshnar's Taint
873,Remarkable Deco,Master Sorcerer,Inabra,1770,791,Goshnar's Taint
873,Skylara Cansado,Master Sorcerer,Etebra,1489,791,Goshnar's Taint
875,Gaucholoko,Royal Paladin,Quelibra,1470,789,Goshnar's Taint
875,Sweft,Elite Knight,Secura,1241,789,Goshnar's Taint
875,The Presja,Elder Druid,Bona,1409,789,Goshnar's Taint
878,Closedfriends Mauri Celia,Elder Druid,Jadebra,1508,788,Goshnar's Taint
878,Kazikk,Elder Druid,Peloria,1654,788,Goshnar's Taint
878,Low Burnzs,Master Sorcerer,Issobra,1634,788,Goshnar's Taint
878,Su kuma,Royal Paladin,Ourobra,1638,788,Goshnar's Taint
882,Kael do Wex,Master Sorcerer,Belobra,1567,786,Goshnar's Taint
882,Sir All Migth,Royal Paladin,Yovera,1838,786,Goshnar's Taint
884,Monraxd,Elder Druid,Nefera,1250,785,Goshnar's Taint
884,Toksyczny Mateuszek,Elite Knight,Monza,1382,785,Goshnar's Taint
884,Xikows,Royal Paladin,Gentebra,1149,785,Goshnar's Taint
887,Lemaozerah Amou Demais,Elite Knight,Ferobra,1350,784,Goshnar's Taint
887,Leo Cyrus,Elder Druid,Talera,1693,784,Goshnar's Taint
887,Tekkoo Boladaoo,Elite Knight,Quelibra,1554,784,Goshnar's Taint
887,Tiio John,Elder Druid,Honbra,1543,784,Goshnar's Taint
891,Hansi,Master Sorcerer,Inabra,1019,783,Goshnar's Taint
891,Highwin Egoista,Royal Paladin,Collabra,1882,783,Goshnar's Taint
891,Ja Paa,Master Sorcerer,Belobra,1291,783,Goshnar's Taint
894,Mendingol Abrasax,Master Sorcerer,Collabra,1457,782,Goshnar's Taint
895,Soies,Royal Paladin,Quintera,1166,781,Goshnar's Taint
895,Szimix,Elder Druid,Celesta,2601,781,Goshnar's Taint
897,Haawksz,Master Sorcerer,Descubra,1212,780,Goshnar's Taint
897,Kahenkilon Siika,Elite Knight,Secura,1153,780,Goshnar's Taint
897,Nikare Amaya,Royal Paladin,Karmeya,1680,780,Goshnar's Taint
900,Kaprexz,Royal Paladin,Menera,1435,779,Goshnar's Taint
900,Que Ja,Elder Druid,Serdebra,1316,779,Goshnar's Taint
902,Amenantrandor in,Elder Druid,Menera,1553,777,Goshnar's Taint
902,Ma thyyas,Elite Knight,Tornabra,1262,777,Goshnar's Taint
904,Rodrigaumd,Elder Druid,Inabra,2079,776,Goshnar's Taint
904,Socratiez,Elite Knight,Belobra,1637,776,Goshnar's Taint
904,Sorin Emperor,Elder Druid,Ourobra,2193,776,Goshnar's Taint
904,Urrk,Elite Knight,Kalibra,1440,776,Goshnar's Taint
908,Dan Senju,Royal Paladin,Collabra,2049,775,Goshnar's Taint
909,Eduh Loving,Elder Druid,Gentebra,1345,773,Goshnar's Taint
910,Forleta,Master Sorcerer,Belobra,1316,771,Goshnar's Taint
911,Cesargxz,Elite Knight,Talera,1905,769,Goshnar's Taint
912,Halka Helor,Elite Knight,Yonabra,1574,768,Goshnar's Taint
912,Trapalhon,Master Sorcerer,Descubra,1171,768,Goshnar's Taint
914,Surkkaam,Elder Druid,Bona,2023,767,Goshnar's Taint
915,Apppichstein,Master Sorcerer,Yonabra,1298,766,Goshnar's Taint
915,Bitutao,Royal Paladin,Celebra,1609,766,Goshnar's Taint
915,Syrius Zuth,Elder Druid,Wintera,1002,766,Goshnar's Taint
918,Sore Surer,Master Sorcerer,Pacera,1438,764,Goshnar's Taint
919,Arianthell,Elder Druid,Monza,1119,763,Goshnar's Taint
919,Brunouzera,Royal Paladin,Inabra,1426,763,Goshnar's Taint
919,Hvit serk,Master Sorcerer,Calmera,1400,763,Goshnar's Taint
922,Fiftyone Degrees Nord,Elite Knight,Premia,1188,762,Goshnar's Taint
922,Uchiha Chris,Elder Druid,Monza,1787,762,Goshnar's Taint
924,Dunno Novo Homem,Elder Druid,Quelibra,1578,761,Goshnar's Taint
924,Hevok Roys,Elder Druid,Belobra,1113,761,Goshnar's Taint
924,Pusty Brzuszek,Elite Knight,Nevia,1097,761,Goshnar's Taint
927,Alsa Himm,Elder Druid,Harmonia,1650,760,Goshnar's Taint
927,Evilnesz,Royal Paladin,Venebra,2015,760,Goshnar's Taint
927,Ygma,Royal Paladin,Serdebra,1307,760,Goshnar's Taint
930,Crazy Of Roshamuul,Elite Knight,Terribra,1785,759,Goshnar's Taint
931,Dee Liife Snake,Elite Knight,Inabra,1706,758,Goshnar's Taint
931,Dudu Stonecutter,Elite Knight,Ombra,1999,758,Goshnar's Taint
931,Icarusek,Elite Knight,Kalibra,1280,758,Goshnar's Taint
931,Zdzi Siek,Master Sorcerer,Peloria,1662,758,Goshnar's Taint
935,Tejow Corporation,Elite Knight,Issobra,2582,757,Goshnar's Taint
936,Rowdz,Elite Knight,Quelibra,1799,755,Goshnar's Taint
937,Brotinho Supremo,Elite Knight,Ustebra,1709,754,Goshnar's Taint
937,Domenichellii,Master Sorcerer,Kalibra,1788,754,Goshnar's Taint
937,Firemane Avenger,Master Sorcerer,Ferobra,1401,754,Goshnar's Taint
937,Moreninhoo,Elder Druid,Yonabra,1807,754,Goshnar's Taint
937,Szympkovsky,Elite Knight,Antica,1087,754,Goshnar's Taint
942,Coxa Metanol,Elite Knight,Rasteibra,1791,753,Goshnar's Taint
942,Glexael,Royal Paladin,Lobera,1610,753,Goshnar's Taint
942,Gragao Relaxado,Elite Knight,Honbra,1187,753,Goshnar's Taint
945,Overknightao,Elite Knight,Issobra,1166,752,Goshnar's Taint
945,Se rrao,Elder Druid,Ourobra,1638,752,Goshnar's Taint
947,Tonim Durim,Royal Paladin,Jadebra,1345,751,Goshnar's Taint
948,Raadulfr,Royal Paladin,Secura,1788,748,Goshnar's Taint
949,Groku Fallout,Royal Paladin,Ourobra,1877,747,Goshnar's Taint
950,Alberto Warrior,Elite Knight,Yonabra,1728,746,Goshnar's Taint
950,Painus,Elder Druid,Terribra,728,746,Goshnar's Taint
950,Skoolls,Elite Knight,Jadebra,1828,746,Goshnar's Taint
950,Xon Vanetta,Elder Druid,Premia,1995,746,Goshnar's Taint
954,Duzoco Bombtwo,Master Sorcerer,Jadebra,1032,745,Goshnar's Taint
954,Porkii,Elite Knight,Bona,1343,745,Goshnar's Taint
954,Relaxado Do Corre,Royal Paladin,Rasteibra,1878,745,Goshnar's Taint
957,Zmuts,Master Sorcerer,Monza,1914,744,Goshnar's Taint
958,Taknelson,Elder Druid,Collabra,1754,743,Goshnar's Taint
959,Bitutzs,Royal Paladin,Belobra,1805,742,Goshnar's Taint
959,Just Rampo,Royal Paladin,Antica,1133,742,Goshnar's Taint
959,Sokon Eltanke,Master Sorcerer,Ustebra,1306,742,Goshnar's Taint
962,Closedfriends Fernandoo,Master Sorcerer,Jadebra,1588,741,Goshnar's Taint
963,Hozele Kilidaximo,Elder Druid,Secura,1977,739,Goshnar's Taint
963,Rita Dreams,Royal Paladin,Menera,1264,739,Goshnar's Taint
963,Toxic Es Fiado,Elder Druid,Havera,2204,739,Goshnar's Taint
966,Suuper Bacon,Elder Druid,Gentebra,1485,738,Goshnar's Taint
967,Bo cian,Elite Knight,Harmonia,1283,736,Goshnar's Taint
967,Chicho Senpai,Elite Knight,Talera,1070,736,Goshnar's Taint
967,Gui Fallout,Elite Knight,Ourobra,1760,736,Goshnar's Taint
967,Mazzeriin,Royal Paladin,Karmeya,2417,736,Goshnar's Taint
967,Pupin Chegou,Elder Druid,Tornabra,759,736,Goshnar's Taint
967,Sage of Ice,Elder Druid,Belobra,1017,736,Goshnar's Taint
973,Var Draig,Royal Paladin,Monza,1413,735,Goshnar's Taint
974,Caua na biao,Master Sorcerer,Dia,1732,734,Goshnar's Taint
974,Fael Godlike,Elder Druid,Ourobra,1207,734,Goshnar's Taint
974,Kiiski,Master Sorcerer,Secura,964,734,Goshnar's Taint
974,Lady Himiko,Royal Paladin,Karmeya,952,734,Goshnar's Taint
974,Leoxy Ousado,Elder Druid,Terribra,1563,734,Goshnar's Taint
979,Nocny Kruk,Royal Paladin,Secura,1110,733,Goshnar's Taint
979,Pandaflix,Royal Paladin,Kalibra,1798,733,Goshnar's Taint
981,Aluxion,Royal Paladin,Quelibra,1346,732,Goshnar's Taint
981,Genezyzz,Elder Druid,Gentebra,1261,732,Goshnar's Taint
981,Jefy Bombalove,Elite Knight,Serdebra,1402,732,Goshnar's Taint
984,Erickaao,Elder Druid,Tornabra,1804,730,Goshnar's Taint
984,Lhapinha,Elder Druid,Venebra,1371,730,Goshnar's Taint
984,Otefo,Elder Druid,Ustebra,1267,730,Goshnar's Taint
984,Pituzika,Elder Druid,Kalibra,1742,730,Goshnar's Taint
984,Prince Delta,Master Sorcerer,Yonabra,1016,730,Goshnar's Taint
984,Rusty Neutrin,Elite Knight,Descubra,1687,730,Goshnar's Taint
984,Ya su,Elite Knight,Ferobra,1353,730,Goshnar's Taint
991,Faus to,Elite Knight,Quelibra,1515,728,Goshnar's Taint
991,Legenden Kurre,Master Sorcerer,Monza,1431,728,Goshnar's Taint
991,Menets,Elite Knight,Celebra,1651,728,Goshnar's Taint
991,Moj Kochany Ludzik,Elder Druid,Antica,1142,728,Goshnar's Taint
995,Gharen Toxico,Royal Paladin,Jadebra,1983,724,Goshnar's Taint
995,Thay El Patron,Elite Knight,Solidera,1722,724,Goshnar's Taint
997,King Roshi,Elder Druid,Celesta,1652,723,Goshnar's Taint
998,Lucky Butcherr,Elite Knight,Wintera,1461,722,Goshnar's Taint
998,Sir Wendoza,Master Sorcerer,Rasteibra,1944,722,Goshnar's Taint
1000,Ricardoh,Elite Knight,Inabra,988,721,Goshnar's Taint
