,name,vocation,level,world,experience,world_type,ingestion_time,ingestion_date,source_system,batch_id
51163,Mehs,monk,234,terribra,208739102,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51164,Meistre Paladin,royal paladin,395,terribra,1018278683,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51165,Melet,exalted monk,364,terribra,794105237,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51166,Mellet,royal paladin,1134,terribra,24212080088,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51167,Melvo Everdeen,royal paladin,281,terribra,365878584,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51168,Memorious Warlord,paladin,332,terribra,603355049,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51169,Meni Rookgaard,none,11,terribra,17539,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51170,Menzovisk,elder druid,356,terribra,739483079,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51171,Mephra Furiwing,knight,299,terribra,436686006,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51172,Merllhin,druid,454,terribra,1544095369,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51173,Mert Artwia,monk,12,terribra,17804,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51174,Mesfi Rookgard,none,12,terribra,22925,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51175,Mestre das esfihas,master sorcerer,290,terribra,400169489,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51176,Meu Bic Sumiu,royal paladin,660,terribra,4750191241,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51177,Meuquirido,elite knight,453,terribra,1529609514,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51178,Mico Abashia,druid,314,terribra,506509978,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51179,Mico Arett,druid,360,terribra,770742779,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51180,Miguel Patrao Monk,exalted monk,56,terribra,2730394,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51181,Miguell Patrao,elite knight,1006,terribra,16910989395,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51182,Miguell Patrao Monk,exalted monk,537,terribra,2554501802,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51183,Miiliin Monk,monk,43,terribra,1195087,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51184,Mikaaza Warlord Ruzad,master sorcerer,317,terribra,521050658,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51185,Mikaaziin,exalted monk,374,terribra,863388678,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51186,Mikijone,elite knight,372,terribra,847190301,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51187,Milanii,elite knight,727,terribra,6355405106,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51188,Milanizin,elite knight,1677,terribra,78371707818,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51189,Milczacy Szczupak,elite knight,329,terribra,587541123,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51190,Miller Highlifez,elite knight,865,terribra,10725704996,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51191,Mimikyo,knight,445,terribra,1449169010,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51192,Mimimisaur,none,9,terribra,6412,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51193,Mindingo Travadasso,royal paladin,640,terribra,4328756220,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51194,Minna Stanionet,none,10,terribra,10366,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51195,Minosaur,none,141,terribra,45020862,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51196,Mirai Monk,monk,13,terribra,28648,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51197,Misa Nirra,none,22,terribra,146381,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51198,Mistiki,elder druid,1032,terribra,18258524784,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51199,Mito de Rooker,none,9,terribra,7151,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51200,Mix Healing,druid,389,terribra,966818888,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51201,Mix Muff reset,master sorcerer,574,terribra,3124131338,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51202,Miyak,elite knight,301,terribra,449261717,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51203,Mo ngi,exalted monk,335,terribra,618532550,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51204,Moazinho Challenger,elite knight,383,terribra,927466473,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51205,Moazinho Darkside,royal paladin,321,terribra,544121792,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51206,Mobdic No Fear,monk,11,terribra,14812,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51207,Mocadex,master sorcerer,399,terribra,1044864483,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51208,Mok ito,monk,13,terribra,26906,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51209,Mokeyd Pierotti,monk,15,terribra,46578,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51210,Mokomaxszxd,elite knight,303,terribra,458840498,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51211,Mong Kung,monk,11,terribra,17005,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51212,Monge Carecaa,monk,8,terribra,5055,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51213,Monge Harmonia,monk,10,terribra,9745,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51214,Monge Modohard,monk,10,terribra,9325,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51215,Monge Neutro yelas,monk,223,terribra,181550897,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51216,Monge The Minas,exalted monk,22,terribra,149843,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51217,Monge do grau,monk,9,terribra,8891,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51218,Monja Ana,exalted monk,20,terribra,101640,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51219,Monje Lans,exalted monk,34,terribra,552805,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51220,Monk Agoniado,exalted monk,45,terribra,1393869,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51221,Monk Ash,monk,14,terribra,31750,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51222,Monk Cabulosoo,monk,10,terribra,9565,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51223,Monk Chronos,monk,11,terribra,13172,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51224,Monk De Parede,exalted monk,170,terribra,79063034,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51225,Monk Di Churro,exalted monk,58,terribra,3058444,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51226,Monk Evolution,exalted monk,26,terribra,234076,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51227,Monk Eys,exalted monk,22,terribra,147549,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51228,Monk Havoc,monk,16,terribra,52613,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51229,Monk On Fero,monk,8,terribra,5136,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51230,Monk Orc,monk,15,terribra,44874,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51231,Monk Palozo,monk,17,terribra,66204,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51232,Monk Pancadaum,monk,12,terribra,19964,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51233,Monk Punho Flamejante,monk,70,terribra,5444156,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51234,Monk Punhosdeaco,monk,8,terribra,5384,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51235,Monk Sem Mao,monk,8,terribra,5881,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51236,Monk Tenzin,monk,8,terribra,5679,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51237,Monk Top Fist,monk,8,terribra,5335,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51238,Monk fraquisisisimo,monk,9,terribra,7605,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51239,Monk of Souls,monk,15,terribra,40631,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51240,Monk on Obscubra,monk,15,terribra,40449,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51241,Monk pedreiro,exalted monk,29,terribra,333159,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51242,Monkacko,monk,8,terribra,5837,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51243,Monkeka Roots,exalted monk,402,terribra,1074476835,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51244,Monkelangelo,monk,22,terribra,154544,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51245,Monkey Diiih Luffy,elder druid,772,terribra,7629664000,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51246,Monkezerah,monk,17,terribra,62186,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51247,Monkiavelli,exalted monk,23,terribra,167886,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51248,Monkie the Killer,monk,16,terribra,54553,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51249,Monkirata,exalted monk,521,terribra,2337046220,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51250,Monkizeiraa,monk,44,terribra,1277711,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51251,Monknigtmare,monk,8,terribra,5744,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51252,Monkorno,exalted monk,638,terribra,4296197995,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51253,Monksale,monk,10,terribra,9972,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51254,Monksell,monk,10,terribra,10574,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51255,Monkuno,exalted monk,100,terribra,15833455,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51256,Monkxiz,exalted monk,24,terribra,182523,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51257,Monkzovisk,exalted monk,115,terribra,24300741,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51258,Monkzzera,exalted monk,571,terribra,3074857642,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51259,Monkzzetti,monk,16,terribra,50598,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51260,Monnkey Jurista,monk,10,terribra,9943,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51261,Monqi,monk,9,terribra,6686,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51262,Monstrinho da Lua,royal paladin,317,terribra,524302751,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51263,Montanha Charlover,sorcerer,298,terribra,435987693,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51264,Monzyn,royal paladin,278,terribra,352696138,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51265,Moon Kii,monk,12,terribra,20920,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51266,Moonlight Aeon,elder druid,329,terribra,586670423,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51267,Mor teiro,royal paladin,1002,terribra,16673020989,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51268,Moralez,none,45,terribra,1366169,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51269,Moranguin Malandro,royal paladin,290,terribra,399523237,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51270,Mordenkaynen,master sorcerer,317,terribra,525491644,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51271,Moreno da Night,druid,447,terribra,1476654460,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51272,Morgadin,master sorcerer,708,terribra,5881646449,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51273,Morgaku,monk,10,terribra,12061,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51274,Mortall Machine,druid,442,terribra,1423711968,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51275,Mortis Black,monk,9,terribra,7722,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51276,Motyram Exalted Monk,monk,20,terribra,99548,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51277,Motyram Rook,none,13,terribra,28432,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51278,Mou Mackenzie,elder druid,357,terribra,747714979,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51279,Mtxzola,monk,8,terribra,5415,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51280,Mulinntv Trem Balao,druid,722,terribra,6221406659,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51281,Muniz Assombra,royal paladin,313,terribra,501559652,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51282,Muquiito,elite knight,1137,terribra,24373163641,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51283,Murozond the Diamond,none,13,terribra,27047,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51284,Murrinho Murrinho,monk,9,terribra,6899,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51285,My Braboo,knight,310,terribra,487792608,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51286,Mychisaki,none,8,terribra,6097,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51287,Myro Moon,monk,10,terribra,11062,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51288,Mysth,master sorcerer,528,terribra,2433126752,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51289,Mzinha,knight,429,terribra,1299704145,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51290,Naatural Mistyc,royal paladin,309,terribra,483318345,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51291,Nahu Eforte,elite knight,619,terribra,3916795584,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51292,Nakoli Brahi,none,9,terribra,8812,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51293,Nami One,sorcerer,293,terribra,414694511,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51294,Namond Tiros,monk,8,terribra,6028,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51295,Nandinha Lye,sorcerer,341,terribra,651050395,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51296,Nando Coxxo,elite knight,347,terribra,688435505,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51297,Nanre Marcon,paladin,399,terribra,1044125604,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51298,Naomata Euporfavor,paladin,367,terribra,815435016,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51299,Napheox Paralyzer,elder druid,386,terribra,949301567,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51300,Narguile Olld,druid,357,terribra,751182549,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51301,Naryaht Oriedarrop,elite knight,337,terribra,631679594,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51302,Nathure,master sorcerer,309,terribra,484205604,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
51303,Ne ves,elder druid,482,terribra,1852514786,Retro Hardcore PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
