,name,vocation,world,skill_level,category,ingestion_time,ingestion_date,source_system,batch_id
9062,Lorn au Arkhos,elite knight,secura,137,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9063,Loublade,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9064,Lovens,elite knight,secura,126,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9065,Luana Zilverheat,master sorcerer,secura,127,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9066,Luconn,elite knight,secura,129,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9067,Maatka,master sorcerer,secura,131,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9068,Macz Ek,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9069,Mage Of Olymp,master sorcerer,secura,131,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9070,Manareth,elite knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9071,Maniasty,exalted monk,secura,109,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9072,Mannow,master sorcerer,secura,133,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9073,Manu the warrior,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9074,Marcin Najmen,exalted monk,secura,113,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9075,Matzinio,elite knight,secura,125,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9076,Maurokitto,elite knight,secura,132,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9077,Maurolkit,elite knight,secura,142,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9078,Maxigashi,elite knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9079,Maziajka,royal paladin,secura,135,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9080,Mazzlow,elite knight,secura,132,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9081,Melmag,master sorcerer,secura,143,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9082,Miggelito,elite knight,secura,128,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9083,Mihawk Delacour,master sorcerer,secura,127,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9084,Miichcio,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9085,Mikotzu,elite knight,secura,125,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9086,Mikusqu,elite knight,secura,133,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9087,Minozs,knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9088,Mnichau,exalted monk,secura,119,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9089,Mockmoon,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9090,Monk Zuckerberg,exalted monk,secura,111,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9091,Monktrosity,exalted monk,secura,111,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9092,Monsters Hunter,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9093,Moonlight Razor,elite knight,secura,133,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9094,Moose Tape,elite knight,secura,143,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9095,Mua Lan,exalted monk,secura,132,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9096,Munrok,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9097,My Blessing,elite knight,secura,125,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9098,Mystic Videl,elite knight,secura,142,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9099,Nando Dii Stormshield,elite knight,secura,130,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9100,Napewno Nie Mlody,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9101,Narqus Ek,elite knight,secura,123,Shielding,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9102,Nershil,elite knight,secura,137,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9103,Nervoon,elite knight,secura,132,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9104,Nettik,elite knight,secura,134,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9105,Niewidzialny Dla Kapusi,elite knight,secura,131,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9106,Noobnoob The Destroyer,elite knight,secura,125,Shielding,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9107,Obellux,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9108,Obnoxiouss,elite knight,secura,137,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9109,Old Noe,royal paladin,secura,145,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9110,Old Shuriken,royal paladin,secura,135,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9111,Ooff,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9112,Orion Unknown,royal paladin,secura,137,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9113,Orphen,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9114,Orvi,elite knight,secura,134,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9115,Ouwe,elite knight,secura,131,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9116,Owlinage,elite knight,secura,125,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9117,Ozi Kolanko,exalted monk,secura,115,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9118,Pabelowski,elite knight,secura,129,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9119,Paciu Jaskiniowiec,elite knight,secura,130,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9120,Paeon,exalted monk,secura,114,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9121,Pal Capone,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9122,Panivvan,exalted monk,secura,118,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9123,Pappie,elite knight,secura,130,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9124,Parrudo Gladiador,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9125,Pawel of Demon,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9126,Peloponeso,elite knight,secura,131,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9127,Penko Biznez Enthusiast,elite knight,secura,143,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9128,Phait,royal paladin,secura,138,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9129,Piotur,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9130,Pomer,elite knight,secura,134,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9131,Proletariusz,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9132,Przystojny Borsuk,royal paladin,secura,137,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9133,Puffer Pass,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9134,Pumbusiek,elite knight,secura,127,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9135,Quaygon,master sorcerer,secura,141,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9136,Raadulfr,royal paladin,secura,135,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9137,Radpo,exalted monk,secura,115,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9138,Ragon Lian,master sorcerer,secura,142,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9139,Razii,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9140,Rejjkzu,exalted monk,secura,111,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9141,Rekor,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9142,Rhox Faithmender,exalted monk,secura,113,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9143,Ritor,exalted monk,secura,110,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9144,Rogyber,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9145,Rosi,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9146,Royale Scorpio,royal paladin,secura,137,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9147,Runveil,master sorcerer,secura,130,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9148,Sabotash,master sorcerer,secura,130,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9149,Sage Kuzu,elite knight,secura,134,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9150,Sean Mytoman,elite knight,secura,131,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9151,Sekuryjczyk,royal paladin,secura,135,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9152,Semiramida,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9153,Senjique,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9154,Serbux,elite knight,secura,129,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9155,Shaddek,elite knight,secura,133,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9156,Shahrzad,elite knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9157,Shogiie,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9158,Shoosky,master sorcerer,secura,130,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9159,Shox Zera,master sorcerer,secura,129,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9160,Silentius Virtus,exalted monk,secura,114,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9161,Siness,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9162,Sir Grom,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9163,Sir Peycobe,exalted monk,secura,110,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9164,Sir Urquell,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9165,Sir Ypsilon,master sorcerer,secura,128,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9166,Skryptekk,elite knight,secura,130,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9167,Sky Yujiro,elite knight,secura,134,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9168,Slov,exalted monk,secura,113,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9169,Smifoss,royal paladin,secura,136,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9170,Sociento,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9171,Splitu,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9172,Stalker of the Shadows,elite knight,secura,131,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9173,Stora Lova,elite knight,secura,131,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9174,Striceek,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9175,Surskallen,elite knight,secura,132,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9176,Sweaty Kamish,elite knight,secura,130,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9177,Szleper,exalted monk,secura,114,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9178,Tahirah,elite knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9179,Tays,elite knight,secura,128,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9180,Telial,elite knight,secura,129,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9181,Tengil,master sorcerer,secura,133,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9182,Tharsonius,elite knight,secura,130,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9183,Tharsonius von Bethana,elite knight,secura,126,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9184,Thorngrim,elite knight,secura,129,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9185,Thorsis,elite knight,secura,133,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9186,Tingu,exalted monk,secura,114,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9187,Titi Iris,master sorcerer,secura,131,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9188,Titmoris,elite knight,secura,137,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9189,Tolldito,elite knight,secura,127,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9190,Toxic Cucumber,master sorcerer,secura,132,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9191,Toxic Noise,elite knight,secura,132,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9192,Troubled Assassin,elite knight,secura,131,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9193,Truskaweek,exalted monk,secura,118,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9194,Tuphon,elite knight,secura,131,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9195,Us,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9196,Utsuro,master sorcerer,secura,132,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9197,Valiiant krzychu,royal paladin,secura,138,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9198,Ve Mo,exalted monk,secura,119,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9199,Veen om,elite knight,secura,130,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9200,Venetu,elite knight,secura,129,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9201,Venusia,elite knight,secura,124,Shielding,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9202,Viggo Slayer,elite knight,secura,145,Axe Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9203,Vigilantes,royal paladin,secura,136,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9204,Vixeron,paladin,secura,135,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9205,Vo Dee,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9206,Voghurt,knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9207,Voo Doo Kina,elite knight,secura,123,Shielding,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9208,Vortex of Blood,elite knight,secura,133,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9209,Waldy Vargen,exalted monk,secura,110,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9210,Werewolf Shorti,elite knight,secura,132,Sword Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9211,Whom,royal paladin,secura,123,Shielding,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9212,Wi lly Monka,exalted monk,secura,115,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9213,Wielmozny Cyceron,exalted monk,secura,111,Fist Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9214,Winetou,royal paladin,secura,134,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9215,Wladosek,elite knight,secura,131,Club Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9216,Woundz,master sorcerer,secura,130,Magic Level,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
9217,Wsciekly Grzesiek,royal paladin,secura,136,Distance Fighting,2026-01-12 23:40:38.539845,2026-01-12,highscore_tibia_page,47795c18-bbdf-4c6d-a617-e19030cb8a5f
