Rank,Name,Title,Vocation,World,Level,Points,Category
594,Archangel Bonetto,Savant of Tibia,Elite Knight,Gentebra,1049,"6,779",Loyalty Points
595,Jintani,Savant of Tibia,Royal Paladin,Luminera,1586,"6,777",Loyalty Points
595,Xajaki,Savant of Tibia,Elite Knight,Peloria,230,"6,777",Loyalty Points
597,Arechion,Savant of Tibia,Elite Knight,Calmera,353,"6,775",Loyalty Points
597,Worns,Savant of Tibia,Royal Paladin,Refugia,692,"6,775",Loyalty Points
599,Shion Haki,Savant of Tibia,Elder Druid,Lobera,100,"6,774",Loyalty Points
600,Duxganx,Savant of Tibia,Master Sorcerer,Antica,810,"6,773",Loyalty Points
601,Eurus Valek,Savant of Tibia,Elder Druid,Monza,583,"6,768",Loyalty Points
601,Kdsshap,Savant of Tibia,Elite Knight,Yonabra,1733,"6,768",Loyalty Points
603,Furious Honey,Savant of Tibia,Exalted Monk,Inabra,137,"6,765",Loyalty Points
603,Imruss,Savant of Tibia,Royal Paladin,Dia,952,"6,765",Loyalty Points
605,Naxunadoth Beoneyaxin,Savant of Tibia,Elder Druid,Havera,121,"6,764",Loyalty Points
606,Aruana Healer,Savant of Tibia,Elder Druid,Jadebra,166,"6,763",Loyalty Points
607,Veyllor,Savant of Tibia,Royal Paladin,Gentebra,2877,"6,762",Loyalty Points
608,Dara Jakune,Savant of Tibia,Elite Knight,Celebra,358,"6,759",Loyalty Points
609,Gustl,Savant of Tibia,Elite Knight,Monza,106,"6,758",Loyalty Points
610,Onuva,Savant of Tibia,Elite Knight,Secura,330,"6,755",Loyalty Points
611,Kodilu zorus,Savant of Tibia,Royal Paladin,Gladera,457,"6,752",Loyalty Points
612,Jesmart Emperator,Savant of Tibia,Elite Knight,Quidera,258,"6,750",Loyalty Points
612,Lorri,Savant of Tibia,Elder Druid,Harmonia,150,"6,750",Loyalty Points
614,Typha,Savant of Tibia,Elite Knight,Astera,655,"6,742",Loyalty Points
615,Rogyber,Savant of Tibia,Elite Knight,Secura,798,"6,741",Loyalty Points
616,Beheader,Savant of Tibia,Elite Knight,Luminera,544,"6,740",Loyalty Points
616,Raya Monk,Savant of Tibia,Exalted Monk,Lobera,108,"6,740",Loyalty Points
618,Dark'Tininha,Savant of Tibia,Master Sorcerer,Quelibra,906,"6,738",Loyalty Points
619,Meatuanib Andhir,Savant of Tibia,Paladin,Kalibra,3,"6,737",Loyalty Points
620,Ladnar,Savant of Tibia,Elite Knight,Menera,280,"6,736",Loyalty Points
621,Jhon Smih,Savant of Tibia,Royal Paladin,Gladera,33,"6,733",Loyalty Points
622,Mad Dais,Savant of Tibia,Royal Paladin,Xyla,785,"6,731",Loyalty Points
623,Evil Forceman,Savant of Tibia,Master Sorcerer,Antica,469,"6,730",Loyalty Points
623,Juan Rood,Savant of Tibia,Elite Knight,Refugia,737,"6,730",Loyalty Points
623,Silent Skywaker,Savant of Tibia,Elite Knight,Vunira,915,"6,730",Loyalty Points
626,Awesome Adi,Savant of Tibia,Elite Knight,Vunira,589,"6,729",Loyalty Points
626,Vivielle,Savant of Tibia,Royal Paladin,Thyria,668,"6,729",Loyalty Points
628,Azrev,Savant of Tibia,Elite Knight,Refugia,80,"6,728",Loyalty Points
629,Lord'Chancellor,Savant of Tibia,Master Sorcerer,Calmera,392,"6,727",Loyalty Points
629,Squallmonguer,Savant of Tibia,Elite Knight,Calmera,488,"6,727",Loyalty Points
631,Solarity,Savant of Tibia,Master Sorcerer,Refugia,824,"6,723",Loyalty Points
632,Lord Marshals,Savant of Tibia,Royal Paladin,Peloria,1639,"6,720",Loyalty Points
633,Mollee Mae,Savant of Tibia,Master Sorcerer,Quidera,798,"6,718",Loyalty Points
634,Jimm bomba,Savant of Tibia,Royal Paladin,Peloria,337,"6,716",Loyalty Points
635,Arch Heavyarm,Savant of Tibia,Royal Paladin,Antica,328,"6,713",Loyalty Points
636,Sir Dzidek,Savant of Tibia,Royal Paladin,Calmera,643,"6,710",Loyalty Points
637,Retepus,Savant of Tibia,Royal Paladin,Thyria,429,"6,709",Loyalty Points
638,Girl Selly,Savant of Tibia,Elder Druid,Belobra,2132,"6,708",Loyalty Points
638,Luy Vicky,Savant of Tibia,Master Sorcerer,Nefera,592,"6,708",Loyalty Points
640,Elite-Krys,Savant of Tibia,Elite Knight,Celesta,731,"6,706",Loyalty Points
640,Lindy Knight,Savant of Tibia,Elite Knight,Quintera,810,"6,706",Loyalty Points
640,Lord Married,Savant of Tibia,Master Sorcerer,Calmera,229,"6,706",Loyalty Points
640,Skratos,Savant of Tibia,Elite Knight,Talera,599,"6,706",Loyalty Points
644,Almighty Nova,Savant of Tibia,Royal Paladin,Wintera,2197,"6,705",Loyalty Points
644,Thor Odyn,Savant of Tibia,Elite Knight,Belobra,815,"6,705",Loyalty Points
646,Jorbertziz The Archer,Savant of Tibia,Paladin,Luminera,737,"6,704",Loyalty Points
646,Reeal Toxic,Savant of Tibia,Royal Paladin,Gladera,1554,"6,704",Loyalty Points
648,Andrea,Savant of Tibia,Elder Druid,Celesta,621,"6,702",Loyalty Points
648,Braqoida,Savant of Tibia,Master Sorcerer,Secura,743,"6,702",Loyalty Points
650,Kanon Chas,Savant of Tibia,Elite Knight,Celesta,97,"6,701",Loyalty Points
651,Coly,Savant of Tibia,Elder Druid,Lobera,595,"6,696",Loyalty Points
652,Santirulo,Savant of Tibia,Paladin,Antica,21,"6,694",Loyalty Points
653,Nautiko,Savant of Tibia,Elite Knight,Menera,712,"6,693",Loyalty Points
653,Saraswat,Savant of Tibia,Master Sorcerer,Inabra,542,"6,693",Loyalty Points
653,Sky Dante,Savant of Tibia,Elite Knight,Gentebra,105,"6,693",Loyalty Points
653,Visorku,Savant of Tibia,Elite Knight,Lobera,345,"6,693",Loyalty Points
657,Ablivion,Savant of Tibia,Master Sorcerer,Vunira,327,"6,692",Loyalty Points
657,Bodil Olsson,Savant of Tibia,Elder Druid,Antica,63,"6,692",Loyalty Points
657,Mandatory Namehcange,Savant of Tibia,Master Sorcerer,Monstera,1214,"6,692",Loyalty Points
660,Lord Kendo,Savant of Tibia,Royal Paladin,Antica,1108,"6,689",Loyalty Points
660,Magiczny Thor,Savant of Tibia,Elite Knight,Luminera,838,"6,689",Loyalty Points
660,Masat,Savant of Tibia,Elder Druid,Secura,489,"6,689",Loyalty Points
660,Taja Frola,Savant of Tibia,Paladin,Epoca,8,"6,689",Loyalty Points
660,Trus Brie,Savant of Tibia,Paladin,Tempestera,30,"6,689",Loyalty Points
665,Kirot Xan,Savant of Tibia,Royal Paladin,Refugia,332,"6,687",Loyalty Points
666,Datojr,Savant of Tibia,Elite Knight,Luminera,131,"6,686",Loyalty Points
666,Iceez,Savant of Tibia,Elder Druid,Issobra,1477,"6,686",Loyalty Points
666,Krueger,Savant of Tibia,Elite Knight,Kalibra,1453,"6,686",Loyalty Points
669,Sweet Like Honey,Savant of Tibia,Royal Paladin,Venebra,49,"6,683",Loyalty Points
670,Venus,Savant of Tibia,Royal Paladin,Vunira,1136,"6,682",Loyalty Points
671,Devious hermit,Savant of Tibia,Royal Paladin,Refugia,324,"6,681",Loyalty Points
671,Zekanabraba,Savant of Tibia,Elite Knight,Solidera,302,"6,681",Loyalty Points
673,Lord Nyo,Savant of Tibia,Elite Knight,Belobra,861,"6,680",Loyalty Points
674,Rafah Nedal,Savant of Tibia,Royal Paladin,Bona,27,"6,677",Loyalty Points
675,Kenko Yuuki,Savant of Tibia,Elder Druid,Jadebra,646,"6,672",Loyalty Points
676,Killuaek,Savant of Tibia,Elite Knight,Belobra,1696,"6,670",Loyalty Points
677,Melu Sine,Savant of Tibia,Elite Knight,Astera,257,"6,669",Loyalty Points
678,Kanguroo,Savant of Tibia,Elder Druid,Lobera,205,"6,668",Loyalty Points
679,Danny Devito,Savant of Tibia,Royal Paladin,Kalanta,55,"6,666",Loyalty Points
680,Ross Uizard,Savant of Tibia,Master Sorcerer,Nevia,29,"6,664",Loyalty Points
681,Kiwi Menz,Savant of Tibia,Elite Knight,Oceanis,754,"6,663",Loyalty Points
682,Utobra Druiidao,Savant of Tibia,Elder Druid,Ourobra,1087,"6,661",Loyalty Points
683,Halej,Savant of Tibia,Elite Knight,Antica,600,"6,660",Loyalty Points
684,Marianiita Alone,Savant of Tibia,Royal Paladin,Quidera,94,"6,658",Loyalty Points
685,Dee Winged,Savant of Tibia,Master Sorcerer,Calmera,51,"6,657",Loyalty Points
686,Hubi Nhows,Savant of Tibia,Master Sorcerer,Quelibra,1026,"6,656",Loyalty Points
686,Soldado Dante,Savant of Tibia,Royal Paladin,Gentebra,1377,"6,656",Loyalty Points
688,Xennon,Savant of Tibia,Royal Paladin,Antica,334,"6,655",Loyalty Points
689,Linnaya,Savant of Tibia,Elite Knight,Refugia,398,"6,654",Loyalty Points
689,Zoran Sidu,Savant of Tibia,Elite Knight,Pacera,512,"6,654",Loyalty Points
691,Darker Morgot,Savant of Tibia,Elite Knight,Secura,876,"6,653",Loyalty Points
691,Gian Shan,Savant of Tibia,Elite Knight,Astera,533,"6,653",Loyalty Points
691,Rutig shortskille,Savant of Tibia,Master Sorcerer,Wintera,713,"6,653",Loyalty Points
691,Van Teles,Savant of Tibia,Elite Knight,Luminera,619,"6,653",Loyalty Points
695,Hikari Fei,Savant of Tibia,Elite Knight,Nevia,100,"6,652",Loyalty Points
696,Aliane,Savant of Tibia,Master Sorcerer,Yovera,658,"6,650",Loyalty Points
697,Alushi,Savant of Tibia,Elder Druid,Gladera,494,"6,649",Loyalty Points
697,Aria Ulth,Savant of Tibia,Elite Knight,Menera,1109,"6,649",Loyalty Points
697,Lorin Ybegarus,Savant of Tibia,None,Solidera,2,"6,649",Loyalty Points
700,Silents-Druid,Savant of Tibia,Elder Druid,Calmera,318,"6,648",Loyalty Points
701,Ruby Stone,Savant of Tibia,Elder Druid,Antica,682,"6,647",Loyalty Points
702,Ayanna,Savant of Tibia,Royal Paladin,Menera,802,"6,643",Loyalty Points
703,Tzuthx,Savant of Tibia,Elite Knight,Quintera,1488,"6,641",Loyalty Points
704,Faerwynn,Savant of Tibia,Master Sorcerer,Antica,102,"6,639",Loyalty Points
705,Aimend,Savant of Tibia,Elite Knight,Secura,475,"6,636",Loyalty Points
706,Miizinha,Savant of Tibia,Elite Knight,Belobra,963,"6,634",Loyalty Points
707,Maximus Punch,Savant of Tibia,Exalted Monk,Astera,695,"6,632",Loyalty Points
707,Tharsonius,Savant of Tibia,Elite Knight,Secura,418,"6,632",Loyalty Points
709,Magico Mago,Savant of Tibia,Master Sorcerer,Nefera,1386,"6,631",Loyalty Points
710,Cellus,Savant of Tibia,Elite Knight,Menera,982,"6,630",Loyalty Points
710,Shiiva Nox,Savant of Tibia,Master Sorcerer,Gentebra,1235,"6,630",Loyalty Points
712,Bahzur,Savant of Tibia,Royal Paladin,Yovera,466,"6,629",Loyalty Points
712,Magnifik Emperatordany,Savant of Tibia,Master Sorcerer,Inabra,1762,"6,629",Loyalty Points
712,Mattuc,Savant of Tibia,Royal Paladin,Antica,593,"6,629",Loyalty Points
715,The Presja,Savant of Tibia,Elder Druid,Bona,1409,"6,628",Loyalty Points
716,Goldaor Anzin,Savant of Tibia,Master Sorcerer,Luminera,403,"6,627",Loyalty Points
716,Josh sorcer,Savant of Tibia,Master Sorcerer,Antica,324,"6,627",Loyalty Points
718,Evil Jangar,Savant of Tibia,Royal Paladin,Refugia,663,"6,626",Loyalty Points
718,Zecrocz Knight,Savant of Tibia,Elite Knight,Yonabra,2254,"6,626",Loyalty Points
720,Leo Nid'as,Savant of Tibia,Royal Paladin,Gentebra,973,"6,625",Loyalty Points
720,Lucia Nidderiea,Savant of Tibia,Elder Druid,Thyria,1187,"6,625",Loyalty Points
720,Terereko,Savant of Tibia,Elite Knight,Gentebra,382,"6,625",Loyalty Points
723,Loga Esse primeiro,Savant of Tibia,Monk,Ourobra,2,"6,624",Loyalty Points
723,Stelli,Savant of Tibia,Elder Druid,Nefera,206,"6,624",Loyalty Points
723,Walofi,Savant of Tibia,Elite Knight,Calmera,420,"6,624",Loyalty Points
726,Dru'idka,Savant of Tibia,Elder Druid,Menera,174,"6,623",Loyalty Points
726,Precious Enemy,Savant of Tibia,Sorcerer,Astera,271,"6,623",Loyalty Points
728,Gojje,Savant of Tibia,Elite Knight,Gladera,861,"6,622",Loyalty Points
728,Gooli,Savant of Tibia,Master Sorcerer,Calmera,657,"6,622",Loyalty Points
730,Texaxo,Savant of Tibia,Elite Knight,Vunira,270,"6,620",Loyalty Points
731,Atebox,Savant of Tibia,Elite Knight,Blumera,754,"6,619",Loyalty Points
732,Lechoss,Savant of Tibia,Master Sorcerer,Refugia,584,"6,618",Loyalty Points
733,Kato Phoenix,Savant of Tibia,Master Sorcerer,Nefera,41,"6,616",Loyalty Points
733,Laudiene,Savant of Tibia,Master Sorcerer,Talera,729,"6,616",Loyalty Points
735,Lady Swiatla,Savant of Tibia,Royal Paladin,Harmonia,359,"6,615",Loyalty Points
736,Wulfter,Savant of Tibia,Knight,Vunira,8,"6,614",Loyalty Points
737,Lishaa,Savant of Tibia,Elder Druid,Antica,415,"6,611",Loyalty Points
738,Anjjo mal,Savant of Tibia,Elite Knight,Gentebra,811,"6,610",Loyalty Points
739,Tedri,Savant of Tibia,Elder Druid,Wintera,1219,"6,609",Loyalty Points
740,Ailvan Rohar,Savant of Tibia,Knight,Harmonia,8,"6,604",Loyalty Points
740,Elamenjoun Sireki,Savant of Tibia,None,Secura,2,"6,604",Loyalty Points
740,Protoplanet,Savant of Tibia,Master Sorcerer,Talera,1098,"6,604",Loyalty Points
740,Vassanti,Savant of Tibia,Royal Paladin,Premia,1072,"6,604",Loyalty Points
740,Wierna,Savant of Tibia,Royal Paladin,Celesta,409,"6,604",Loyalty Points
745,Espeto Knight,Savant of Tibia,Elite Knight,Celebra,1137,"6,603",Loyalty Points
746,Waldran Guitarra,Savant of Tibia,Master Sorcerer,Celebra,313,"6,602",Loyalty Points
747,Angel Pro Damage,Savant of Tibia,Elder Druid,Yonabra,2022,"6,601",Loyalty Points
748,Zerlust,Savant of Tibia,Paladin,Zuna,27,"6,600",Loyalty Points
749,Wojtas Ede,Savant of Tibia,Elder Druid,Secura,1523,"6,599",Loyalty Points
750,Sir Loustel,Savant of Tibia,Elder Druid,Lobera,70,"6,598",Loyalty Points
751,Annar Elindor,Savant of Tibia,Elder Druid,Secura,195,"6,597",Loyalty Points
752,Arixy,Savant of Tibia,Master Sorcerer,Gladera,792,"6,596",Loyalty Points
752,Mercator Xyla,Savant of Tibia,Paladin,Xyla,8,"6,596",Loyalty Points
752,Weeix,Savant of Tibia,Master Sorcerer,Vunira,991,"6,596",Loyalty Points
755,Dash Bizek,Savant of Tibia,Elder Druid,Bona,825,"6,595",Loyalty Points
756,Dunmon Stark,Savant of Tibia,Elite Knight,Wintera,1101,"6,594",Loyalty Points
756,Madroox,Savant of Tibia,Elite Knight,Oceanis,818,"6,594",Loyalty Points
758,Bombur Thumper,Savant of Tibia,Elite Knight,Menera,203,"6,593",Loyalty Points
759,Isaboe,Savant of Tibia,Master Sorcerer,Kalibra,111,"6,592",Loyalty Points
760,Ki Naitao Olim,Savant of Tibia,Elite Knight,Belobra,2491,"6,591",Loyalty Points
761,Tatrius,Savant of Tibia,Master Sorcerer,Thyria,59,"6,588",Loyalty Points
762,Miss-sixty,Savant of Tibia,Royal Paladin,Refugia,401,"6,587",Loyalty Points
763,Cahuamonk,Savant of Tibia,Exalted Monk,Talera,48,"6,585",Loyalty Points
763,Tolo,Savant of Tibia,Royal Paladin,Antica,691,"6,585",Loyalty Points
765,Sabinz,Savant of Tibia,Monk,Collabra,10,"6,584",Loyalty Points
766,Dark Lord Emperor,Savant of Tibia,Elite Knight,Vunira,106,"6,583",Loyalty Points
766,Pawell Soul,Savant of Tibia,Elite Knight,Inabra,1068,"6,583",Loyalty Points
766,Savry,Savant of Tibia,Elite Knight,Menera,524,"6,583",Loyalty Points
769,Bar Budo,Savant of Tibia,Elite Knight,Ustebra,1256,"6,582",Loyalty Points
770,Dragom Ball,Savant of Tibia,Master Sorcerer,Talera,1788,"6,580",Loyalty Points
770,Verzkov Flei,Savant of Tibia,Exalted Monk,Zunera,994,"6,580",Loyalty Points
772,Rubired,Savant of Tibia,Elite Knight,Nefera,710,"6,579",Loyalty Points
773,Jee Bunny Shop,Savant of Tibia,Royal Paladin,Thyria,1565,"6,577",Loyalty Points
774,Zynebre,Savant of Tibia,Elite Knight,Celebra,1387,"6,574",Loyalty Points
775,Siri Derdie,Savant of Tibia,Master Sorcerer,Antica,1093,"6,571",Loyalty Points
776,Shainy Reborn,Savant of Tibia,Elder Druid,Ourobra,72,"6,570",Loyalty Points
776,Vith Lercel,Savant of Tibia,Elder Druid,Astera,816,"6,570",Loyalty Points
778,Anticaa Oo,Savant of Tibia,Knight,Antica,8,"6,569",Loyalty Points
778,Garik Lionhart,Savant of Tibia,Master Sorcerer,Menera,345,"6,569",Loyalty Points
780,Joseh Implacavel,Savant of Tibia,Royal Paladin,Kalibra,2486,"6,567",Loyalty Points
780,King Gazer,Savant of Tibia,Elder Druid,Hostera,75,"6,567",Loyalty Points
782,Bruno Batman,Savant of Tibia,Elite Knight,Lobera,785,"6,566",Loyalty Points
782,Rezil,Savant of Tibia,Royal Paladin,Menera,396,"6,566",Loyalty Points
782,Tejow Corporation,Savant of Tibia,Elite Knight,Issobra,2582,"6,566",Loyalty Points
785,Sven The Berserker,Savant of Tibia,Elite Knight,Quintera,318,"6,565",Loyalty Points
786,Gretell,Savant of Tibia,Elder Druid,Harmonia,145,"6,564",Loyalty Points
787,Ghael,Savant of Tibia,Elite Knight,Calmera,853,"6,563",Loyalty Points
788,Taaabwyn,Savant of Tibia,Paladin,Secura,8,"6,562",Loyalty Points
789,Danz Zyn,Savant of Tibia,Knight,Jadebra,18,"6,561",Loyalty Points
789,Tajemniczy Rycerz,Savant of Tibia,Paladin,Monza,24,"6,561",Loyalty Points
791,Dragon Samurai,Savant of Tibia,Master Sorcerer,Gentebra,583,"6,560",Loyalty Points
792,Knight Rhos,Savant of Tibia,Elite Knight,Secura,732,"6,558",Loyalty Points
793,Bettzz Hell,Savant of Tibia,Elder Druid,Astera,468,"6,557",Loyalty Points
793,Lady Odra,Savant of Tibia,Paladin,Wintera,19,"6,557",Loyalty Points
793,Pess Joeru,Savant of Tibia,Elder Druid,Talera,923,"6,557",Loyalty Points
796,Fidelie,Savant of Tibia,Elite Knight,Harmonia,597,"6,556",Loyalty Points
796,Izzy The Beast,Savant of Tibia,Elder Druid,Celebra,2641,"6,556",Loyalty Points
796,Lua de cristtal,Savant of Tibia,Elite Knight,Gentebra,496,"6,556",Loyalty Points
799,Saogrox,Savant of Tibia,Royal Paladin,Vunira,453,"6,555",Loyalty Points
800,Antha Azrithell,Savant of Tibia,None,Calmera,2,"6,554",Loyalty Points
801,Por quizito,Savant of Tibia,Elite Knight,Kalibra,691,"6,552",Loyalty Points
802,Princess Ann,Savant of Tibia,Elder Druid,Calmera,763,"6,551",Loyalty Points
803,Daonza,Savant of Tibia,Druid,Menera,227,"6,549",Loyalty Points
803,Franvil,Savant of Tibia,Knight,Nefera,839,"6,549",Loyalty Points
805,Lancelot el Caballero,Savant of Tibia,Elite Knight,Astera,1008,"6,548",Loyalty Points
806,Chrys Angel,Savant of Tibia,Elder Druid,Lobera,629,"6,547",Loyalty Points
806,Dardar Zamoldimor,Savant of Tibia,Royal Paladin,Celesta,985,"6,547",Loyalty Points
806,She who defies,Savant of Tibia,Master Sorcerer,Yovera,660,"6,547",Loyalty Points
809,Renderzin,Savant of Tibia,Elite Knight,Serdebra,451,"6,546",Loyalty Points
810,Monina,Savant of Tibia,Elder Druid,Gladera,673,"6,543",Loyalty Points
811,Korr Nulk'Chaos,Savant of Tibia,Royal Paladin,Antica,303,"6,542",Loyalty Points
812,Gregory Sous,Savant of Tibia,Master Sorcerer,Refugia,349,"6,541",Loyalty Points
813,Fiona von Celes,Savant of Tibia,Royal Paladin,Pacera,147,"6,540",Loyalty Points
814,Eth,Savant of Tibia,Royal Paladin,Peloria,840,"6,539",Loyalty Points
814,Godryn,Savant of Tibia,Knight,Descubra,1206,"6,539",Loyalty Points
816,Najo Lesiln,Savant of Tibia,None,Bona,36,"6,537",Loyalty Points
817,Aidahoo,Savant of Tibia,Elite Knight,Refugia,873,"6,536",Loyalty Points
817,Lebran,Savant of Tibia,Royal Paladin,Astera,632,"6,536",Loyalty Points
817,Lehna,Savant of Tibia,Elite Knight,Harmonia,462,"6,536",Loyalty Points
817,Miss Sweetiexd,Savant of Tibia,Elder Druid,Wintera,723,"6,536",Loyalty Points
821,Boleight,Savant of Tibia,Royal Paladin,Descubra,2473,"6,535",Loyalty Points
821,Dubbed Danny,Savant of Tibia,Elite Knight,Pacera,638,"6,535",Loyalty Points
821,Wet Weasel,Savant of Tibia,Sorcerer,Calmera,634,"6,535",Loyalty Points
824,Kostas Healer,Savant of Tibia,Elder Druid,Secura,475,"6,534",Loyalty Points
825,Elfol Yodere,Savant of Tibia,Elder Druid,Nefera,262,"6,531",Loyalty Points
826,Zallar Sida,Savant of Tibia,Royal Paladin,Nefera,90,"6,530",Loyalty Points
827,Mad Serpentine,Savant of Tibia,Druid,Nefera,21,"6,529",Loyalty Points
827,Octuous,Savant of Tibia,Elder Druid,Lobera,1775,"6,529",Loyalty Points
829,Averlo,Savant of Tibia,Elder Druid,Bona,1265,"6,528",Loyalty Points
829,Johnyjhn,Savant of Tibia,Elder Druid,Antica,566,"6,528",Loyalty Points
829,Ziomist dragons,Savant of Tibia,Royal Paladin,Monza,937,"6,528",Loyalty Points
832,Daiymo Yoritomo,Savant of Tibia,Elite Knight,Lobera,431,"6,527",Loyalty Points
833,Yomo Delix,Savant of Tibia,Elite Knight,Wintera,1036,"6,525",Loyalty Points
834,Notalo Enex,Savant of Tibia,Master Sorcerer,Harmonia,515,"6,524",Loyalty Points
835,An Gie,Savant of Tibia,Master Sorcerer,Celebra,940,"6,521",Loyalty Points
835,Fajna Klata,Savant of Tibia,Royal Paladin,Karmeya,970,"6,521",Loyalty Points
835,Taifun Devilry,Savant of Tibia,Master Sorcerer,Peloria,615,"6,521",Loyalty Points
838,Boo Trulls,Savant of Tibia,Knight,Harmonia,365,"6,519",Loyalty Points
839,Lady Cardona,Savant of Tibia,Elite Knight,Gladera,441,"6,518",Loyalty Points
840,True Wrap,Savant of Tibia,Exalted Monk,Pacera,135,"6,515",Loyalty Points
841,Akilles Kalop,Savant of Tibia,Royal Paladin,Gentebra,745,"6,513",Loyalty Points
841,Saw Clown,Savant of Tibia,Master Sorcerer,Belobra,493,"6,513",Loyalty Points
841,Sigma Boyy,Savant of Tibia,Royal Paladin,Retalia,1065,"6,513",Loyalty Points
841,Tottz,Savant of Tibia,Elite Knight,Calmera,591,"6,513",Loyalty Points
845,Constantine Wick,Savant of Tibia,Exalted Monk,Xymera,27,"6,512",Loyalty Points
845,Daeivon,Savant of Tibia,Royal Paladin,Peloria,142,"6,512",Loyalty Points
847,Muhug,Savant of Tibia,Royal Paladin,Lobera,281,"6,511",Loyalty Points
848,Maverik The Sorcer,Savant of Tibia,Master Sorcerer,Monza,200,"6,510",Loyalty Points
848,Mighty Carlos,Savant of Tibia,Master Sorcerer,Talera,1283,"6,510",Loyalty Points
848,Serpantess,Savant of Tibia,Elite Knight,Refugia,991,"6,510",Loyalty Points
851,Delixu,Savant of Tibia,Elite Knight,Celebra,329,"6,504",Loyalty Points
851,Proudless,Savant of Tibia,Elite Knight,Secura,214,"6,504",Loyalty Points
853,Elmagnifiko caballerodany,Savant of Tibia,Elite Knight,Inabra,1711,"6,503",Loyalty Points
854,Helius Supremacy,Savant of Tibia,Royal Paladin,Kalibra,1346,"6,498",Loyalty Points
855,Lord Retoorno,Savant of Tibia,Elite Knight,Astera,562,"6,497",Loyalty Points
855,Magic Rafal,Savant of Tibia,Elder Druid,Bona,496,"6,497",Loyalty Points
855,Miloda,Savant of Tibia,Elder Druid,Celebra,209,"6,497",Loyalty Points
858,Alesba,Savant of Tibia,Elite Knight,Premia,1516,"6,496",Loyalty Points
858,Aureann,Savant of Tibia,Knight,Astera,354,"6,496",Loyalty Points
858,Pai do Enzo,Savant of Tibia,Druid,Quelibra,9,"6,496",Loyalty Points
861,Adeny Silaza,Savant of Tibia,Elite Knight,Bona,728,"6,495",Loyalty Points
862,Sorgi,Savant of Tibia,Elder Druid,Pacera,530,"6,494",Loyalty Points
863,Alkazator,Savant of Tibia,Royal Paladin,Astera,984,"6,491",Loyalty Points
864,Diego Dragon Furious,Savant of Tibia,Royal Paladin,Serdebra,1315,"6,490",Loyalty Points
864,Gijet,Savant of Tibia,Elite Knight,Kalibra,108,"6,490",Loyalty Points
864,Orangeona,Savant of Tibia,Elite Knight,Lobera,1362,"6,490",Loyalty Points
867,Ashaman Pain,Savant of Tibia,Elder Druid,Menera,226,"6,489",Loyalty Points
867,Exin Arcade,Savant of Tibia,Knight,Karmeya,8,"6,489",Loyalty Points
867,Zorcan The One,Savant of Tibia,Master Sorcerer,Zuna,564,"6,489",Loyalty Points
870,Moeter,Savant of Tibia,Elite Knight,Secura,1144,"6,488",Loyalty Points
870,Vicyous,Savant of Tibia,Elite Knight,Calmera,1624,"6,488",Loyalty Points
872,Na gash,Savant of Tibia,Royal Paladin,Monza,1867,"6,487",Loyalty Points
873,Pema Destroier,Savant of Tibia,Master Sorcerer,Astera,151,"6,481",Loyalty Points
874,Doougz,Savant of Tibia,Elite Knight,Yonabra,1673,"6,479",Loyalty Points
875,Halais Dark,Savant of Tibia,Elite Knight,Yovera,112,"6,478",Loyalty Points
875,Tiny Palsky,Savant of Tibia,Elder Druid,Monza,975,"6,478",Loyalty Points
877,Curyrad Shocknelas,Savant of Tibia,Royal Paladin,Tornabra,1707,"6,477",Loyalty Points
877,Sir Urquell,Savant of Tibia,Elite Knight,Secura,889,"6,477",Loyalty Points
879,Fates Buddie,Savant of Tibia,Royal Paladin,Pacera,447,"6,473",Loyalty Points
880,Chikita of the linda,Savant of Tibia,Elite Knight,Bona,874,"6,471",Loyalty Points
880,Psicodoida,Savant of Tibia,Master Sorcerer,Gladera,815,"6,471",Loyalty Points
882,Bodzio spoko,Savant of Tibia,Elite Knight,Monza,900,"6,470",Loyalty Points
883,Di Old Times,Savant of Tibia,Elite Knight,Descubra,413,"6,469",Loyalty Points
884,Naranew,Savant of Tibia,Elite Knight,Astera,415,"6,467",Loyalty Points
885,Lady Dione,Savant of Tibia,Elder Druid,Harmonia,806,"6,462",Loyalty Points
885,Viklund Shadowfist,Savant of Tibia,Exalted Monk,Antica,603,"6,462",Loyalty Points
887,Anya Kharara,Savant of Tibia,Elite Knight,Inabra,1347,"6,461",Loyalty Points
887,Herebor,Savant of Tibia,Elder Druid,Belobra,934,"6,461",Loyalty Points
887,Vladimir Valentine,Savant of Tibia,Royal Paladin,Luminera,384,"6,461",Loyalty Points
890,Archer Wawha,Savant of Tibia,Royal Paladin,Tempestera,717,"6,460",Loyalty Points
890,Mentally Muted,Savant of Tibia,Master Sorcerer,Monstera,835,"6,460",Loyalty Points
890,Sprint Vegas,Savant of Tibia,Elder Druid,Peloria,882,"6,460",Loyalty Points
893,James Bigglesworth,Savant of Tibia,Elite Knight,Secura,158,"6,459",Loyalty Points
893,Rhysypie,Savant of Tibia,Elite Knight,Gladera,403,"6,459",Loyalty Points
895,Danmed San,Savant of Tibia,Royal Paladin,Secura,842,"6,458",Loyalty Points
895,Fleth Tyron,Savant of Tibia,Elite Knight,Peloria,629,"6,458",Loyalty Points
895,Janeer,Savant of Tibia,Elite Knight,Quintera,1553,"6,458",Loyalty Points
898,Datus Yatara,Savant of Tibia,Elite Knight,Havera,770,"6,457",Loyalty Points
