,name,world,category,vocation,skill_level,ingestion_time,start_date,end_date,is_current,hash_diff
3355,Senjique,secura,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3356,Serbux,secura,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
3357,Shaddek,secura,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
3358,Shahrzad,secura,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3359,Shogiie,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3360,Shoosky,secura,Magic Level,master sorcerer,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e6de042abf7bbb764240ed682c07a4acdddaa3c2a60b0abde29a7ba015cdf62b
3361,Shox Zera,secura,Magic Level,master sorcerer,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0d2f095a0a520e7831a8059b83e13a1d25763aacf8672d475c3364b34776f410
3362,Silentius Virtus,secura,Fist Fighting,exalted monk,114,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,77166745bfe0766d97c61f45ec24dfb03aec2fa7f4f994c481a1b77ac79a76d7
3363,Siness,secura,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3364,Sir Grom,secura,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3365,Sir Peycobe,secura,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
3366,Sir Urquell,secura,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3367,Sir Ypsilon,secura,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
3368,Skryptekk,secura,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3369,Sky Yujiro,secura,Club Fighting,elite knight,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,932121e6b52346100146798e74712960adf14be0b168922e5515d6da76fa5e05
3370,Slov,secura,Fist Fighting,exalted monk,113,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a0c738d40ddee04997559d718c46cdfa9bb7d60874e947cccc24f4cbf6bc6054
3371,Smifoss,secura,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
3372,Sociento,secura,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3373,Splitu,secura,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3374,Stalker of the Shadows,secura,Club Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3375,Stora Lova,secura,Axe Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3376,Striceek,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3377,Surskallen,secura,Axe Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3378,Sweaty Kamish,secura,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3379,Szleper,secura,Fist Fighting,exalted monk,114,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,77166745bfe0766d97c61f45ec24dfb03aec2fa7f4f994c481a1b77ac79a76d7
3380,Tahirah,secura,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3381,Tays,secura,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3382,Telial,secura,Club Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
3383,Tengil,secura,Magic Level,master sorcerer,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d4691607c6a557566ada7c70a6cabc97ef90d47e77df6c197f81bd90a2e18fdf
3384,Tharsonius,secura,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3385,Tharsonius von Bethana,secura,Club Fighting,elite knight,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c1d6f420c66be5b693eec9cd6053a2a9a52212fe170594a78872f0767344c1eb
3386,Thorngrim,secura,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
3387,Thorsis,secura,Club Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
3388,Tingu,secura,Fist Fighting,exalted monk,114,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,77166745bfe0766d97c61f45ec24dfb03aec2fa7f4f994c481a1b77ac79a76d7
3389,Titi Iris,secura,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
3390,Titmoris,secura,Axe Fighting,elite knight,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,23dc1d2f617b3c891097b1371a30afecd7f077e0e5f1b090d189359683fafeda
3391,Tolldito,secura,Club Fighting,elite knight,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3070edd1b95e765e4eeea3d2ae615efa4d8686afdf6f7a8d7a9990c4c0511379
3392,Toxic Cucumber,secura,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
3393,Toxic Noise,secura,Axe Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3394,Troubled Assassin,secura,Club Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3395,Truskaweek,secura,Fist Fighting,exalted monk,118,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,2026-01-18 13:32:59.456830,False,12d6c0b2844e0f88b992f21039eb546d90c58c23df7f1dd38f424b2b56fa0d98
3396,Tuphon,secura,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3397,Us,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3398,Utsuro,secura,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
3399,Valiiant krzychu,secura,Distance Fighting,royal paladin,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,22a16935cec27328793c2e3f971ab62b549fb5a25728b13e196aed8e3cb9c193
3400,Ve Mo,secura,Fist Fighting,exalted monk,119,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,7aa82cfc166a46e77a3209e598920d5c0e81dd87bb3cc9a368f2d7cf97462cbb
3401,Veen om,secura,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3402,Venetu,secura,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
3403,Venusia,secura,Shielding,elite knight,124,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,acfabce5b80066b8107e02f96e759f89eb5aa290641b86ef5375583c96056a58
3404,Viggo Slayer,secura,Axe Fighting,elite knight,145,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,534d492ba7287f356153db2a7248f5f04bf6654339b5be19b35ffd9e42221353
3405,Vigilantes,secura,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
3406,Vixeron,secura,Distance Fighting,paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,b82df7d100592b94c290ff245334b159febbcf15c91158425394b2f3551706ce
3407,Vo Dee,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3408,Voghurt,secura,Sword Fighting,knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a9e7ff3c4dce7d3c67be9b30e07df360e597894405d2cac3319687abe9a560a8
3409,Voo Doo Kina,secura,Shielding,elite knight,123,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,f51d282b7329bb21e24ff806b05687bd88dfcbf8e6e320f5971c6edbbf467e9c
3410,Vortex of Blood,secura,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
3411,Waldy Vargen,secura,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
3412,Werewolf Shorti,secura,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3413,Whom,secura,Shielding,royal paladin,123,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
3414,Wi lly Monka,secura,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
3415,Wielmozny Cyceron,secura,Fist Fighting,exalted monk,111,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,279d23d9b75ddf65e9a04e76c823e87b9b235f6158b2d5effe42af197dcfddef
3416,Winetou,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3417,Wladosek,secura,Club Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3418,Woundz,secura,Magic Level,master sorcerer,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e6de042abf7bbb764240ed682c07a4acdddaa3c2a60b0abde29a7ba015cdf62b
3419,Wsciekly Grzesiek,secura,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
3420,Wujku,secura,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
3421,Wusko,secura,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
3422,Xarkost Eilia,secura,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3423,Xensy,secura,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
3424,Xivi Pall,secura,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3425,Xylerio,secura,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3426,Yrza,secura,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3427,Yunski,secura,Distance Fighting,royal paladin,141,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e9d0c4f885cb102942c6c634355af39b1cd259dcc1ed087607c6af07d42056d3
3428,Yuukicia,secura,Fist Fighting,exalted monk,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,925e8a5d587b30898372a64bfcd8afc1ef7848663a05893355be83c6e67f8aad
3429,Zarakson,secura,Distance Fighting,royal paladin,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,22a16935cec27328793c2e3f971ab62b549fb5a25728b13e196aed8e3cb9c193
3430,Zbyszko Wojownik,secura,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3431,Zith Lamia,secura,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3432,Zorro Tomas,secura,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3433,Zunarelli Di Pirituba,secura,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3434,Acabucuru,serdebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3435,Accodinowy Ozzi,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3436,Alaiz,serdebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3437,Aleardillitax,serdebra,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3438,Andre Aurok,serdebra,Axe Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3439,Arc Mago Marujo,serdebra,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
3440,Arcy Seba,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3441,Barattaa,serdebra,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3442,Baudao,serdebra,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
3443,Bjorn Leo,serdebra,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
3444,Bloocker,serdebra,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3445,Brabo Royal,serdebra,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
3446,Brawox,serdebra,Fist Fighting,exalted monk,116,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c912887f3420c1166b9e87b08d16c3140b8572bbc80441741e8ed9a473735385
3447,Bruneli Wayne,serdebra,Axe Fighting,elite knight,139,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a6812f55f6da541b99d77b69f2a884c5455a30af5e2eb9dd83b55a7f3023cf13
3448,Buzz Charlovinho,serdebra,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3449,Chezzao,serdebra,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
3450,Chikaka Tantan,serdebra,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
3451,Didulok,serdebra,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3452,Diego Dragon Furious,serdebra,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3453,Dieki Xan,serdebra,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
3454,Dragon On,serdebra,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3455,Dragonsxz,serdebra,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3456,Drunrox,serdebra,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3457,Edinho Rancaprofit,serdebra,Distance Fighting,royal paladin,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,5c969e6b4cca7a9470a0b3bfedb559712cdbfa6875b0dbf4efeb6c6711fae126
3458,Eknex,serdebra,Club Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
3459,Elemental Fist,serdebra,Fist Fighting,exalted monk,120,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,26ad079ad6d9113a87e0fe68290405b12dfcfe001aa558b1d9be36637d175402
3460,Elite Pire Piro,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3461,Everton Cavalheiro,serdebra,Axe Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
3462,Exevus Avassalador,serdebra,Fist Fighting,exalted monk,117,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2e67b5879a1410a73506bdbfd96c2474c33511051ece84a921ae3d5442a40257
3463,Fino fiinhu,serdebra,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3464,Fllamengo,serdebra,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
3465,Frozen Axe,serdebra,Axe Fighting,elite knight,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,23dc1d2f617b3c891097b1371a30afecd7f077e0e5f1b090d189359683fafeda
3466,Galozerahh,serdebra,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
3467,Giorgius,serdebra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
3468,Gomesx,serdebra,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3469,Guimba Bruto,serdebra,Magic Level,master sorcerer,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,f4d0c754fd105b1a99e6e43288333c5c4ed6629eee6b8362661599dd28830522
3470,Gutinhoz,serdebra,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,2026-01-18 13:32:59.456830,False,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
3471,Hintarus Rei Calvo,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3472,Horus dragon,serdebra,Sword Fighting,elite knight,138,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,eea4142539d582cda9c22c6beea248b29c7049bb8fe008dece24f6d05915c15d
3473,Jefy Bombalove,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3474,Kamus Myth,serdebra,Axe Fighting,elite knight,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,23dc1d2f617b3c891097b1371a30afecd7f077e0e5f1b090d189359683fafeda
3475,Key Es,serdebra,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
3476,Knight do Osso,serdebra,Club Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3477,Lil Veev,serdebra,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
3478,Lord Mutsley,serdebra,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
3479,Lord Thiaguks,serdebra,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
3480,Lucaasz In,serdebra,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
3481,Lucaaszin,serdebra,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
3482,Luna Mounstro,serdebra,Club Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
