,rank,name,world,vocation,level,experience,world_type,updated_at
16168,16169,Monk Zote,xybra,exalted monk,395,1012409225,Open PvP,2026-01-20 22:59:57.042544
16169,16170,Anderson Estrelinha,lutabra,druid,395,1013501748,Retro Open PvP,2026-01-20 22:59:57.042544
16170,16171,Kevinzika Qqmuda,lutabra,master sorcerer,395,1011822773,Retro Open PvP,2026-01-20 22:59:57.042544
16171,16172,Tiranodengue,lutabra,royal paladin,395,1012495850,Retro Open PvP,2026-01-20 22:59:57.042544
16172,16173,Waltts,lutabra,paladin,395,1013443546,Retro Open PvP,2026-01-20 22:59:57.042544
16173,16174,Norizovis,zuna,paladin,395,1016314825,Hardcore PvP,2026-01-20 22:59:57.042544
16174,16175,Sture Storquk,zuna,elite knight,395,1013403988,Hardcore PvP,2026-01-20 22:59:57.042544
16175,16176,Martin Springnota,retalia,master sorcerer,395,1013660764,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16176,16177,Xiquim Junior,retalia,elder druid,395,1015315763,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16177,16178,Decaya,epoca,sorcerer,395,1012915350,Retro Open PvP,2026-01-20 22:59:57.042544
16178,16179,Wuck Festie,epoca,master sorcerer,395,1018248139,Retro Open PvP,2026-01-20 22:59:57.042544
16179,16180,Xarizu,epoca,elder druid,395,1011939581,Retro Open PvP,2026-01-20 22:59:57.042544
16180,16181,Boldin Livelo,terribra,sorcerer,395,1012313409,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16181,16182,Toadally,terribra,master sorcerer,395,1019126718,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16182,16183,Mitsu Boo,ourobra,exalted monk,395,1018760998,Open PvP,2026-01-20 22:59:57.042544
16183,16184,Last Deus,yovera,exalted monk,394,1009542941,Optional PvP,2026-01-20 22:59:57.042544
16184,16185,Lobsang Rampa,ignitera,exalted monk,394,1010803573,Open PvP,2026-01-20 22:59:57.042544
16185,16186,Monnje uve,lobera,exalted monk,394,1004965888,Open PvP,2026-01-20 22:59:57.042544
16186,16187,Final Endeavor,tempestera,elder druid,394,1006669417,Retro Open PvP,2026-01-20 22:59:57.042544
16187,16188,Pedrao Exagerando,sombra,sorcerer,394,1004701129,Retro Open PvP,2026-01-20 22:59:57.042544
16188,16189,Straight Fist,pacera,monk,394,1007122641,Optional PvP,2026-01-20 22:59:57.042544
16189,16190,Goddess of Blood,zunera,knight,394,1009130558,Hardcore PvP,2026-01-20 22:59:57.042544
16190,16191,Sun Rhize,zunera,elder druid,394,1004625756,Hardcore PvP,2026-01-20 22:59:57.042544
16191,16192,Tico Boladao,zunera,knight,394,1004006355,Hardcore PvP,2026-01-20 22:59:57.042544
16192,16193,Yex,zunera,elite knight,394,1008311009,Hardcore PvP,2026-01-20 22:59:57.042544
16193,16194,Boopies,blumera,exalted monk,394,1009746555,Optional PvP,2026-01-20 22:59:57.042544
16194,16195,Amazing Death,firmera,royal paladin,394,1010401508,Retro Open PvP,2026-01-20 22:59:57.042544
16195,16196,Nekesita,firmera,monk,394,1004017700,Retro Open PvP,2026-01-20 22:59:57.042544
16196,16197,Yawk,firmera,master sorcerer,394,1009766204,Retro Open PvP,2026-01-20 22:59:57.042544
16197,16198,Wiziio Monk,secura,exalted monk,394,1008944478,Optional PvP,2026-01-20 22:59:57.042544
16198,16199,Doktor Moc,retalia,elder druid,394,1005865044,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16199,16200,Johnybravo,retalia,royal paladin,394,1009339773,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16200,16201,Iamforsaled,monstera,druid,394,1010952308,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16201,16202,Verrnoz,monstera,master sorcerer,394,1007403759,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16202,16203,Closedfriends Komuu,gladibra,druid,394,1005625052,Retro Open PvP,2026-01-20 22:59:57.042544
16203,16204,Itz Xed,gladibra,sorcerer,394,1008170486,Retro Open PvP,2026-01-20 22:59:57.042544
16204,16205,Lebre Lebre Lebre,gladibra,master sorcerer,394,1005823880,Retro Open PvP,2026-01-20 22:59:57.042544
16205,16206,Roo Druid,gladibra,elder druid,394,1008989469,Retro Open PvP,2026-01-20 22:59:57.042544
16206,16207,Xodoow Magic,gladibra,elder druid,394,1007665647,Retro Open PvP,2026-01-20 22:59:57.042544
16207,16208,Michasiek,celesta,exalted monk,394,1011093405,Optional PvP,2026-01-20 22:59:57.042544
16208,16209,Ironside Arrogante,jadebra,exalted monk,394,1003986546,Open PvP,2026-01-20 22:59:57.042544
16209,16210,Monk Labaxuria,jadebra,monk,394,1008535129,Open PvP,2026-01-20 22:59:57.042544
16210,16211,Eduardinz,eclipta,royal paladin,394,1010323470,Retro Open PvP,2026-01-20 22:59:57.042544
16211,16212,Makhabi,wintera,exalted monk,394,1009345540,Open PvP,2026-01-20 22:59:57.042544
16212,16213,Erick Boladao,lutabra,elder druid,394,1004620165,Retro Open PvP,2026-01-20 22:59:57.042544
16213,16214,Goretzkaaa,lutabra,elder druid,394,1009868660,Retro Open PvP,2026-01-20 22:59:57.042544
16214,16215,Apitac,zuna,royal paladin,394,1006145034,Hardcore PvP,2026-01-20 22:59:57.042544
16215,16216,Gonnee Kastar,zuna,royal paladin,394,1007401385,Hardcore PvP,2026-01-20 22:59:57.042544
16216,16217,Rande Dafavenar,zuna,elite knight,394,1008186828,Hardcore PvP,2026-01-20 22:59:57.042544
16217,16218,Shevczenko,zuna,master sorcerer,394,1006945801,Hardcore PvP,2026-01-20 22:59:57.042544
16218,16219,Neon Thalebus,retalia,royal paladin,394,1005838910,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16219,16220,Bald Tom,epoca,royal paladin,394,1005770482,Retro Open PvP,2026-01-20 22:59:57.042544
16220,16221,Bertoo,epoca,master sorcerer,394,1011192216,Retro Open PvP,2026-01-20 22:59:57.042544
16221,16222,Incredible Vash,epoca,master sorcerer,394,1005623717,Retro Open PvP,2026-01-20 22:59:57.042544
16222,16223,Ark Chy,terribra,royal paladin,394,1008896906,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16223,16224,Mandinha El Crime,terribra,elder druid,394,1009079104,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16224,16225,Nyh Warz,terribra,druid,394,1010655935,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16225,16226,City boi,tempestera,elder druid,393,1003464593,Retro Open PvP,2026-01-20 22:59:57.042544
16226,16227,Huachiretro,tempestera,royal paladin,393,998847172,Retro Open PvP,2026-01-20 22:59:57.042544
16227,16228,Duuke Long Neck,gentebra,monk,393,996675026,Optional PvP,2026-01-20 22:59:57.042544
16228,16229,Gemelo Cifer,firmera,paladin,393,996615058,Retro Open PvP,2026-01-20 22:59:57.042544
16229,16230,Silent Pally,retalia,royal paladin,393,1001714927,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16230,16231,Kirenkyaku,monstera,sorcerer,393,1002733815,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16231,16232,Arrow Sharpshooter,gladibra,royal paladin,393,996523622,Retro Open PvP,2026-01-20 22:59:57.042544
16232,16233,Boletinha,gladibra,sorcerer,393,998535162,Retro Open PvP,2026-01-20 22:59:57.042544
16233,16234,Elder Healsz,gladibra,elder druid,393,999583090,Retro Open PvP,2026-01-20 22:59:57.042544
16234,16235,Guardiao Relembra,gladibra,paladin,393,1001366037,Retro Open PvP,2026-01-20 22:59:57.042544
16235,16236,Lucas is Back,gladibra,sorcerer,393,996931295,Retro Open PvP,2026-01-20 22:59:57.042544
16236,16237,Salvattore Bengala,gladibra,royal paladin,393,996347335,Retro Open PvP,2026-01-20 22:59:57.042544
16237,16238,Aulius,eclipta,elder druid,393,1002456434,Retro Open PvP,2026-01-20 22:59:57.042544
16238,16239,Soco serioo,ourobra,exalted monk,393,997355408,Open PvP,2026-01-20 22:59:57.042544
16239,16240,Grand Falcon Sync,firmera,elder druid,393,1002946457,Retro Open PvP,2026-01-20 22:59:57.042544
16240,16241,Arthuzim,lutabra,royal paladin,393,996325797,Retro Open PvP,2026-01-20 22:59:57.042544
16241,16242,Golobian,lutabra,royal paladin,393,998846065,Retro Open PvP,2026-01-20 22:59:57.042544
16242,16243,Kefgar,lutabra,druid,393,1003257883,Retro Open PvP,2026-01-20 22:59:57.042544
16243,16244,Piingox The Wise,lutabra,master sorcerer,393,996679584,Retro Open PvP,2026-01-20 22:59:57.042544
16244,16245,Pukin,lutabra,master sorcerer,393,996820615,Retro Open PvP,2026-01-20 22:59:57.042544
16245,16246,Joocckkee,antica,exalted monk,393,997899475,Open PvP,2026-01-20 22:59:57.042544
16246,16247,Fiigo Druid,zuna,elder druid,393,1002333507,Hardcore PvP,2026-01-20 22:59:57.042544
16247,16248,Gatox Dambegori,retalia,paladin,393,1001887027,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16248,16249,Dictionnaire Infernale,epoca,paladin,393,998179758,Retro Open PvP,2026-01-20 22:59:57.042544
16249,16250,Elder Kyon,epoca,elder druid,393,997080210,Retro Open PvP,2026-01-20 22:59:57.042544
16250,16251,Stoic Gutek,epoca,royal paladin,393,998267590,Retro Open PvP,2026-01-20 22:59:57.042544
16251,16252,Vilexus,epoca,royal paladin,393,1001574965,Retro Open PvP,2026-01-20 22:59:57.042544
16252,16253,Aiming Shooter,terribra,paladin,393,998074346,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16253,16254,Broocks Deathline,terribra,elder druid,393,996426589,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16254,16255,Cronic Sobrevivente,terribra,elder druid,393,1002877719,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16255,16256,Ridese Argos,terribra,elite knight,393,996382052,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16256,16257,King Siking,tempestera,master sorcerer,392,994328273,Retro Open PvP,2026-01-20 22:59:57.042544
16257,16258,Mogunk,honbra,exalted monk,392,993218169,Open PvP,2026-01-20 22:59:57.042544
16258,16259,Rollandice,quidera,exalted monk,392,989817889,Open PvP,2026-01-20 22:59:57.042544
16259,16260,Duke Rises,zunera,master sorcerer,392,995109935,Hardcore PvP,2026-01-20 22:59:57.042544
16260,16261,Dahnlia,wintera,exalted monk,392,990482020,Open PvP,2026-01-20 22:59:57.042544
16261,16262,Bolablodi cheguei,penumbra,paladin,392,992898718,Retro Open PvP,2026-01-20 22:59:57.042544
16262,16263,Macho Omega,penumbra,elder druid,392,992658774,Retro Open PvP,2026-01-20 22:59:57.042544
16263,16264,Drekztel,firmera,elder druid,392,994504624,Retro Open PvP,2026-01-20 22:59:57.042544
16264,16265,Toxic Piinky,firmera,royal paladin,392,995872704,Retro Open PvP,2026-01-20 22:59:57.042544
16265,16266,Abreu Tonadisney,retalia,elder druid,392,991682920,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16266,16267,Healin,retalia,druid,392,992999331,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16267,16268,Lost Iosakrz,retalia,elder druid,392,995015830,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16268,16269,Manual Loka,retalia,sorcerer,392,995132526,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16269,16270,Navaya,retalia,master sorcerer,392,992147408,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16270,16271,Omygosh Alynz,retalia,master sorcerer,392,993766586,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16271,16272,Selu Bastiihard,retalia,elder druid,392,995393269,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16272,16273,Chunky Tofu Pie,monstera,master sorcerer,392,990440579,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16273,16274,Mandatoryy Vvaccciineeee,monstera,elder druid,392,995332029,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16274,16275,Nano Bornkiller,monstera,elder druid,392,991593755,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16275,16276,Ouwouwouww,monstera,master sorcerer,392,993621633,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16276,16277,Wrim,gladibra,sorcerer,392,994530794,Retro Open PvP,2026-01-20 22:59:57.042544
16277,16278,Sorv Higgaun Dieking,eclipta,master sorcerer,392,994480141,Retro Open PvP,2026-01-20 22:59:57.042544
16278,16279,Brunao Indestrutivel Boladao,lutabra,paladin,392,989291900,Retro Open PvP,2026-01-20 22:59:57.042544
16279,16280,Doug Monk,rasteibra,exalted monk,392,994424090,Open PvP,2026-01-20 22:59:57.042544
16280,16281,Kingdrach,rasteibra,exalted monk,392,990176298,Open PvP,2026-01-20 22:59:57.042544
16281,16282,Hellcife Dadinho,eclipta,elder druid,392,993108674,Retro Open PvP,2026-01-20 22:59:57.042544
16282,16283,Kriss from hell,eclipta,royal paladin,392,995650317,Retro Open PvP,2026-01-20 22:59:57.042544
16283,16284,Susanne Router,eclipta,royal paladin,392,994592808,Retro Open PvP,2026-01-20 22:59:57.042544
16284,16285,Lyu Darkness,lutabra,paladin,392,994050185,Retro Open PvP,2026-01-20 22:59:57.042544
16285,16286,Rogerex Brutal Desaforado,lutabra,paladin,392,990560442,Retro Open PvP,2026-01-20 22:59:57.042544
16286,16287,Fun Haver,vunira,exalted monk,392,989925020,Open PvP,2026-01-20 22:59:57.042544
16287,16288,Enstorning,zuna,royal paladin,392,989285396,Hardcore PvP,2026-01-20 22:59:57.042544
16288,16289,Isy,zuna,elder druid,392,993311043,Hardcore PvP,2026-01-20 22:59:57.042544
16289,16290,Fugde,retalia,elite knight,392,994128913,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16290,16291,Deiro Aposentado,sombra,master sorcerer,392,991408051,Retro Open PvP,2026-01-20 22:59:57.042544
16291,16292,Amazzona,epoca,royal paladin,392,995931181,Retro Open PvP,2026-01-20 22:59:57.042544
16292,16293,Pedrao Dutrembala,epoca,elder druid,392,991306645,Retro Open PvP,2026-01-20 22:59:57.042544
16293,16294,Silenzio Amore,epoca,elder druid,392,992943261,Retro Open PvP,2026-01-20 22:59:57.042544
16294,16295,Shady Mcknuckles,karmeya,exalted monk,392,990315017,Optional PvP,2026-01-20 22:59:57.042544
16295,16296,Allanxx,terribra,sorcerer,392,994536318,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16296,16297,Macabrento,terribra,sorcerer,392,989618381,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16297,16298,Madnazzk,terribra,elite knight,392,992888967,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16298,16299,Xynergy,lobera,exalted monk,391,983723362,Open PvP,2026-01-20 22:59:57.042544
16299,16300,Emperor Trocasoco,yubra,exalted monk,391,982219875,Optional PvP,2026-01-20 22:59:57.042544
16300,16301,Forastieri vivedifood,sombra,sorcerer,391,984799636,Retro Open PvP,2026-01-20 22:59:57.042544
16301,16302,Diw,tornabra,exalted monk,391,983884400,Open PvP,2026-01-20 22:59:57.042544
16302,16303,Benaiiz,zunera,elite knight,391,985974558,Hardcore PvP,2026-01-20 22:59:57.042544
16303,16304,Corporate Leadership,zunera,elite knight,391,982244049,Hardcore PvP,2026-01-20 22:59:57.042544
16304,16305,Xiulo,zunera,elite knight,391,983980695,Hardcore PvP,2026-01-20 22:59:57.042544
16305,16306,Minas Paladino,penumbra,royal paladin,391,981911642,Retro Open PvP,2026-01-20 22:59:57.042544
16306,16307,Amberlade,firmera,sorcerer,391,981694964,Retro Open PvP,2026-01-20 22:59:57.042544
16307,16308,Kina Zaum,firmera,sorcerer,391,981428216,Retro Open PvP,2026-01-20 22:59:57.042544
16308,16309,Raven Trevor,firmera,royal paladin,391,985367447,Retro Open PvP,2026-01-20 22:59:57.042544
16309,16310,Kiingg Maka Youdesire,retalia,master sorcerer,391,986326832,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16310,16311,Kinmortis,retalia,elder druid,391,986177757,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16311,16312,Lemon Insane,retalia,elite knight,391,983369714,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16312,16313,Mujji,retalia,master sorcerer,391,982628102,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16313,16314,Perro Policiia,retalia,royal paladin,391,984960317,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16314,16315,Pugox,retalia,druid,391,983742074,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16315,16316,Marite Moon,luminera,exalted monk,391,985109616,Optional PvP,2026-01-20 22:59:57.042544
16316,16317,Psycovzky,monstera,elder druid,391,984472216,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16317,16318,Takhanome,monstera,royal paladin,391,986798924,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16318,16319,Topper The Claw,monstera,elder druid,391,987549129,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16319,16320,Gaabszxd,gladibra,royal paladin,391,987102640,Retro Open PvP,2026-01-20 22:59:57.042544
16320,16321,Gutin Bigode Exuberante,gladibra,royal paladin,391,983197505,Retro Open PvP,2026-01-20 22:59:57.042544
16321,16322,Lucaszhow,gladibra,elder druid,391,981791525,Retro Open PvP,2026-01-20 22:59:57.042544
16322,16323,Murder Rpbomba Tres,gladibra,royal paladin,391,981265865,Retro Open PvP,2026-01-20 22:59:57.042544
16323,16324,Pitanga Dash,gladibra,elder druid,391,983521500,Retro Open PvP,2026-01-20 22:59:57.042544
16324,16325,Alemao Bba Druidex,eclipta,elder druid,391,983398675,Retro Open PvP,2026-01-20 22:59:57.042544
16325,16326,Iron Arms Shocknelas,eclipta,royal paladin,391,982146245,Retro Open PvP,2026-01-20 22:59:57.042544
16326,16327,Lulim Bomba Um,eclipta,royal paladin,391,981846419,Retro Open PvP,2026-01-20 22:59:57.042544
16327,16328,Noc Heals,tempestera,elder druid,391,983507179,Retro Open PvP,2026-01-20 22:59:57.042544
16328,16329,Monkdneo,cantabra,exalted monk,391,988062961,Open PvP,2026-01-20 22:59:57.042544
16329,16330,Jezol Stary Wyjadacz,eclipta,master sorcerer,391,981161857,Retro Open PvP,2026-01-20 22:59:57.042544
16330,16331,Foxitin Rawx,lutabra,master sorcerer,391,986009506,Retro Open PvP,2026-01-20 22:59:57.042544
16331,16332,Fury Pala Dino,lutabra,royal paladin,391,986546633,Retro Open PvP,2026-01-20 22:59:57.042544
16332,16333,Legendary Gibzdeka,lutabra,elder druid,391,981548185,Retro Open PvP,2026-01-20 22:59:57.042544
16333,16334,General Heaton,zuna,elite knight,391,981437721,Hardcore PvP,2026-01-20 22:59:57.042544
16334,16335,Wichuraab,zuna,elite knight,391,981531279,Hardcore PvP,2026-01-20 22:59:57.042544
16335,16336,Arraku Sittenben,epoca,royal paladin,391,981780083,Retro Open PvP,2026-01-20 22:59:57.042544
16336,16337,Notfix,epoca,royal paladin,391,981430686,Retro Open PvP,2026-01-20 22:59:57.042544
16337,16338,Bonecco Digdin,terribra,royal paladin,391,988035755,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16338,16339,Dark Ramonzynn,terribra,elite knight,391,987346521,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16339,16340,Nenemzin Il,terribra,royal paladin,391,982193270,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16340,16341,Druidinha do primo,tempestera,druid,390,978023937,Retro Open PvP,2026-01-20 22:59:57.042544
16341,16342,Ramad,tempestera,sorcerer,390,975858987,Retro Open PvP,2026-01-20 22:59:57.042544
16342,16343,Yash Lee,honbra,exalted monk,390,973951286,Open PvP,2026-01-20 22:59:57.042544
16343,16344,Luanzao Zerogolpe,sombra,master sorcerer,390,978407606,Retro Open PvP,2026-01-20 22:59:57.042544
16344,16345,Monk Hair,tornabra,exalted monk,390,974196608,Open PvP,2026-01-20 22:59:57.042544
16345,16346,Famous Dedd,zunera,sorcerer,390,976712558,Hardcore PvP,2026-01-20 22:59:57.042544
16346,16347,Lokenzinho,zunera,royal paladin,390,975142633,Hardcore PvP,2026-01-20 22:59:57.042544
16347,16348,Narso Silva Demoniaco,zunera,knight,390,975672381,Hardcore PvP,2026-01-20 22:59:57.042544
16348,16349,Marcus Dominic,blumera,exalted monk,390,979921699,Optional PvP,2026-01-20 22:59:57.042544
16349,16350,Amos Daragon,talera,exalted monk,390,976990341,Open PvP,2026-01-20 22:59:57.042544
16350,16351,Olor Pethra,penumbra,paladin,390,974195384,Retro Open PvP,2026-01-20 22:59:57.042544
16351,16352,Nosoulwarado,firmera,elder druid,390,980937792,Retro Open PvP,2026-01-20 22:59:57.042544
16352,16353,Ysengrimus,firmera,elder druid,390,980167038,Retro Open PvP,2026-01-20 22:59:57.042544
16353,16354,Black Tucano,retalia,knight,390,976865117,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16354,16355,Fab Insanity,retalia,elder druid,390,975225402,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16355,16356,Jonthe Strife,retalia,elder druid,390,977701219,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16356,16357,Mandatory Vacsinee,retalia,elder druid,390,974898221,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16357,16358,Newe Isast,retalia,druid,390,977733907,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16358,16359,Rush en Sio,monstera,elder druid,390,979992688,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16359,16360,Seth Axel,monstera,druid,390,980768928,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16360,16361,Maique Baguncinha,gladibra,paladin,390,978228967,Retro Open PvP,2026-01-20 22:59:57.042544
16361,16362,Vaz Hawks,gladibra,sorcerer,390,974531020,Retro Open PvP,2026-01-20 22:59:57.042544
16362,16363,Sidestepgod,eclipta,master sorcerer,390,980070574,Retro Open PvP,2026-01-20 22:59:57.042544
16363,16364,Ding Rizus,xyla,exalted monk,390,975618384,Open PvP,2026-01-20 22:59:57.042544
16364,16365,Daipaz Il,zuna,royal paladin,390,974064623,Hardcore PvP,2026-01-20 22:59:57.042544
16365,16366,Fupeg,firmera,royal paladin,390,976185593,Retro Open PvP,2026-01-20 22:59:57.042544
16366,16367,Migmun,nefera,exalted monk,390,978598904,Optional PvP,2026-01-20 22:59:57.042544
16367,16368,Jards Negativado,lutabra,elder druid,390,974279973,Retro Open PvP,2026-01-20 22:59:57.042544
16368,16369,Monk La ele,belobra,exalted monk,390,974643681,Optional PvP,2026-01-20 22:59:57.042544
16369,16370,General Bogi,zuna,master sorcerer,390,977928061,Hardcore PvP,2026-01-20 22:59:57.042544
16370,16371,Xansior,retalia,elite knight,390,975475558,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16371,16372,Monn Je,jadebra,exalted monk,390,973576767,Open PvP,2026-01-20 22:59:57.042544
16372,16373,Fantastic Teto,epoca,elder druid,390,979721779,Retro Open PvP,2026-01-20 22:59:57.042544
16373,16374,Lord Nori,epoca,master sorcerer,390,973842757,Retro Open PvP,2026-01-20 22:59:57.042544
16374,16375,Sani Mage,epoca,elder druid,390,973640034,Retro Open PvP,2026-01-20 22:59:57.042544
16375,16376,Biscoito Retrozeiro Hardzin,terribra,elder druid,390,979678807,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16376,16377,Kigree Tigree,terribra,royal paladin,390,973714174,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16377,16378,Lukao Diferentao,terribra,paladin,390,976200545,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16378,16379,Winiupiesciarz,xyla,exalted monk,390,974541722,Open PvP,2026-01-20 22:59:57.042544
16379,16380,Manco The Monk,ourobra,exalted monk,390,973824406,Open PvP,2026-01-20 22:59:57.042544
16380,16381,Emerandoo,tempestera,elder druid,389,969747862,Retro Open PvP,2026-01-20 22:59:57.042544
16381,16382,Kieleckieee,celesta,exalted monk,389,968824300,Optional PvP,2026-01-20 22:59:57.042544
16382,16383,Andrew the Dragon Slayer,zunera,knight,389,969810920,Hardcore PvP,2026-01-20 22:59:57.042544
16383,16384,Takimizu,zunera,paladin,389,968319401,Hardcore PvP,2026-01-20 22:59:57.042544
16384,16385,Timtom,zunera,paladin,389,971643036,Hardcore PvP,2026-01-20 22:59:57.042544
16385,16386,Viking Rampage,zunera,druid,389,966077577,Hardcore PvP,2026-01-20 22:59:57.042544
16386,16387,Revolutioon Bagda,firmera,elder druid,389,970734086,Retro Open PvP,2026-01-20 22:59:57.042544
16387,16388,Skulled Flame,firmera,paladin,389,967972969,Retro Open PvP,2026-01-20 22:59:57.042544
16388,16389,Twisted Bamcen,firmera,master sorcerer,389,966226889,Retro Open PvP,2026-01-20 22:59:57.042544
16389,16390,Usd Sio,firmera,elder druid,389,967248736,Retro Open PvP,2026-01-20 22:59:57.042544
16390,16391,Bassmarck Edowez,retalia,royal paladin,389,968714366,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16391,16392,Chuangxin,retalia,elite knight,389,971297438,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16392,16393,King Boxx,retalia,knight,389,967829823,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16393,16394,King Lary,retalia,elder druid,389,969064262,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16394,16395,Notascending Thaldus,retalia,master sorcerer,389,969527801,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16395,16396,Notoorious,retalia,master sorcerer,389,971210867,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16396,16397,Robziik,retalia,master sorcerer,389,969166619,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16397,16398,Ledihed Warrior,monstera,elite knight,389,972608741,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16398,16399,Mandatory Vaccine Playandance,monstera,master sorcerer,389,966182305,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16399,16400,Pzycovzky,monstera,master sorcerer,389,968726201,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16400,16401,Rengokuuu,monstera,master sorcerer,389,967135633,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16401,16402,Mizuhiro skunk sio,gladibra,elder druid,389,973271164,Retro Open PvP,2026-01-20 22:59:57.042544
16402,16403,Manhjox,gladibra,paladin,389,969460468,Retro Open PvP,2026-01-20 22:59:57.042544
16403,16404,Murder Rpbomba Quatro,gladibra,royal paladin,389,971837988,Retro Open PvP,2026-01-20 22:59:57.042544
16404,16405,The Mad Dog,gladibra,sorcerer,389,966309515,Retro Open PvP,2026-01-20 22:59:57.042544
16405,16406,The Monk Wick,collabra,exalted monk,389,968573421,Optional PvP,2026-01-20 22:59:57.042544
16406,16407,Buggy Lord,eclipta,royal paladin,389,967711739,Retro Open PvP,2026-01-20 22:59:57.042544
16407,16408,Super Monjesito,xymera,exalted monk,389,970803092,Open PvP,2026-01-20 22:59:57.042544
16408,16409,Wind Monk,ustebra,exalted monk,389,970026018,Optional PvP,2026-01-20 22:59:57.042544
16409,16410,Bamchito,quintera,exalted monk,389,966693945,Open PvP,2026-01-20 22:59:57.042544
16410,16411,Ogabooga,monstera,elder druid,389,968563396,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16411,16412,One Punch Killer,quintera,monk,389,966481380,Open PvP,2026-01-20 22:59:57.042544
16412,16413,Porelotro,epoca,elder druid,389,973425703,Retro Open PvP,2026-01-20 22:59:57.042544
16413,16414,Rowdy Holindor,aethera,exalted monk,389,971029515,Open PvP,2026-01-20 22:59:57.042544
16414,16415,Markkoss,terribra,master sorcerer,389,968083877,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16415,16416,Mix Healing,terribra,druid,389,966818888,Retro Hardcore PvP,2026-01-20 22:59:57.042544
16416,16417,Dusmker,tempestera,paladin,388,964233473,Retro Open PvP,2026-01-20 22:59:57.042544
16417,16418,Snowyz Arcanee,tempestera,royal paladin,388,960274678,Retro Open PvP,2026-01-20 22:59:57.042544
