Rank,Name,Vocation,World,Level,Points,category,vocation_id
740,Paul Hellscream,Elite Knight,Wintera,930,"18,245",Boss Points,0
742,Praksy,Royal Paladin,Nevia,423,"18,240",Boss Points,0
743,Divino Aro,Royal Paladin,Secura,1131,"18,235",Boss Points,0
744,Rablat,Elite Knight,Peloria,936,"18,230",Boss Points,0
745,Sanelo,Elder Druid,Quidera,869,"18,220",Boss Points,0
745,Yuuki no Ou,Elite Knight,Dia,786,"18,220",Boss Points,0
747,Kareka on quelibra,Royal Paladin,Quelibra,858,"18,215",Boss Points,0
748,Cradz,Royal Paladin,Karmeya,861,"18,190",Boss Points,0
749,Agent Korpulent,Master Sorcerer,Xyla,955,"18,185",Boss Points,0
749,Ficoq Limitado,Royal Paladin,Quintera,1259,"18,185",Boss Points,0
749,Shukendo,Royal Paladin,Secura,784,"18,185",Boss Points,0
752,Cruzader Of The Plains,Royal Paladin,Quintera,1219,"18,180",Boss Points,0
753,Dark Ruizu,Royal Paladin,Solidera,525,"18,175",Boss Points,0
753,Maluczki,Elder Druid,Dia,778,"18,175",Boss Points,0
753,Shukran Ya,Royal Paladin,Ferobra,1158,"18,175",Boss Points,0
756,Berva,Royal Paladin,Premia,666,"18,170",Boss Points,0
756,Wojtas Ede,Elder Druid,Secura,1507,"18,170",Boss Points,0
758,Zimm Thornblade,Elite Knight,Celesta,971,"18,165",Boss Points,0
759,Natqa Senpai,Elder Druid,Xyla,1008,"18,155",Boss Points,0
760,Bravo Adventurer,Elder Druid,Descubra,702,"18,150",Boss Points,0
761,Pogromca Zubraa,Master Sorcerer,Monza,830,"18,145",Boss Points,0
762,Lana Snow,Elder Druid,Lobera,1161,"18,140",Boss Points,0
762,Neyzao,Elder Druid,Yonabra,1158,"18,140",Boss Points,0
764,Xibran,Royal Paladin,Wadira,1415,"18,130",Boss Points,0
765,Anaforiant,Master Sorcerer,Secura,863,"18,120",Boss Points,0
765,Bad Caos,Master Sorcerer,Harmonia,969,"18,120",Boss Points,0
765,Macieyo,Elder Druid,Thyria,1053,"18,120",Boss Points,0
765,Ya su,Elite Knight,Ferobra,1328,"18,120",Boss Points,0
769,Darkaayn,Master Sorcerer,Peloria,835,"18,110",Boss Points,0
770,Kresti,Royal Paladin,Honbra,1099,"18,105",Boss Points,0
770,Wojjtekk,Royal Paladin,Vunira,1261,"18,105",Boss Points,0
772,Azakim,Royal Paladin,Serdebra,1032,"18,100",Boss Points,0
773,Busy Hands,Royal Paladin,Karmeya,729,"18,095",Boss Points,0
773,Charlover Zokh,Elder Druid,Monza,893,"18,095",Boss Points,0
773,Daragan Ukor,Master Sorcerer,Yonabra,693,"18,095",Boss Points,0
776,Creaxie,Elite Knight,Refugia,1041,"18,090",Boss Points,0
776,Knight Lordz,Elite Knight,Refugia,1088,"18,090",Boss Points,0
778,Bigg Melon,Elite Knight,Bona,1325,"18,085",Boss Points,0
778,Bjo,Master Sorcerer,Quelibra,1608,"18,085",Boss Points,0
778,Ell Em,Elite Knight,Vunira,509,"18,085",Boss Points,0
778,Josisbela,Elite Knight,Ourobra,666,"18,085",Boss Points,0
778,Lethark,Royal Paladin,Esmera,1180,"18,085",Boss Points,0
783,Piekielny Wojtus,Elder Druid,Antica,1186,"18,070",Boss Points,0
784,Bamandua,Elite Knight,Issobra,1790,"18,065",Boss Points,0
784,Fargate,Royal Paladin,Ustebra,1392,"18,065",Boss Points,0
784,Golon Kimmir,Elite Knight,Thyria,598,"18,065",Boss Points,0
787,Futakuchi onna,Elder Druid,Talera,912,"18,060",Boss Points,0
787,Ragha Healer,Elder Druid,Kalibra,1998,"18,060",Boss Points,0
787,Skrillex of Antica,Elite Knight,Antica,396,"18,060",Boss Points,0
790,Brosif,Royal Paladin,Havera,1020,"18,050",Boss Points,0
791,Anakhim,Elite Knight,Gladera,809,"18,035",Boss Points,0
792,Archer Khusta,Royal Paladin,Belobra,783,"18,030",Boss Points,0
792,Greater Fyoxer,Druid,Ourobra,503,"18,030",Boss Points,0
792,Sciu Lany,Royal Paladin,Bona,707,"18,030",Boss Points,0
792,Simply Rafcio,Royal Paladin,Xyla,1261,"18,030",Boss Points,0
792,Xokkoo,Royal Paladin,Belobra,1009,"18,030",Boss Points,0
797,Mal'Darko,Elite Knight,Peloria,617,"18,025",Boss Points,0
797,Okotok Virado Noarco,Elder Druid,Ustebra,1074,"18,025",Boss Points,0
797,Sir Raok,Royal Paladin,Descubra,1182,"18,025",Boss Points,0
797,Topteam Relaxado,Royal Paladin,Ustebra,1491,"18,025",Boss Points,0
801,Hakob,Elite Knight,Secura,834,"18,020",Boss Points,0
802,Macabeo,Elite Knight,Wintera,760,"18,000",Boss Points,0
802,Solstix Rider,Royal Paladin,Celesta,634,"18,000",Boss Points,0
804,Nydrlileng Irtrupiks,Elder Druid,Karmeya,1376,"17,990",Boss Points,0
805,Olooz Rhaio,Elite Knight,Collabra,1379,"17,985",Boss Points,0
806,Premislao,Royal Paladin,Bona,679,"17,980",Boss Points,0
806,Queen Winterheart,Elite Knight,Ferobra,866,"17,980",Boss Points,0
808,Aragorn on Unitera,Elite Knight,Nefera,723,"17,975",Boss Points,0
808,Lu kexx,Elder Druid,Honbra,981,"17,975",Boss Points,0
810,Marcx Alystar,Elite Knight,Solidera,942,"17,970",Boss Points,0
811,Alux Shans,Elder Druid,Jadebra,705,"17,960",Boss Points,0
812,Forseti Ases,Elite Knight,Belobra,1434,"17,950",Boss Points,0
813,Baztet,Elder Druid,Luminera,1177,"17,935",Boss Points,0
813,Be xu,Elder Druid,Monza,2060,"17,935",Boss Points,0
813,Daso II,Royal Paladin,Antica,1605,"17,935",Boss Points,0
813,Griford The Brown,Elder Druid,Kalibra,938,"17,935",Boss Points,0
813,Karku,Royal Paladin,Kalibra,637,"17,935",Boss Points,0
813,Luki Jogandosolo,Elite Knight,Ourobra,814,"17,935",Boss Points,0
819,Korni Muniz,Elite Knight,Monza,872,"17,925",Boss Points,0
820,Kikaro,Elite Knight,Nefera,876,"17,910",Boss Points,0
821,Ghost of Chimera,Royal Paladin,Solidera,1705,"17,905",Boss Points,0
822,Vulituri,Royal Paladin,Secura,1066,"17,900",Boss Points,0
822,Witaminki,Royal Paladin,Celesta,868,"17,900",Boss Points,0
824,Aram Ever,Elite Knight,Monza,967,"17,885",Boss Points,0
825,Nosacz Kolumbijczyk,Elder Druid,Antica,726,"17,880",Boss Points,0
826,Kirby Joga Descalso,Elite Knight,Jadebra,803,"17,875",Boss Points,0
826,Kyvori Ascruo,Royal Paladin,Secura,1158,"17,875",Boss Points,0
828,Last Dragon Red,Royal Paladin,Astera,844,"17,855",Boss Points,0
828,Makadamia,Elder Druid,Bona,1025,"17,855",Boss Points,0
828,Octuous,Elder Druid,Lobera,1746,"17,855",Boss Points,0
831,Brnin Encostado,Elite Knight,Inabra,841,"17,850",Boss Points,0
831,Tanker Insane,Elite Knight,Celesta,1132,"17,850",Boss Points,0
833,Lazy Panda,Royal Paladin,Malivora,1007,"17,840",Boss Points,0
833,Libarkwin,Elder Druid,Belobra,1153,"17,840",Boss Points,0
833,Marivie,Royal Paladin,Premia,926,"17,840",Boss Points,0
833,Warmort,Elite Knight,Nefera,824,"17,840",Boss Points,0
837,Aimzz,Royal Paladin,Ustebra,850,"17,820",Boss Points,0
837,Rydannn,Royal Paladin,Yovera,1085,"17,820",Boss Points,0
839,Doctorr Aurelio,Elder Druid,Issobra,1618,"17,815",Boss Points,0
840,Dakota,Elite Knight,Esmera,1621,"17,810",Boss Points,0
840,Nightwing,Royal Paladin,Celesta,1005,"17,810",Boss Points,0
840,Only Hans,Elder Druid,Nevia,1354,"17,810",Boss Points,0
840,Zuxxy,Royal Paladin,Secura,716,"17,810",Boss Points,0
844,Ty cobb,Royal Paladin,Quelibra,972,"17,805",Boss Points,0
845,Ma Sativ,Elder Druid,Epoca,728,"17,795",Boss Points,0
845,Volcanic Doomfire,Elite Knight,Nefera,995,"17,795",Boss Points,0
847,Fely army,Elite Knight,Bona,694,"17,790",Boss Points,0
847,Mabcio,Elite Knight,Karmeya,994,"17,790",Boss Points,0
849,Vatty,Elite Knight,Yara,973,"17,785",Boss Points,0
850,Igreq,Royal Paladin,Wadira,1121,"17,780",Boss Points,0
851,Szym zlo,Royal Paladin,Monza,842,"17,775",Boss Points,0
852,Felek Ed,Elder Druid,Celesta,859,"17,765",Boss Points,0
853,Lil Orusa,Elder Druid,Celesta,710,"17,760",Boss Points,0
853,Polly Rockt Knight,Elite Knight,Calmera,742,"17,760",Boss Points,0
855,Gera Hellscream,Elder Druid,Wintera,853,"17,755",Boss Points,0
855,Rekovni,Elder Druid,Secura,1282,"17,755",Boss Points,0
855,Skum Rayon,Royal Paladin,Luminera,1550,"17,755",Boss Points,0
858,King Dunha,Royal Paladin,Belobra,803,"17,750",Boss Points,0
859,Iboomer,Elite Knight,Karmeya,684,"17,735",Boss Points,0
860,Everton Cavalheiro,Elite Knight,Serdebra,934,"17,730",Boss Points,0
860,Synzento,Elite Knight,Descubra,1177,"17,730",Boss Points,0
862,Galoriel,Master Sorcerer,Harmonia,682,"17,725",Boss Points,0
862,Hanetza Dytholnizado,Elite Knight,Ombra,1053,"17,725",Boss Points,0
862,Schwe Healer,Elder Druid,Kalibra,1419,"17,725",Boss Points,0
865,Matg,Elder Druid,Vunira,752,"17,720",Boss Points,0
865,Rodriguin Fofoquinha,Elder Druid,Inabra,451,"17,720",Boss Points,0
867,Just Chodor,Royal Paladin,Harmonia,880,"17,715",Boss Points,0
867,Mustzinho,Elder Druid,Venebra,1771,"17,715",Boss Points,0
869,Dragonidas,Master Sorcerer,Monza,1512,"17,710",Boss Points,0
869,Quis,Elite Knight,Premia,1133,"17,710",Boss Points,0
871,Sioy,Master Sorcerer,Ustebra,1070,"17,705",Boss Points,0
872,Dovath,Royal Paladin,Premia,1009,"17,700",Boss Points,0
873,Believer Sam,Elite Knight,Celebra,585,"17,690",Boss Points,0
873,Druzum,Elder Druid,Lobera,1535,"17,690",Boss Points,0
873,Poderoso Knott,Master Sorcerer,Yonabra,863,"17,690",Boss Points,0
876,Hyogaki,Elder Druid,Honbra,1379,"17,685",Boss Points,0
876,Miini Adus,Elder Druid,Malivora,1321,"17,685",Boss Points,0
878,Khaqor,Elder Druid,Antica,902,"17,675",Boss Points,0
878,Tapalo,Elite Knight,Belobra,675,"17,675",Boss Points,0
880,Mentalnaa Paskudaa,Royal Paladin,Talera,466,"17,670",Boss Points,0
881,Notgis,Elite Knight,Secura,884,"17,660",Boss Points,0
882,Doug Devasso,Elite Knight,Collabra,1848,"17,655",Boss Points,0
883,Danxz,Royal Paladin,Belobra,782,"17,650",Boss Points,0
883,Turogk,Elite Knight,Yovera,696,"17,650",Boss Points,0
885,Asmitank Friolla,Royal Paladin,Jadebra,1515,"17,645",Boss Points,0
886,Camauk,Elite Knight,Secura,1110,"17,640",Boss Points,0
886,Thorian Cros,Elder Druid,Nefera,978,"17,640",Boss Points,0
888,Strikiz,Elite Knight,Yonabra,1352,"17,620",Boss Points,0
889,Baja Mage,Master Sorcerer,Karmeya,766,"17,615",Boss Points,0
890,Ain Cafezinhuuuu,Master Sorcerer,Yonabra,812,"17,605",Boss Points,0
891,Danul,Elder Druid,Lobera,987,"17,590",Boss Points,0
891,Diohon,Royal Paladin,Descubra,1442,"17,590",Boss Points,0
891,Tetlion,Master Sorcerer,Wadira,868,"17,590",Boss Points,0
894,Eixon,Master Sorcerer,Antica,856,"17,580",Boss Points,0
894,Lagartixa frita,Master Sorcerer,Collabra,550,"17,580",Boss Points,0
894,Muriiloo,Elder Druid,Belobra,1009,"17,580",Boss Points,0
897,Tyrann Undead,Elite Knight,Nevia,1230,"17,575",Boss Points,0
898,Poca Plata,Elder Druid,Jaguna,1027,"17,570",Boss Points,0
898,Ricorina,Master Sorcerer,Thyria,544,"17,570",Boss Points,0
900,Alko Popiool,Elite Knight,Malivora,1309,"17,560",Boss Points,0
900,Elderen,Master Sorcerer,Astera,1025,"17,560",Boss Points,0
900,King Nicolas Cage,Royal Paladin,Astera,532,"17,560",Boss Points,0
903,Old Esgliks,Royal Paladin,Menera,793,"17,555",Boss Points,0
904,Bocian Damora,Master Sorcerer,Karmeya,1513,"17,540",Boss Points,0
904,Mirajane Wang,Elder Druid,Calmera,827,"17,540",Boss Points,0
904,Tammet,Royal Paladin,Monza,935,"17,540",Boss Points,0
907,Pank Sarm,Royal Paladin,Vunira,636,"17,535",Boss Points,0
908,Big Chan,Royal Paladin,Gentebra,1177,"17,530",Boss Points,0
908,Blaame,Elder Druid,Obscubra,926,"17,530",Boss Points,0
908,Luuh Druid,Elder Druid,Gentebra,1265,"17,530",Boss Points,0
908,Tiger Backwoods,Master Sorcerer,Quidera,1087,"17,530",Boss Points,0
912,Blind Panter,Elite Knight,Bona,1330,"17,525",Boss Points,0
912,Revauxzito,Master Sorcerer,Obscubra,989,"17,525",Boss Points,0
914,Mo to ca,Royal Paladin,Kalibra,554,"17,520",Boss Points,0
914,Willtank Zica,Elite Knight,Obscubra,1005,"17,520",Boss Points,0
916,Cornelio,Elite Knight,Astera,608,"17,505",Boss Points,0
916,Semsd,Master Sorcerer,Quelibra,1254,"17,505",Boss Points,0
918,Majster Skower,Elder Druid,Bona,754,"17,490",Boss Points,0
919,Medianoche,Elder Druid,Bona,640,"17,485",Boss Points,0
920,Tykhe Braba,Royal Paladin,Serdebra,918,"17,480",Boss Points,0
920,Vini Herdeiro,Elder Druid,Ourobra,1177,"17,480",Boss Points,0
922,Lil Marucha,Elite Knight,Havera,1010,"17,475",Boss Points,0
923,Tigrokey,Elite Knight,Calmera,793,"17,470",Boss Points,0
924,Elder Krushev,Elder Druid,Descubra,1121,"17,460",Boss Points,0
925,Fake Enryu,Exalted Monk,Antica,786,"17,455",Boss Points,0
925,Ksoares,Royal Paladin,Ferobra,664,"17,455",Boss Points,0
925,Torus Magnus,Royal Paladin,Secura,1057,"17,455",Boss Points,0
928,Vi Kirschblute,Elder Druid,Kalibra,785,"17,450",Boss Points,0
929,Pan Siocher,Elder Druid,Nevia,1067,"17,440",Boss Points,0
929,Pixel Mag,Master Sorcerer,Nevia,1073,"17,440",Boss Points,0
931,Baraii Fawkes,Master Sorcerer,Tornabra,1231,"17,430",Boss Points,0
931,Hekobs,Elder Druid,Belobra,767,"17,430",Boss Points,0
931,Vituxo,Royal Paladin,Pacera,648,"17,430",Boss Points,0
934,Rhoger Matanovatos,Royal Paladin,Talera,666,"17,425",Boss Points,0
935,Mestre Okay,Elite Knight,Belobra,966,"17,415",Boss Points,0
936,Adrixh,Elite Knight,Quintera,640,"17,410",Boss Points,0
936,Eksi Czan,Royal Paladin,Antica,1141,"17,410",Boss Points,0
936,Engenheiro Yousef,Master Sorcerer,Obscubra,884,"17,410",Boss Points,0
936,Violent Veber,Royal Paladin,Ourobra,1049,"17,410",Boss Points,0
940,Lord Von Portter,Elder Druid,Bona,1016,"17,405",Boss Points,0
940,Naclara,Elite Knight,Gentebra,1212,"17,405",Boss Points,0
942,Many Mern,Elder Druid,Secura,983,"17,400",Boss Points,0
943,Mepi,Elite Knight,Secura,858,"17,395",Boss Points,0
943,Mi Sioo,Royal Paladin,Harmonia,1890,"17,395",Boss Points,0
943,Pulppzerah,Royal Paladin,Quelibra,894,"17,395",Boss Points,0
943,Talyssah,Elite Knight,Ustebra,735,"17,395",Boss Points,0
947,Kennis,Elite Knight,Peloria,751,"17,390",Boss Points,0
948,Midnigth,Elite Knight,Refugia,902,"17,385",Boss Points,0
948,Nosio poderoso,Elder Druid,Rasteibra,1383,"17,385",Boss Points,0
950,Brat Mojego Brata,Elder Druid,Xyla,565,"17,380",Boss Points,0
950,Lord Barnaby,Royal Paladin,Lobera,657,"17,380",Boss Points,0
952,Piatka,Royal Paladin,Harmonia,1754,"17,375",Boss Points,0
953,Captain Lovelock,Elite Knight,Bona,740,"17,370",Boss Points,0
954,Hierva Sin Hambre,Master Sorcerer,Menera,737,"17,365",Boss Points,0
954,Non Lifers Karol,Master Sorcerer,Retalia,1064,"17,365",Boss Points,0
954,Paula Ines,Master Sorcerer,Gladera,457,"17,365",Boss Points,0
954,Qin,Master Sorcerer,Jadebra,755,"17,365",Boss Points,0
954,Ututu Full,Royal Paladin,Dia,975,"17,365",Boss Points,0
959,Inso Rozo,Royal Paladin,Secura,1103,"17,350",Boss Points,0
959,Jardss Gestao Inteligente,Master Sorcerer,Obscubra,1311,"17,350",Boss Points,0
961,Ihhago,Master Sorcerer,Descubra,861,"17,345",Boss Points,0
962,King Adamo,Master Sorcerer,Secura,1256,"17,340",Boss Points,0
962,Sneakerdoggo,Royal Paladin,Premia,923,"17,340",Boss Points,0
964,Hane lilia,Royal Paladin,Quintera,685,"17,335",Boss Points,0
965,Mrmazzapan,Royal Paladin,Astera,728,"17,330",Boss Points,0
966,Ronan Mago Branco,Elder Druid,Descubra,818,"17,325",Boss Points,0
967,Niico,Royal Paladin,Ferobra,944,"17,320",Boss Points,0
967,Tovokor Syrak,Royal Paladin,Lobera,1099,"17,320",Boss Points,0
969,Rogue Oil Trader,Elite Knight,Premia,769,"17,315",Boss Points,0
969,Salkasus,Royal Paladin,Peloria,828,"17,315",Boss Points,0
971,El Nico,Elder Druid,Yonabra,1040,"17,310",Boss Points,0
971,Emerick Cura Culposa,Elder Druid,Etebra,1087,"17,310",Boss Points,0
971,Fiftyone Degrees Nord,Elite Knight,Premia,1178,"17,310",Boss Points,0
971,Finckz,Royal Paladin,Yovera,1238,"17,310",Boss Points,0
971,Marroa Tche,Elder Druid,Astera,640,"17,310",Boss Points,0
971,Natashia,Royal Paladin,Pacera,1004,"17,310",Boss Points,0
977,Az ao,Master Sorcerer,Venebra,1044,"17,300",Boss Points,0
977,Elzinter,Elite Knight,Esmera,765,"17,300",Boss Points,0
979,Shiine,Elite Knight,Refugia,1544,"17,290",Boss Points,0
980,Spaju Va,Royal Paladin,Karmeya,1052,"17,285",Boss Points,0
981,Big Jasio,Royal Paladin,Karmeya,738,"17,280",Boss Points,0
982,Toxicah,Elder Druid,Rasteibra,1102,"17,275",Boss Points,0
983,Edzio Morty,Druid,Peloria,859,"17,265",Boss Points,0
983,Peexee Charlover,Royal Paladin,Vunira,999,"17,265",Boss Points,0
985,Jonny Sorcerer,Master Sorcerer,Talera,269,"17,260",Boss Points,0
985,Knight do Guga,Elite Knight,Nefera,776,"17,260",Boss Points,0
987,Jakubabka,Elite Knight,Monza,732,"17,255",Boss Points,0
987,Soldado Paco,Royal Paladin,Quintera,675,"17,255",Boss Points,0
989,Forleta,Master Sorcerer,Belobra,1313,"17,250",Boss Points,0
989,Guga Offtank,Elite Knight,Honbra,980,"17,250",Boss Points,0
989,Guztoso,Elder Druid,Ustebra,1213,"17,250",Boss Points,0
989,Neko Sama,Royal Paladin,Quintera,777,"17,250",Boss Points,0
993,Brawox,Exalted Monk,Serdebra,666,"17,245",Boss Points,0
993,Pasztix,Elite Knight,Xyla,982,"17,245",Boss Points,0
993,Spyre,Royal Paladin,Nevia,908,"17,245",Boss Points,0
996,Lordbadawy,Elder Druid,Jaguna,931,"17,240",Boss Points,0
996,Mirunga,Elder Druid,Antica,1704,"17,240",Boss Points,0
998,Nah Uel,Elder Druid,Honbra,1031,"17,230",Boss Points,0
998,Snon Litil,Elite Knight,Kalibra,888,"17,230",Boss Points,0
998,Tuco Boladaoo,Elite Knight,Quelibra,815,"17,230",Boss Points,0
