Rank,Name,Vocation,World,Level,Score,category,vocation_id
737,Mandatory Namechangeeieg,Master Sorcerer,Gravitera,914,"6,500",Drome Score,0
738,Jotazovisk,Royal Paladin,Collabra,1903,"6,494",Drome Score,0
739,Feh Tryhard,Elite Knight,Serdebra,1652,"6,493",Drome Score,0
739,Godslayers,Master Sorcerer,Talera,1463,"6,493",Drome Score,0
741,Moemaar,Elite Knight,Astera,469,"6,490",Drome Score,0
742,Duzy Brzuszek,Master Sorcerer,Nevia,2036,"6,487",Drome Score,0
743,Rockstacker Cleve,Elder Druid,Nevia,1208,"6,485",Drome Score,0
744,Alfadur Druid,Elder Druid,Yonabra,869,"6,484",Drome Score,0
744,Icarus Cltcansado,Master Sorcerer,Ourobra,2029,"6,484",Drome Score,0
744,Lady Chylka,Elite Knight,Harmonia,921,"6,484",Drome Score,0
747,Cavaleira Shaw,Elite Knight,Collabra,1435,"6,483",Drome Score,0
747,Kikaro,Elite Knight,Nefera,876,"6,483",Drome Score,0
749,Luan Edzinho,Elder Druid,Belobra,1747,"6,480",Drome Score,0
750,Mekambe,Master Sorcerer,Thyria,861,"6,475",Drome Score,0
751,Teryk Paladinu,Royal Paladin,Obscubra,1213,"6,471",Drome Score,0
752,Another Other,Elite Knight,Thyria,1343,"6,470",Drome Score,0
753,Anhis Knight,Elite Knight,Secura,674,"6,464",Drome Score,0
753,Yumee,Master Sorcerer,Descubra,477,"6,464",Drome Score,0
755,Jahadsito,Elite Knight,Quintera,1514,"6,462",Drome Score,0
756,Zezinho Enterprise,Elite Knight,Ourobra,1785,"6,458",Drome Score,0
757,Pinorii,Elite Knight,Wintera,1073,"6,455",Drome Score,0
758,Dyrisk Hubie,Royal Paladin,Calmera,901,"6,454",Drome Score,0
759,Mateusz Wesoly Muchomorek,Elite Knight,Malivora,905,"6,446",Drome Score,0
760,Dragon Higa,Royal Paladin,Issobra,1043,"6,439",Drome Score,0
761,Efra,Royal Paladin,Solidera,824,"6,437",Drome Score,0
762,Maria Maya,Elite Knight,Celebra,1084,"6,435",Drome Score,0
763,Katzwinckel,Elder Druid,Yonabra,1622,"6,434",Drome Score,0
764,Oty Sunset,Royal Paladin,Astera,529,"6,433",Drome Score,0
765,Battousai Verth,Elite Knight,Nefera,887,"6,432",Drome Score,0
765,Zenufesu,Master Sorcerer,Rasteibra,1456,"6,432",Drome Score,0
767,Ali the shihan,Elder Druid,Quintera,1560,"6,426",Drome Score,0
767,Speedda,Elder Druid,Thyria,1703,"6,426",Drome Score,0
769,Echoes of Memoria,Royal Paladin,Secura,1584,"6,421",Drome Score,0
770,Palgaa,Master Sorcerer,Secura,1905,"6,419",Drome Score,0
771,Wilfer,Royal Paladin,Collabra,1451,"6,417",Drome Score,0
772,Degohug,Elite Knight,Vunira,670,"6,413",Drome Score,0
772,Nene Star,Elder Druid,Gladera,1195,"6,413",Drome Score,0
774,Wielki Halley,Elite Knight,Celesta,407,"6,412",Drome Score,0
775,Zaharus Shine,Master Sorcerer,Celesta,421,"6,405",Drome Score,0
776,Khaosz Cliick Claack,Elder Druid,Runera,1742,"6,403",Drome Score,0
777,Tefroq,Elite Knight,Quintera,1008,"6,399",Drome Score,0
777,Yankoz Maestro,Master Sorcerer,Antica,1555,"6,399",Drome Score,0
779,Duff Bandidoo,Elite Knight,Inabra,1084,"6,398",Drome Score,0
779,Matzinio,Elite Knight,Secura,530,"6,398",Drome Score,0
781,Eca Maga,Elder Druid,Belobra,607,"6,395",Drome Score,0
782,Boom Dois Lutabra,Elder Druid,Lutabra,401,"6,393",Drome Score,0
783,Newton of Fortera,Elder Druid,Ferobra,1007,"6,392",Drome Score,0
784,Babis,Master Sorcerer,Epoca,1416,"6,391",Drome Score,0
785,Izexy,Elder Druid,Secura,662,"6,389",Drome Score,0
786,Priam De'Rise,Royal Paladin,Peloria,1139,"6,383",Drome Score,0
787,John Sentinels,Master Sorcerer,Gentebra,1695,"6,380",Drome Score,0
788,Mandatory Nameshange,Royal Paladin,Gravitera,564,"6,377",Drome Score,0
789,Jabzhie Jamirovski,Royal Paladin,Descubra,286,"6,374",Drome Score,0
790,Fake Charlie,Elite Knight,Luminera,1216,"6,370",Drome Score,0
791,Crii Tic,Master Sorcerer,Monza,1885,"6,369",Drome Score,0
792,Mage Sunmi,Master Sorcerer,Venebra,1489,"6,366",Drome Score,0
793,Huitzi Optimus,Elder Druid,Calmera,940,"6,362",Drome Score,0
794,Manti Siki,Elder Druid,Wintera,846,"6,361",Drome Score,0
795,Gullszeye,Royal Paladin,Gentebra,1599,"6,360",Drome Score,0
796,Sushinee,Elite Knight,Rasteibra,990,"6,359",Drome Score,0
796,Tom Ylw,Royal Paladin,Harmonia,1711,"6,359",Drome Score,0
798,Fala Wela,Elite Knight,Karmeya,1210,"6,354",Drome Score,0
798,Hybris Dionisiaco,Elite Knight,Descubra,853,"6,354",Drome Score,0
798,Og Kiedos,Master Sorcerer,Vunira,1412,"6,354",Drome Score,0
801,Kenovich,Royal Paladin,Yovera,1266,"6,345",Drome Score,0
801,Krwiopalczasty,Elite Knight,Quintera,607,"6,345",Drome Score,0
803,Zamazzu,Royal Paladin,Ferobra,1331,"6,331",Drome Score,0
804,Lord Tenchi,Elite Knight,Kalibra,1140,"6,328",Drome Score,0
805,Avacy,Elder Druid,Quintera,776,"6,327",Drome Score,0
805,Clubmiiral,Elite Knight,Zuna,366,"6,327",Drome Score,0
805,Rsa,Royal Paladin,Peloria,856,"6,327",Drome Score,0
808,Ariio,Elite Knight,Monza,665,"6,324",Drome Score,0
809,Fillevandrell,Royal Paladin,Celesta,1063,"6,323",Drome Score,0
810,Palyziin Thurkson,Royal Paladin,Serdebra,762,"6,322",Drome Score,0
811,Dennis Raa,Elite Knight,Peloria,828,"6,321",Drome Score,0
811,Smuckerin,Elite Knight,Gladera,654,"6,321",Drome Score,0
813,Dorivall,Elder Druid,Ombra,1854,"6,319",Drome Score,0
814,Hunterzerah Bosses,Royal Paladin,Ustebra,563,"6,318",Drome Score,0
814,Uzi Bakiena,Royal Paladin,Solidera,1060,"6,318",Drome Score,0
816,Abs Lilozin,Elite Knight,Rasteibra,1733,"6,317",Drome Score,0
816,Leozinho Godd,Elite Knight,Inabra,976,"6,317",Drome Score,0
818,Orzack,Elite Knight,Quelibra,1777,"6,316",Drome Score,0
819,Ikki'on Fenix,Elite Knight,Refugia,911,"6,312",Drome Score,0
820,Burrito Banton,Paladin,Bona,632,"6,309",Drome Score,0
821,Arctures,Elite Knight,Kalibra,543,"6,308",Drome Score,0
822,Sorin Emperor,Elder Druid,Ourobra,2153,"6,305",Drome Score,0
823,Bem Supremo,Elder Druid,Luminera,1510,"6,301",Drome Score,0
823,Sweetie Leti,Elder Druid,Inabra,1015,"6,301",Drome Score,0
825,Lethal Mole,Master Sorcerer,Monza,679,"6,300",Drome Score,0
826,Veigh,Elder Druid,Nefera,1384,"6,299",Drome Score,0
826,Xivi Pall,Royal Paladin,Secura,1262,"6,299",Drome Score,0
828,Furious Squire,Royal Paladin,Honbra,367,"6,298",Drome Score,0
829,Artem Elven,Elder Druid,Celebra,974,"6,296",Drome Score,0
830,Anndo,Royal Paladin,Harmonia,1066,"6,295",Drome Score,0
831,Angel Azteca,Elite Knight,Nefera,1046,"6,294",Drome Score,0
832,Gherg,Royal Paladin,Retalia,607,"6,293",Drome Score,0
833,Brownxzs,Royal Paladin,Yonabra,1867,"6,291",Drome Score,0
834,Amzt,Royal Paladin,Kalibra,1400,"6,289",Drome Score,0
835,Er Wings,Elite Knight,Solidera,1419,"6,287",Drome Score,0
835,Estelar,Royal Paladin,Astera,625,"6,287",Drome Score,0
837,Kobra Lance,Royal Paladin,Wintera,964,"6,286",Drome Score,0
838,Ellmagnifinho Danynho,Royal Paladin,Inabra,2158,"6,278",Drome Score,0
839,Drako Pro,Elder Druid,Pacera,1974,"6,276",Drome Score,0
839,Igoos,Elite Knight,Karmeya,1776,"6,276",Drome Score,0
841,Ulvis,Elder Druid,Collabra,1435,"6,274",Drome Score,0
842,Elder Baya,Elder Druid,Astera,1205,"6,273",Drome Score,0
843,Oy Xokx,Elite Knight,Malivora,321,"6,272",Drome Score,0
844,Kawamate San,Elite Knight,Pacera,687,"6,271",Drome Score,0
845,Holy Mouse,Elite Knight,Refugia,1164,"6,268",Drome Score,0
846,Jhonnyxz,Elite Knight,Quintera,1507,"6,266",Drome Score,0
847,Shadow of the Candia,Master Sorcerer,Monza,1070,"6,265",Drome Score,0
848,Highwin Egoista,Royal Paladin,Collabra,1848,"6,261",Drome Score,0
849,Statue,Royal Paladin,Antica,389,"6,258",Drome Score,0
849,Wmommmmmm Wmammmmmm Wmammmmmm,Elder Druid,Venebra,1803,"6,258",Drome Score,0
851,Kimpsuu,Royal Paladin,Vunira,1248,"6,256",Drome Score,0
852,Bella-Swan,Royal Paladin,Lobera,1175,"6,251",Drome Score,0
853,Owbapzera,Royal Paladin,Descubra,2023,"6,250",Drome Score,0
854,Keplerz,Royal Paladin,Celebra,1492,"6,249",Drome Score,0
855,Legorn Sunrise,Elite Knight,Antica,625,"6,247",Drome Score,0
856,Dante full demon,Elite Knight,Pacera,923,"6,244",Drome Score,0
857,Drizzt Darkcrown,Elder Druid,Quidera,841,"6,242",Drome Score,0
857,Michael Calmera Second,Royal Paladin,Calmera,497,"6,242",Drome Score,0
859,Old Thyron,Elder Druid,Peloria,411,"6,241",Drome Score,0
860,Magiczny Zing,Elite Knight,Refugia,835,"6,239",Drome Score,0
861,Thanatos Celestial,Elder Druid,Collabra,1767,"6,234",Drome Score,0
862,Tankitos,Royal Paladin,Peloria,383,"6,232",Drome Score,0
863,Frizs,Master Sorcerer,Celebra,1503,"6,231",Drome Score,0
864,Trixzinos,Elite Knight,Honbra,1165,"6,230",Drome Score,0
865,Chicatek,Elite Knight,Nefera,810,"6,229",Drome Score,0
866,Adoxi,Elite Knight,Peloria,313,"6,228",Drome Score,0
867,Shainy Marilover,Royal Paladin,Solidera,1286,"6,221",Drome Score,0
868,Magical'Mephistus,Royal Paladin,Yonabra,1394,"6,219",Drome Score,0
869,Bohen,Master Sorcerer,Antica,378,"6,213",Drome Score,0
869,Don Ginepo,Master Sorcerer,Talera,1011,"6,213",Drome Score,0
869,Ree Nan,Elder Druid,Inabra,996,"6,213",Drome Score,0
872,Smartguy,Royal Paladin,Secura,1183,"6,210",Drome Score,0
873,Only Hans,Elder Druid,Nevia,1354,"6,208",Drome Score,0
873,Xenek Demon Slayer,Paladin,Refugia,765,"6,208",Drome Score,0
875,Brilha Brilha Sdzinha,Master Sorcerer,Rasteibra,1335,"6,207",Drome Score,0
875,Koolhaus,Elite Knight,Monza,891,"6,207",Drome Score,0
877,Abraca dabra,Master Sorcerer,Peloria,363,"6,206",Drome Score,0
877,Lilybone,Royal Paladin,Harmonia,1130,"6,206",Drome Score,0
879,Balas King,Royal Paladin,Nevia,1500,"6,204",Drome Score,0
880,Warmort,Elite Knight,Nefera,824,"6,203",Drome Score,0
881,Skymarz,Elite Knight,Gentebra,1137,"6,199",Drome Score,0
882,Eduzerah Knight,Elite Knight,Obscubra,1113,"6,198",Drome Score,0
882,Nightt Gaze,Master Sorcerer,Karmeya,2137,"6,198",Drome Score,0
884,John Mcgyver,Elite Knight,Yonabra,978,"6,196",Drome Score,0
885,Durak Bloodblade,Elite Knight,Ourobra,1354,"6,194",Drome Score,0
886,Rekovni,Elder Druid,Secura,1282,"6,191",Drome Score,0
887,Mandatory Dinnerz,Royal Paladin,Epoca,753,"6,189",Drome Score,0
888,Picture,Elite Knight,Antica,953,"6,188",Drome Score,0
889,Beatrix Kiddo,Elder Druid,Serdebra,870,"6,184",Drome Score,0
890,Slug Princess Tsunade,Elder Druid,Monza,1734,"6,182",Drome Score,0
891,Eltakokrazy,Royal Paladin,Havera,1057,"6,179",Drome Score,0
892,Carlin Tadafilado,Master Sorcerer,Inabra,1317,"6,173",Drome Score,0
892,Eduk Etemox,Elite Knight,Menera,1671,"6,173",Drome Score,0
894,Nieustraszony Kamil,Elite Knight,Karmeya,1014,"6,171",Drome Score,0
894,Slime Slayer,Master Sorcerer,Refugia,452,"6,171",Drome Score,0
896,Warenxxlegend,Elder Druid,Ferobra,1300,"6,170",Drome Score,0
897,Ale the Kinaa,Elite Knight,Yonabra,2240,"6,169",Drome Score,0
898,Light Wave,Royal Paladin,Menera,1224,"6,168",Drome Score,0
899,Rubbet,Master Sorcerer,Obscubra,329,"6,167",Drome Score,0
900,Miituzs,Master Sorcerer,Thyria,437,"6,166",Drome Score,0
901,Toksyczny Arielek,Royal Paladin,Monza,1504,"6,165",Drome Score,0
902,Zazulejo,Elder Druid,Collabra,1755,"6,164",Drome Score,0
903,Cosmiic Death,Master Sorcerer,Yonabra,1828,"6,163",Drome Score,0
903,Toto Lover,Master Sorcerer,Xyla,1237,"6,163",Drome Score,0
905,Diego Supremo,Elder Druid,Luminera,1268,"6,158",Drome Score,0
905,Khaos Poderoso,Master Sorcerer,Rasteibra,2522,"6,158",Drome Score,0
907,Matek Pogromca Huraganu,Royal Paladin,Secura,332,"6,156",Drome Score,0
907,Xafira,Elder Druid,Secura,1085,"6,156",Drome Score,0
909,Imooxi,Royal Paladin,Karmeya,330,"6,155",Drome Score,0
910,Lesarian,Master Sorcerer,Celesta,1651,"6,148",Drome Score,0
910,Lestax,Elite Knight,Quintera,554,"6,148",Drome Score,0
912,Sechetto,Elite Knight,Harmonia,1210,"6,147",Drome Score,0
913,Burk,Elder Druid,Celebra,1917,"6,145",Drome Score,0
914,Rolan Aneon,Royal Paladin,Peloria,862,"6,143",Drome Score,0
915,Romper ek,Elite Knight,Harmonia,888,"6,140",Drome Score,0
915,Sky Megazzord,Elite Knight,Kalibra,1644,"6,140",Drome Score,0
917,Aran Gala,Elder Druid,Karmeya,922,"6,137",Drome Score,0
918,Mineirim Foradalei,Elder Druid,Etebra,1292,"6,135",Drome Score,0
919,Gazu Ki Insane,Master Sorcerer,Menera,1044,"6,134",Drome Score,0
920,Cris Gus,Royal Paladin,Obscubra,705,"6,133",Drome Score,0
920,Xuliao Overlure,Royal Paladin,Belobra,1553,"6,133",Drome Score,0
922,Robin Schud,Royal Paladin,Nevia,676,"6,132",Drome Score,0
923,Uchiha Dono Tornabra,Master Sorcerer,Tornabra,1698,"6,131",Drome Score,0
924,Thiago Toaled,Master Sorcerer,Kalibra,943,"6,128",Drome Score,0
925,Lacerator,Elite Knight,Inabra,1332,"6,123",Drome Score,0
926,Sir Dryn,Royal Paladin,Bona,984,"6,121",Drome Score,0
927,Duans,Elder Druid,Gladibra,511,"6,119",Drome Score,0
927,Maatka,Master Sorcerer,Secura,1691,"6,119",Drome Score,0
929,Mell,Elite Knight,Astera,1333,"6,118",Drome Score,0
930,Dudodix,Master Sorcerer,Ferobra,1699,"6,109",Drome Score,0
931,Curse Psion,Master Sorcerer,Secura,873,"6,108",Drome Score,0
932,Aitch Tee Knight,Elite Knight,Luminera,795,"6,107",Drome Score,0
932,Gabz Implacavel,Royal Paladin,Collabra,1947,"6,107",Drome Score,0
932,Goutheer,Royal Paladin,Celebra,1801,"6,107",Drome Score,0
935,Prizs,Royal Paladin,Kalibra,1315,"6,106",Drome Score,0
936,Danibolt,Royal Paladin,Antica,1377,"6,104",Drome Score,0
936,Luucask,Elder Druid,Secura,1544,"6,104",Drome Score,0
938,Avasalador,Elder Druid,Kalibra,1618,"6,103",Drome Score,0
939,Kokobolo,Elite Knight,Harmonia,903,"6,100",Drome Score,0
939,Ney Lucifer,Elder Druid,Pacera,824,"6,100",Drome Score,0
941,Nyghtz,Royal Paladin,Yonabra,1989,"6,099",Drome Score,0
942,Draco Uchiha,Elite Knight,Collabra,2129,"6,096",Drome Score,0
942,Many Mern,Elder Druid,Secura,983,"6,096",Drome Score,0
942,Ston Evil,Elite Knight,Serdebra,1124,"6,096",Drome Score,0
945,Kate Walker,Elite Knight,Nevia,1291,"6,094",Drome Score,0
946,Ewaldo lee,Elite Knight,Ferobra,1225,"6,093",Drome Score,0
946,Kerothy,Elite Knight,Inabra,709,"6,093",Drome Score,0
946,Maxigashi,Elite Knight,Secura,1114,"6,093",Drome Score,0
946,Mbeer,Master Sorcerer,Ustebra,1566,"6,093",Drome Score,0
950,Sica Panzer,Elite Knight,Celebra,1454,"6,086",Drome Score,0
951,Fernando Warloyalty,Royal Paladin,Gladibra,1397,"6,085",Drome Score,0
951,Just keep going,Royal Paladin,Rasteibra,1494,"6,085",Drome Score,0
951,Maggical,Master Sorcerer,Gravitera,1511,"6,085",Drome Score,0
954,Toxic Ghost Esecee,Master Sorcerer,Havera,2047,"6,082",Drome Score,0
955,Gi Gryffindor,Royal Paladin,Peloria,1075,"6,080",Drome Score,0
955,Wizard Mago,Master Sorcerer,Antica,867,"6,080",Drome Score,0
957,Ayeevi,Master Sorcerer,Refugia,863,"6,078",Drome Score,0
957,Mlody Bob,Royal Paladin,Bona,748,"6,078",Drome Score,0
959,Myth Herus,Elder Druid,Ombra,1705,"6,077",Drome Score,0
960,Gata Vitoria,Elite Knight,Yonabra,1388,"6,075",Drome Score,0
961,Paladin Tavok,Royal Paladin,Nefera,1269,"6,074",Drome Score,0
961,Skyllaw,Elite Knight,Honbra,1053,"6,074",Drome Score,0
963,Kisiel Grillowany,Elite Knight,Premia,1268,"6,069",Drome Score,0
964,Gunnarz,Elite Knight,Jadebra,982,"6,067",Drome Score,0
965,Princess Ann,Elder Druid,Calmera,754,"6,066",Drome Score,0
966,Madara Darkness,Elder Druid,Quelibra,819,"6,065",Drome Score,0
967,Qelly,Master Sorcerer,Antica,691,"6,059",Drome Score,0
968,Drash Unknown,Elite Knight,Belobra,1561,"6,058",Drome Score,0
969,Bartanky,Elite Knight,Tornabra,1182,"6,056",Drome Score,0
970,Vesx,Elder Druid,Belobra,1583,"6,053",Drome Score,0
971,Vataryel Godlike,Elite Knight,Issobra,1453,"6,052",Drome Score,0
972,Ed Maravilha,Elder Druid,Ustebra,1493,"6,049",Drome Score,0
973,Jarpi,Elder Druid,Zuna,932,"6,043",Drome Score,0
974,Victor Kriminal,Elder Druid,Talera,916,"6,037",Drome Score,0
975,Ma rianne,Elder Druid,Yonabra,1147,"6,035",Drome Score,0
976,Fok,Royal Paladin,Secura,1540,"6,034",Drome Score,0
976,Rii car do,Elder Druid,Luminera,1699,"6,034",Drome Score,0
978,Lime Layer,Elite Knight,Refugia,406,"6,033",Drome Score,0
979,Elite Borgex,Elite Knight,Monza,1710,"6,032",Drome Score,0
980,Axbin,Master Sorcerer,Astera,2068,"6,027",Drome Score,0
981,Sorin Vilao,Master Sorcerer,Ourobra,1675,"6,024",Drome Score,0
981,Wojjtekk,Royal Paladin,Vunira,1261,"6,024",Drome Score,0
983,Halinux,Royal Paladin,Peloria,408,"6,017",Drome Score,0
984,Tejow Corporation,Elite Knight,Issobra,2553,"6,015",Drome Score,0
985,Sorceror King,Master Sorcerer,Antica,550,"6,014",Drome Score,0
986,Abel Shaene,Elder Druid,Ustebra,1765,"6,012",Drome Score,0
987,Porcino,Royal Paladin,Talera,1015,"6,011",Drome Score,0
987,Zythnoct,Elite Knight,Quidera,487,"6,011",Drome Score,0
989,Naom,Elder Druid,Secura,848,"6,010",Drome Score,0
990,Nyxtrik Makai,Elder Druid,Ustebra,1580,"6,005",Drome Score,0
991,Mausz,Elite Knight,Tornabra,1010,"6,004",Drome Score,0
992,Mystic Glance,Elder Druid,Vunira,1207,"6,003",Drome Score,0
993,Memento Mori Marius,Master Sorcerer,Esmera,775,"5,999",Drome Score,0
994,Bijou Kidi,Elder Druid,Antica,830,"5,997",Drome Score,0
994,Ryquazz,Elite Knight,Calmera,1076,"5,997",Drome Score,0
996,Rubenos,Elite Knight,Nevia,992,"5,996",Drome Score,0
997,Courage Kruziox,Master Sorcerer,Nevia,1583,"5,995",Drome Score,0
997,Kanzerbero,Elite Knight,Quintera,1155,"5,995",Drome Score,0
999,Ciupoga,Master Sorcerer,Monza,384,"5,994",Drome Score,0
1000,Title Taker,Knight,Talera,669,"5,992",Drome Score,0
