,rank,name,world,vocation,level,experience,world_type,updated_at
10682,10683,Go Zu,monstera,elite knight,613,3809966271,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10683,10684,Mandatory Vackcine,monstera,knight,613,3807029126,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10684,10685,Pimba knight,lutabra,elite knight,613,3804312869,Retro Open PvP,2026-01-26 19:02:58.360767
10685,10686,Czarlover Radziu,peloria,exalted monk,613,3803087142,Open PvP,2026-01-26 19:02:58.360767
10686,10687,The Avatar,calmera,exalted monk,613,3802870135,Optional PvP,2026-01-26 19:02:58.360767
10687,10688,Sky Knightz,eclipta,knight,612,3800009679,Retro Open PvP,2026-01-26 19:02:58.360767
10688,10689,Mnich Najkon,descubra,exalted monk,612,3799049828,Optional PvP,2026-01-26 19:02:58.360767
10689,10690,Itz Attorii,celesta,exalted monk,612,3796639492,Optional PvP,2026-01-26 19:02:58.360767
10690,10691,Nika De Luffy,monza,exalted monk,612,3796460391,Optional PvP,2026-01-26 19:02:58.360767
10691,10692,Zyphya,epoca,royal paladin,612,3794756371,Retro Open PvP,2026-01-26 19:02:58.360767
10692,10693,Drunk Saul Brothel,kalanta,exalted monk,612,3791709038,Optional PvP,2026-01-26 19:02:58.360767
10693,10694,Queiroga Relaxado,eclipta,elder druid,612,3790351818,Retro Open PvP,2026-01-26 19:02:58.360767
10694,10695,Terrivel Moove,terribra,master sorcerer,612,3785317327,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10695,10696,Shiine Reaper,nevia,exalted monk,612,3784699244,Optional PvP,2026-01-26 19:02:58.360767
10696,10697,Legend Erik,terribra,elder druid,612,3784130378,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10697,10698,Atusian Palunwis,quidera,exalted monk,612,3783182139,Open PvP,2026-01-26 19:02:58.360767
10698,10699,Uraru,epoca,druid,611,3781388155,Retro Open PvP,2026-01-26 19:02:58.360767
10699,10700,Nublemas,quidera,exalted monk,611,3781375534,Open PvP,2026-01-26 19:02:58.360767
10700,10701,Ibaa Haz,retalia,master sorcerer,611,3780895692,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10701,10702,Fury Paraiba,terribra,druid,611,3779946887,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10702,10703,Cloudstride,epoca,exalted monk,611,3779672020,Retro Open PvP,2026-01-26 19:02:58.360767
10703,10704,Seikatsu,terribra,royal paladin,611,3779497219,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10704,10705,Eder Cifer,firmera,elite knight,611,3777602584,Retro Open PvP,2026-01-26 19:02:58.360767
10705,10706,Onda galuda cheirosa,terribra,elder druid,611,3776005105,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10706,10707,Gnik Zork,inabra,exalted monk,611,3775143447,Open PvP,2026-01-26 19:02:58.360767
10707,10708,Adamaven,bravoria,exalted monk,611,3774879387,Optional PvP,2026-01-26 19:02:58.360767
10708,10709,Sentox On Fire,penumbra,elite knight,611,3774847558,Retro Open PvP,2026-01-26 19:02:58.360767
10709,10710,Detkiss,terribra,royal paladin,611,3774841474,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10710,10711,Shaulim,collabra,exalted monk,611,3774677339,Optional PvP,2026-01-26 19:02:58.360767
10711,10712,Lucas Cold Heart,retalia,royal paladin,611,3771456445,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10712,10713,Mby Zeus,retalia,elder druid,611,3765803034,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10713,10714,Wizz Chinley,lutabra,elder druid,610,3763882498,Retro Open PvP,2026-01-26 19:02:58.360767
10714,10715,Warmago,monstera,elder druid,610,3763431058,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10715,10716,Ruhtra Hero,quintera,exalted monk,610,3762704301,Open PvP,2026-01-26 19:02:58.360767
10716,10717,Its Easy,ustebra,exalted monk,610,3761291683,Optional PvP,2026-01-26 19:02:58.360767
10717,10718,Chrizz,zunera,royal paladin,610,3759340231,Hardcore PvP,2026-01-26 19:02:58.360767
10718,10719,Retro Tillear,retalia,master sorcerer,610,3759263931,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10719,10720,Fafon Bomm,lutabra,paladin,610,3758692229,Retro Open PvP,2026-01-26 19:02:58.360767
10720,10721,Huuxd,terribra,druid,610,3758161788,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10721,10722,Elesant Bero,sombra,royal paladin,610,3757746368,Retro Open PvP,2026-01-26 19:02:58.360767
10722,10723,Gurizinho Kamikaze,luzibra,exalted monk,610,3757363150,Optional PvP,2026-01-26 19:02:58.360767
10723,10724,Edilaine Mulher,terribra,druid,610,3757177726,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10724,10725,Shaolin Beam,kalibra,exalted monk,610,3756299763,Optional PvP,2026-01-26 19:02:58.360767
10725,10726,Jefinhow Netdown,terribra,royal paladin,610,3756272697,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10726,10727,Don Honorio,firmera,elite knight,610,3755457738,Retro Open PvP,2026-01-26 19:02:58.360767
10727,10728,Phlopes,terribra,sorcerer,610,3755025540,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10728,10729,Ai Messi,kalibra,exalted monk,610,3752847885,Optional PvP,2026-01-26 19:02:58.360767
10729,10730,Bibbidi,firmera,druid,610,3752143696,Retro Open PvP,2026-01-26 19:02:58.360767
10730,10731,Selifist,nefera,exalted monk,610,3751521280,Optional PvP,2026-01-26 19:02:58.360767
10731,10732,Comeia Inssdavovo,gladibra,royal paladin,610,3750886448,Retro Open PvP,2026-01-26 19:02:58.360767
10732,10733,Blue Kebab,epoca,master sorcerer,610,3749529870,Retro Open PvP,2026-01-26 19:02:58.360767
10733,10734,Uandxz,monstera,elite knight,610,3748201474,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10734,10735,Legend Rodrigo,terribra,royal paladin,610,3748093666,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10735,10736,Hosth,retalia,elite knight,610,3747378117,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10736,10737,King Viny,belobra,exalted monk,610,3746242404,Optional PvP,2026-01-26 19:02:58.360767
10737,10738,Meloxk,xyla,exalted monk,609,3744171747,Open PvP,2026-01-26 19:02:58.360767
10738,10739,Arbo Nida,lutabra,elite knight,609,3741278183,Retro Open PvP,2026-01-26 19:02:58.360767
10739,10740,Ek Cal,terribra,elite knight,609,3740523565,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10740,10741,Elijah Wo,sombra,royal paladin,609,3739353276,Retro Open PvP,2026-01-26 19:02:58.360767
10741,10742,Jebbe Gotya,retalia,elder druid,609,3735150738,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10742,10743,Luis Amego Segarro,monstera,druid,609,3734050775,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10743,10744,Mnich Najkon,dia,exalted monk,609,3733684703,Optional PvP,2026-01-26 19:02:58.360767
10744,10745,Tauttau,jadebra,exalted monk,609,3733628190,Open PvP,2026-01-26 19:02:58.360767
10745,10746,Moni Lasai,epoca,druid,609,3732771291,Retro Open PvP,2026-01-26 19:02:58.360767
10746,10747,Screen Off,lobera,exalted monk,609,3731861062,Open PvP,2026-01-26 19:02:58.360767
10747,10748,Kingz Seni,monstera,exalted monk,609,3731792415,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10748,10749,Torak Awesome,zuna,royal paladin,609,3730569840,Hardcore PvP,2026-01-26 19:02:58.360767
10749,10750,Rasha,retalia,elite knight,609,3729814742,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10750,10751,Player Blackbelt,eclipta,knight,609,3729417933,Retro Open PvP,2026-01-26 19:02:58.360767
10751,10752,Amfusia,zunera,elder druid,609,3729412675,Hardcore PvP,2026-01-26 19:02:58.360767
10752,10753,Monnge,dia,exalted monk,609,3728828009,Optional PvP,2026-01-26 19:02:58.360767
10753,10754,Phaelzenho,terribra,master sorcerer,609,3728607419,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10754,10755,Duh Magnus,lutabra,master sorcerer,609,3728413287,Retro Open PvP,2026-01-26 19:02:58.360767
10755,10756,Nescau Concentrado,etebra,exalted monk,609,3728116248,Optional PvP,2026-01-26 19:02:58.360767
10756,10757,Nassauer,firmera,druid,609,3727883834,Retro Open PvP,2026-01-26 19:02:58.360767
10757,10758,Exalted Luis,tornabra,exalted monk,608,3726604077,Open PvP,2026-01-26 19:02:58.360767
10758,10759,Frosst Aesir,retalia,royal paladin,608,3725953049,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10759,10760,Mooda Zylla,monstera,elder druid,608,3725027723,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10760,10761,Blue Lack,firmera,elite knight,608,3724738712,Retro Open PvP,2026-01-26 19:02:58.360767
10761,10762,Lindoso Fragador,lutabra,paladin,608,3724229648,Retro Open PvP,2026-01-26 19:02:58.360767
10762,10763,Mandatory Namechangei,monstera,master sorcerer,608,3722814881,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10763,10764,Xarplin de Libera,terribra,royal paladin,608,3719865494,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10764,10765,Mandatory Namechagen,monstera,elder druid,608,3719008118,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10765,10766,Chino Atreides,monstera,elder druid,608,3717811555,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10766,10767,Irtansris,jadebra,exalted monk,608,3716526812,Open PvP,2026-01-26 19:02:58.360767
10767,10768,Ereh Tiab,retalia,master sorcerer,608,3715719055,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10768,10769,Bolo De Vrie,eclipta,royal paladin,608,3714050067,Retro Open PvP,2026-01-26 19:02:58.360767
10769,10770,Shanks Lannister,tempestera,knight,608,3713129253,Retro Open PvP,2026-01-26 19:02:58.360767
10770,10771,Gherg,retalia,royal paladin,608,3712593062,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10771,10772,Bachellor Farm,firmera,elite knight,608,3711956707,Retro Open PvP,2026-01-26 19:02:58.360767
10772,10773,Bombinha Retro Manndaa,tempestera,royal paladin,608,3711621173,Retro Open PvP,2026-01-26 19:02:58.360767
10773,10774,Joaozinho da Paulinha,monstera,elite knight,608,3711567238,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10774,10775,Joe The Monk,jadebra,exalted monk,608,3710691906,Open PvP,2026-01-26 19:02:58.360767
10775,10776,Littlebit,zuna,master sorcerer,608,3710517988,Hardcore PvP,2026-01-26 19:02:58.360767
10776,10777,Primo Gaiolexz,terribra,elder druid,608,3710266938,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10777,10778,Madam Emita,monstera,royal paladin,607,3708971311,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10778,10779,Elite Bruno,terribra,elite knight,607,3708600902,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10779,10780,Jamantrinha,yubra,exalted monk,607,3707330382,Optional PvP,2026-01-26 19:02:58.360767
10780,10781,Ilya Sergeyevich,retalia,elite knight,607,3705593250,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10781,10782,Feliiipao Macae,gladibra,paladin,607,3704969805,Retro Open PvP,2026-01-26 19:02:58.360767
10782,10783,Shireling,monstera,exalted monk,607,3702660110,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10783,10784,Val Khol,monstera,royal paladin,607,3702467278,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10784,10785,Xhapzz Paliteiro,gladibra,royal paladin,607,3698287928,Retro Open PvP,2026-01-26 19:02:58.360767
10785,10786,Waviest Wave,zunera,master sorcerer,607,3697854538,Hardcore PvP,2026-01-26 19:02:58.360767
10786,10787,Rasor Elderleaf,monstera,elder druid,607,3697764469,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10787,10788,Killmatic Warbeast,tempestera,master sorcerer,607,3697596991,Retro Open PvP,2026-01-26 19:02:58.360767
10788,10789,Morrah,retalia,knight,607,3695936488,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10789,10790,Deusebra Danadinho,honbra,exalted monk,607,3694894670,Open PvP,2026-01-26 19:02:58.360767
10790,10791,Kaozhi,lobera,exalted monk,607,3694812383,Open PvP,2026-01-26 19:02:58.360767
10791,10792,Murknboy,zunera,master sorcerer,607,3693453591,Hardcore PvP,2026-01-26 19:02:58.360767
10792,10793,Draken Don Diego,eclipta,master sorcerer,607,3692347931,Retro Open PvP,2026-01-26 19:02:58.360767
10793,10794,Zetrix,refugia,exalted monk,607,3691692426,Optional PvP,2026-01-26 19:02:58.360767
10794,10795,Gamez the Dragonfist,calmera,exalted monk,607,3691372370,Optional PvP,2026-01-26 19:02:58.360767
10795,10796,Papryka Jab,dia,exalted monk,607,3691325219,Optional PvP,2026-01-26 19:02:58.360767
10796,10797,Xav vio,eclipta,master sorcerer,607,3690894805,Retro Open PvP,2026-01-26 19:02:58.360767
10797,10798,Terrivel Terrivel,terribra,master sorcerer,606,3688250377,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10798,10799,Skymonk,yubra,exalted monk,606,3687987573,Optional PvP,2026-01-26 19:02:58.360767
10799,10800,Spices,antica,exalted monk,606,3684119664,Open PvP,2026-01-26 19:02:58.360767
10800,10801,Retroramdom Guy Dillon,firmera,elder druid,606,3682163818,Retro Open PvP,2026-01-26 19:02:58.360767
10801,10802,Ing Kalatze,tempestera,knight,606,3680391378,Retro Open PvP,2026-01-26 19:02:58.360767
10802,10803,Gontas,secura,exalted monk,606,3678661470,Optional PvP,2026-01-26 19:02:58.360767
10803,10804,Pinkster,monstera,royal paladin,606,3678392970,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10804,10805,Shamanzz,eclipta,elder druid,606,3678051236,Retro Open PvP,2026-01-26 19:02:58.360767
10805,10806,Mandatory Namechangezz,monstera,druid,606,3676785361,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10806,10807,Tolga Goldberg,retalia,royal paladin,606,3676565571,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10807,10808,Metal Storn,zuna,elder druid,605,3670928828,Hardcore PvP,2026-01-26 19:02:58.360767
10808,10809,Viccasz,firmera,elite knight,605,3665487466,Retro Open PvP,2026-01-26 19:02:58.360767
10809,10810,Kralj Josip,epoca,royal paladin,605,3663420192,Retro Open PvP,2026-01-26 19:02:58.360767
10810,10811,Uzurpator Comentator,monstera,elite knight,605,3661650432,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10811,10812,Lagged King,zuna,elite knight,605,3660753345,Hardcore PvP,2026-01-26 19:02:58.360767
10812,10813,Kiver Navamil,gentebra,exalted monk,605,3660718947,Optional PvP,2026-01-26 19:02:58.360767
10813,10814,Xeckem,monstera,royal paladin,605,3659231724,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10814,10815,Elizabeth Petrovna,retalia,elder druid,605,3659195482,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10815,10816,Mittilistan Willvero,retalia,master sorcerer,605,3658562877,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10816,10817,Aka Miikii,zuna,elite knight,605,3658223416,Hardcore PvP,2026-01-26 19:02:58.360767
10817,10818,Mittzuuru,retalia,royal paladin,605,3658177027,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10818,10819,Kapitan Kubota,epoca,royal paladin,605,3657741611,Retro Open PvP,2026-01-26 19:02:58.360767
10819,10820,Kaelen Veyra,refugia,exalted monk,605,3655113922,Optional PvP,2026-01-26 19:02:58.360767
10820,10821,Lucas Faslodex,lutabra,royal paladin,605,3654530573,Retro Open PvP,2026-01-26 19:02:58.360767
10821,10822,Hye Sun,lutabra,paladin,604,3653813373,Retro Open PvP,2026-01-26 19:02:58.360767
10822,10823,Smithy Werbenjergen Manjensen,monstera,royal paladin,604,3650893599,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10823,10824,Shidden Imbativel,gladibra,elder druid,604,3649592886,Retro Open PvP,2026-01-26 19:02:58.360767
10824,10825,Senhor Catupera,terribra,royal paladin,604,3648999349,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10825,10826,Zielony Rangers,epoca,royal paladin,604,3648079549,Retro Open PvP,2026-01-26 19:02:58.360767
10826,10827,Trixxxia,zunera,paladin,604,3645872030,Hardcore PvP,2026-01-26 19:02:58.360767
10827,10828,Checho Checho,firmera,elder druid,604,3645383681,Retro Open PvP,2026-01-26 19:02:58.360767
10828,10829,Nala Daven,gladibra,elite knight,604,3644577835,Retro Open PvP,2026-01-26 19:02:58.360767
10829,10830,Godfreekk Retrorp,tempestera,royal paladin,604,3643686394,Retro Open PvP,2026-01-26 19:02:58.360767
10830,10831,Polho Retro,gladibra,sorcerer,604,3641607159,Retro Open PvP,2026-01-26 19:02:58.360767
10831,10832,Navicat,gentebra,exalted monk,604,3639393223,Optional PvP,2026-01-26 19:02:58.360767
10832,10833,Abaran,firmera,master sorcerer,604,3639112984,Retro Open PvP,2026-01-26 19:02:58.360767
10833,10834,Chaos Obliverator,lutabra,knight,604,3637055237,Retro Open PvP,2026-01-26 19:02:58.360767
10834,10835,Mandatory Namechanges,monstera,master sorcerer,604,3636615085,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10835,10836,Krabanzinho,terribra,royal paladin,603,3634924177,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10836,10837,El Go,epoca,elite knight,603,3634652111,Retro Open PvP,2026-01-26 19:02:58.360767
10837,10838,Shaka windstrike,firmera,knight,603,3633700258,Retro Open PvP,2026-01-26 19:02:58.360767
10838,10839,Demzy Pizza,retalia,knight,603,3633587395,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10839,10840,Zephus Nexus,pacera,exalted monk,603,3630942570,Optional PvP,2026-01-26 19:02:58.360767
10840,10841,Konig Eisenhand,terribra,elder druid,603,3630824951,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10841,10842,Eslyp,lutabra,royal paladin,603,3630721619,Retro Open PvP,2026-01-26 19:02:58.360767
10842,10843,Viklund Shadowfist,antica,exalted monk,603,3628690690,Open PvP,2026-01-26 19:02:58.360767
10843,10844,Monktorsito,xymera,exalted monk,603,3627508700,Open PvP,2026-01-26 19:02:58.360767
10844,10845,Bragao Padroton,firmera,elite knight,603,3627460105,Retro Open PvP,2026-01-26 19:02:58.360767
10845,10846,Monkanasz,unebra,exalted monk,603,3625887357,Open PvP,2026-01-26 19:02:58.360767
10846,10847,Monsieur Szwajcar,monstera,royal paladin,603,3624534893,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10847,10848,Lilith Flor,lutabra,druid,603,3622608262,Retro Open PvP,2026-01-26 19:02:58.360767
10848,10849,Michelikiz Frustracoitado,sombra,knight,603,3620864210,Retro Open PvP,2026-01-26 19:02:58.360767
10849,10850,Rey Fernando,ourobra,exalted monk,603,3620313947,Open PvP,2026-01-26 19:02:58.360767
10850,10851,Bicao Ondeta Temconfusao,gladibra,knight,603,3620129966,Retro Open PvP,2026-01-26 19:02:58.360767
10851,10852,Bo Musialem Zmienic,peloria,exalted monk,603,3618165716,Open PvP,2026-01-26 19:02:58.360767
10852,10853,Castaldii,terribra,elite knight,602,3617143408,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10853,10854,Connermcraigor,zunera,druid,602,3616399709,Hardcore PvP,2026-01-26 19:02:58.360767
10854,10855,Kaako Zica,terribra,elite knight,602,3615670714,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10855,10856,Nit Suga,tempestera,elite knight,602,3615408423,Retro Open PvP,2026-01-26 19:02:58.360767
10856,10857,Mavuck,epoca,paladin,602,3615331316,Retro Open PvP,2026-01-26 19:02:58.360767
10857,10858,Deusebra Miaumiau,honbra,exalted monk,602,3613021583,Open PvP,2026-01-26 19:02:58.360767
10858,10859,Cristiano Ronaldinhoo,secura,exalted monk,602,3610668954,Optional PvP,2026-01-26 19:02:58.360767
10859,10860,The kuromi,astera,exalted monk,602,3610058341,Optional PvP,2026-01-26 19:02:58.360767
10860,10861,Alemao Grower,sombra,royal paladin,602,3609999283,Retro Open PvP,2026-01-26 19:02:58.360767
10861,10862,Wayne Padroton,zunera,royal paladin,602,3609728252,Hardcore PvP,2026-01-26 19:02:58.360767
10862,10863,Deg as,eclipta,royal paladin,602,3608248262,Retro Open PvP,2026-01-26 19:02:58.360767
10863,10864,Shocklo Retro Manda,zuna,elder druid,602,3607684977,Hardcore PvP,2026-01-26 19:02:58.360767
10864,10865,Bigabeel Druid,zuna,elder druid,602,3607340823,Hardcore PvP,2026-01-26 19:02:58.360767
10865,10866,Tatan Gushart,retalia,druid,602,3607069876,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10866,10867,Filme Repetido,terribra,elder druid,602,3606025673,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10867,10868,Sankywz,solidera,exalted monk,602,3604598678,Open PvP,2026-01-26 19:02:58.360767
10868,10869,Legend Icean,retalia,elite knight,602,3602085699,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10869,10870,Amigo da Janete,lutabra,master sorcerer,602,3601972712,Retro Open PvP,2026-01-26 19:02:58.360767
10870,10871,Gibbox Reborn,victoris,exalted monk,602,3600867105,Open PvP,2026-01-26 19:02:58.360767
10871,10872,Wakka Devious,firmera,royal paladin,602,3600054812,Retro Open PvP,2026-01-26 19:02:58.360767
10872,10873,Sir Inmortal,firmera,paladin,601,3596917382,Retro Open PvP,2026-01-26 19:02:58.360767
10873,10874,Ultiimattum,terribra,druid,601,3595560248,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10874,10875,Elan Striker,stralis,exalted monk,601,3594357132,Optional PvP,2026-01-26 19:02:58.360767
10875,10876,Clint Wardogs,terribra,knight,601,3591917707,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10876,10877,Binex Zklanu,retalia,druid,601,3591659997,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10877,10878,Combo Dinheiro Infinito,gladibra,master sorcerer,601,3591221781,Retro Open PvP,2026-01-26 19:02:58.360767
10878,10879,Elite Rozzetti,terribra,elite knight,601,3590323967,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10879,10880,Zlin Zlin,epoca,royal paladin,601,3590045365,Retro Open PvP,2026-01-26 19:02:58.360767
10880,10881,Luffy Of King,retalia,elite knight,601,3589474316,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10881,10882,Fallen Joker,lutabra,druid,601,3589064620,Retro Open PvP,2026-01-26 19:02:58.360767
10882,10883,Flechita On Fire,penumbra,royal paladin,601,3586821433,Retro Open PvP,2026-01-26 19:02:58.360767
10883,10884,Maarbella,monstera,paladin,601,3586491255,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10884,10885,Tito con stamina,epoca,elite knight,601,3584883753,Retro Open PvP,2026-01-26 19:02:58.360767
10885,10886,Judas Poderoso,sombra,elder druid,601,3584537328,Retro Open PvP,2026-01-26 19:02:58.360767
10886,10887,Arkho Tep,lutabra,elite knight,601,3583852910,Retro Open PvP,2026-01-26 19:02:58.360767
10887,10888,Not Prunk,retalia,elder druid,601,3582723725,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10888,10889,Shermz Otarado,terribra,elder druid,601,3582282528,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10889,10890,Thuda Holfmot,retalia,elite knight,600,3580823187,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10890,10891,Druid Maldito,firmera,elder druid,600,3579805577,Retro Open PvP,2026-01-26 19:02:58.360767
10891,10892,Taneds Girlfriend,monstera,elder druid,600,3579622773,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10892,10893,Michelillo Stormborn,tempestera,elder druid,600,3579385242,Retro Open PvP,2026-01-26 19:02:58.360767
10893,10894,Vitao zenho,sombra,elder druid,600,3578139292,Retro Open PvP,2026-01-26 19:02:58.360767
10894,10895,Skadi Skullsplitter,epoca,elite knight,600,3575722756,Retro Open PvP,2026-01-26 19:02:58.360767
10895,10896,Cain Poderoso,sombra,elder druid,600,3575183709,Retro Open PvP,2026-01-26 19:02:58.360767
10896,10897,Relentless Zokh,retalia,elder druid,600,3574945625,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10897,10898,Mighty Kwasior,retalia,master sorcerer,600,3574222317,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10898,10899,Carlinha Pipoca,gentebra,exalted monk,600,3569936090,Optional PvP,2026-01-26 19:02:58.360767
10899,10900,Arch Angelos,firmera,elite knight,600,3569328840,Retro Open PvP,2026-01-26 19:02:58.360767
10900,10901,Ponnguinho,terribra,knight,600,3568819008,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10901,10902,Stormraven,bona,exalted monk,600,3568387343,Optional PvP,2026-01-26 19:02:58.360767
10902,10903,Matiaszimm,monstera,elder druid,600,3567971463,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10903,10904,Mnich Glaukos,nevia,exalted monk,600,3565917853,Optional PvP,2026-01-26 19:02:58.360767
10904,10905,Pechis Ironside,kalimera,exalted monk,600,3564251615,Optional PvP,2026-01-26 19:02:58.360767
10905,10906,Matreva,eclipta,royal paladin,600,3564224924,Retro Open PvP,2026-01-26 19:02:58.360767
10906,10907,Highelo Alonso,monstera,knight,600,3564192756,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10907,10908,Junin Stoon,zunera,druid,599,3562203365,Hardcore PvP,2026-01-26 19:02:58.360767
10908,10909,Kruger Sama,quidera,exalted monk,599,3562096524,Open PvP,2026-01-26 19:02:58.360767
10909,10910,Dan off Odin,lutabra,elite knight,599,3561130319,Retro Open PvP,2026-01-26 19:02:58.360767
10910,10911,Lewah,eclipta,exalted monk,599,3559126404,Retro Open PvP,2026-01-26 19:02:58.360767
10911,10912,Rasell Xuxuh,tempestera,elite knight,599,3558846046,Retro Open PvP,2026-01-26 19:02:58.360767
10912,10913,Magico Druida,zunera,elder druid,599,3556756176,Hardcore PvP,2026-01-26 19:02:58.360767
10913,10914,Pietro Tank,lutabra,elite knight,599,3554887964,Retro Open PvP,2026-01-26 19:02:58.360767
10914,10915,Rastta Cryze,lutabra,royal paladin,599,3552418176,Retro Open PvP,2026-01-26 19:02:58.360767
10915,10916,Kirshoo,eclipta,elder druid,599,3551697451,Retro Open PvP,2026-01-26 19:02:58.360767
10916,10917,Apollo Arcanisty,eclipta,royal paladin,599,3549126386,Retro Open PvP,2026-01-26 19:02:58.360767
10917,10918,Big Daddy Para,zunera,elder druid,598,3544972081,Hardcore PvP,2026-01-26 19:02:58.360767
10918,10919,Mandatory Vaccciinneiee,firmera,elder druid,598,3544200210,Retro Open PvP,2026-01-26 19:02:58.360767
10919,10920,Bumbun,yovera,exalted monk,598,3543477205,Optional PvP,2026-01-26 19:02:58.360767
10920,10921,Gua Monk,refugia,exalted monk,598,3540358558,Optional PvP,2026-01-26 19:02:58.360767
10921,10922,The Obscurity,monstera,paladin,598,3540201082,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10922,10923,Caipira Medonho,terribra,elder druid,598,3535817601,Retro Hardcore PvP,2026-01-26 19:02:58.360767
10923,10924,Douri,epoca,master sorcerer,598,3535541821,Retro Open PvP,2026-01-26 19:02:58.360767
10924,10925,Kamikaze Involuntario,sombra,elder druid,598,3534178341,Retro Open PvP,2026-01-26 19:02:58.360767
10925,10926,Beto Ramon,tempestera,elder druid,598,3533028601,Retro Open PvP,2026-01-26 19:02:58.360767
10926,10927,Zerofist,calmera,exalted monk,598,3529601006,Optional PvP,2026-01-26 19:02:58.360767
10927,10928,Smokkeey,zuna,paladin,597,3523822717,Hardcore PvP,2026-01-26 19:02:58.360767
10928,10929,Warjaty Fajner,monstera,knight,597,3523644632,Retro Hardcore PvP,2026-01-26 19:02:58.360767
