,name,world,skill_name,vocation,skill_level,updated_at
3875,Fouls Souls,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3876,Gahedore,pacera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
3877,Galganek,pacera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
3878,Gandalf Elenion,pacera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
3879,Ghosstman,pacera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
3880,Girl of Club,pacera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
3881,Gohanoski,pacera,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
3882,Great Club,pacera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
3883,Grizo,pacera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
3884,Hektic Troll,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3885,Hendrik,pacera,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
3886,Henrisen,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3887,Hunter Cent,pacera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
3888,Hunter of Dragoes,pacera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
3889,Ichinose Kazuyaa,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3890,Infernal Josias,pacera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
3891,Insane Sleipnir,pacera,Shielding,elite knight,124,2026-01-26 19:04:26.054883
3892,Invalid Monk,pacera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
3893,Isatalac Calatasi,pacera,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
3894,Iskizytu,pacera,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
3895,Itz Yevob,pacera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
3896,Izamac Camazi,pacera,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
3897,Jeff Ramones,pacera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
3898,Julij Mineikbler,pacera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
3899,Karnopp de Pacera,pacera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
3900,Kasus olin,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3901,Kouga de Pegasos,pacera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
3902,Kyosol,pacera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
3903,Lael Berserk,pacera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
3904,Lakomczuch,pacera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
3905,Lamoon Knight,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3906,Lifoxe,pacera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
3907,Lil Tempo,pacera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
3908,Lord Conan,pacera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
3909,Lord Musashii,pacera,Sword Fighting,elite knight,137,2026-01-26 19:04:26.054883
3910,Loublie,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3911,Lovedek,pacera,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
3912,Lulatz,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3913,Marumbon,pacera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3914,Master Lotus,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3915,Master el chulo,pacera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
3916,Mfap,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3917,Mitus Snow,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3918,Mixleth,pacera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
3919,Mixmonk,pacera,Fist Fighting,exalted monk,122,2026-01-26 19:04:26.054883
3920,Mord the Archer,pacera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3921,Mord the Divine Warrior,pacera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
3922,Muffran Pro,pacera,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
3923,Muito Forte,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3924,Mullo,pacera,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
3925,Nameless Storm King,pacera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3926,Night Warqueen,pacera,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
3927,Niku Nesi,pacera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
3928,Nitroxx Zenshi,pacera,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
3929,Ohh Diosito,pacera,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
3930,Olem,pacera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3931,Over Kac,pacera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
3932,Ozkpro,pacera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3933,Paperhouse,pacera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
3934,Paty Terak,pacera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
3935,Peacefield,pacera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
3936,Princesa Samantha,pacera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
3937,Prismav,pacera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
3938,Raven Hayes,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3939,Rhazaya Silentstorm,pacera,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
3940,Rhyn Strius,pacera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
3941,Sacerdote Vodoo,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3942,Sakir Knight,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3943,Septon Shadow,pacera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
3944,Shadow liger,pacera,Sword Fighting,elite knight,144,2026-01-26 19:04:26.054883
3945,Shukster,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3946,Silence Slye,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3947,Sir Fenix Galaxy,pacera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
3948,Sir King Calvo,pacera,Club Fighting,elite knight,134,2026-01-26 19:04:26.054883
3949,Sira Araya,pacera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
3950,Smaug Pro,pacera,Club Fighting,elite knight,138,2026-01-26 19:04:26.054883
3951,Solar Diuk,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3952,Sore Surer,pacera,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
3953,Soulager,pacera,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
3954,Spills,pacera,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
3955,Squapo,pacera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
3956,Star Dan,pacera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3957,Szujin,pacera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
3958,Szuu,pacera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
3959,Tasca Hammerfury,pacera,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
3960,Teddy Hugger,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3961,Testarudo,pacera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
3962,Tezi Pro,pacera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
3963,The Golden,pacera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
3964,Thod Drapo,pacera,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
3965,Tiyoko,pacera,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
3966,Toasted Shao,pacera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
3967,Trishien,pacera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
3968,Tsunami Apopo,pacera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
3969,Tyna Teon,pacera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
3970,Typical Jeff,pacera,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
3971,Ultima Dose,pacera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3972,Ultimo Mendigo,pacera,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
3973,Unneferth,pacera,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
3974,Wiz The Mage,pacera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3975,Zephus Nexus,pacera,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
3976,Zoran Sidu,pacera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
3977,Acrosy,inabra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
3978,Allezinho Mau Carater,inabra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
3979,Almom,inabra,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
3980,Alucinathion,inabra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
3981,Alucinethor,inabra,Distance Fighting,royal paladin,143,2026-01-26 19:04:26.054883
3982,Anya Kharara,inabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3983,Aragorn Dargworth,inabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
3984,Ares Coldhands,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3985,Artista Economico,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3986,Baadam rynek,inabra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
3987,Bate Estacas,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
3988,Biduh Monk,inabra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
3989,Biellzinha,inabra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
3990,Bob Malokeiro,inabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3991,Brenim Bombao,inabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
3992,Capetao Dehat Denovo,inabra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
3993,Carlin Tadafilado,inabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
3994,Conde Danimax,inabra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
3995,Cros Bolt,inabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
3996,Dany Ellmagnifico,inabra,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
3997,Duff Bandidoo,inabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
3998,Duuuuh,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
3999,Elen Voon,inabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4000,Elgam'tcha,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4001,Ellmagnifinho Danynho,inabra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
4002,Elmagnifiko caballerodany,inabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4003,Exotico Knight,inabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4004,Felix Hastalo Infierno,inabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4005,Forasteira,inabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4006,Galvarg,inabra,Sword Fighting,elite knight,139,2026-01-26 19:04:26.054883
4007,Garoshi,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4008,Geramoo,inabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4009,Goku Deboxado Laplata,inabra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
4010,Gueroba Goiano,inabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4011,Haaka,inabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4012,Hansi,inabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4013,Hassuna,inabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4014,Heavy Ragequit,inabra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4015,Heyz zerp,inabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4016,Hussell Sindar,inabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4017,Ikki,inabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4018,Invictoor,inabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4019,Javitz,inabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4020,Josesitto,inabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4021,Jovenil,inabra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4022,Kaizen,inabra,Shielding,elite knight,124,2026-01-26 19:04:26.054883
4023,Kakarotowz,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4024,Kisame Gaiden,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4025,Koverox,inabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4026,Kratones,inabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4027,Kros Sous,inabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4028,Lacerator,inabra,Axe Fighting,elite knight,140,2026-01-26 19:04:26.054883
4029,Lanlan Daexplosao Tchakabum,inabra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
4030,Lecter,inabra,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
4031,Lichtsz,inabra,Magic Level,master sorcerer,139,2026-01-26 19:04:26.054883
4032,Lichtsz Rindodoboleto,inabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4033,Magnifik Danyshiny,inabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4034,Magnifik Ekdany,inabra,Sword Fighting,elite knight,142,2026-01-26 19:04:26.054883
4035,Magnifik Emperatordany,inabra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
4036,Magnifik Mnkdanny,inabra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
4037,Magnifikmonk Danny,inabra,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
4038,Mainztain,inabra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4039,Makayy,inabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4040,Makbraa,inabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4041,Marco Hood,inabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4042,Maskwuv Dragonwalt,inabra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4043,Mastermind Monk,inabra,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
4044,Max Sider,inabra,Club Fighting,elite knight,133,2026-01-26 19:04:26.054883
4045,Mondarius,inabra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
4046,Mudaimes Zicao,inabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4047,Naillowzin,inabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4048,Ness Kraveen,inabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4049,Nonstop Bruno,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4050,Oblivionrp,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4051,Ohlord Glock,inabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4052,Old Borjao,inabra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4053,Old Ozopan,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4054,Oloryon,inabra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
4055,Osio Yuya,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4056,Otaviul,inabra,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
4057,Pala Do Loko,inabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4058,Pauleta Champ,inabra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4059,Playfor Food,inabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4060,Ra ziel San,inabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4061,Remarkable Deco,inabra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
4062,Rodrigaaum,inabra,Distance Fighting,royal paladin,141,2026-01-26 19:04:26.054883
4063,Roorschach,inabra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4064,Rowdz,inabra,Axe Fighting,elite knight,140,2026-01-26 19:04:26.054883
4065,Royal Acadia,inabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4066,Sagrat,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4067,Semsd,inabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4068,Seven Ride,inabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4069,Shanks Strider,inabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4070,Shoockerzim,inabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4071,Skushy,inabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4072,Soiji,inabra,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
4073,Sorin Amarelou,inabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4074,Tataul,inabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4075,Thorid Iryak,inabra,Shielding,elite knight,123,2026-01-26 19:04:26.054883
4076,Turco Loko,inabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4077,Val Die,inabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4078,Van Paraiba,inabra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
4079,Viiniis,inabra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4080,Vitor Kamickaze,inabra,Club Fighting,elite knight,135,2026-01-26 19:04:26.054883
4081,Vudu Ziinho,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4082,Waf'Stuart,inabra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4083,Woo Dyy,inabra,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
4084,Wuttan,inabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4085,Duh Bollander,inabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4086,Marco Hood,inabra,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
4087,Ozzy Potyz,inabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4088,Tagaroth,inabra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
4089,Titooh Zero Compromisso,inabra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
4090,Alvaro Lionheart,etebra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4091,Asuura,etebra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
4092,Bamandua,etebra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
4093,Bil Bolladao,etebra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
4094,Cebola Corporation,etebra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4095,Dagon Larius,etebra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
4096,Dahaka,etebra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4097,Dracon Endividado,etebra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4098,Kueca Kuela,etebra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
4099,Kvothe Foradalei,etebra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4100,Lemon Unknown,etebra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
4101,Leozao Rtres Ortopedia,etebra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
4102,Nescau Concentrado,etebra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
4103,Pandora Calva,etebra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
4104,Piiloto Bighead,etebra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4105,Rafaleon,etebra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
4106,Rubio Yamete Kudasai,etebra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4107,Rushzao Goldin,etebra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4108,Samuka Corporation,etebra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
4109,Sensei Jaum,etebra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
4110,Tejows Corporation,etebra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4111,The Favaro,etebra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4112,Theuz da Pavuna,etebra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
4113,Thiaguinho Cesar,etebra,Club Fighting,knight,127,2026-01-26 19:04:26.054883
4114,Berdev,etebra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
4115,Adamizyn,yonabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4116,Aike vontadeh,yonabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4117,Akiozin,yonabra,Distance Fighting,paladin,133,2026-01-26 19:04:26.054883
4118,Alberto Warrior,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4119,Alezyn,yonabra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
4120,Alu mni,yonabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4121,Andrew Fate,yonabra,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
4122,Antoriaz,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4123,Apppichstein,yonabra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
4124,Archerzuka,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4125,Argamiim,yonabra,Sword Fighting,elite knight,138,2026-01-26 19:04:26.054883
4126,Arkhottep,yonabra,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
4127,Arth Ascended,yonabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4128,Arthas Mythus,yonabra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
4129,Baconx,yonabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4130,Barao Relampejante,yonabra,Sword Fighting,elite knight,139,2026-01-26 19:04:26.054883
4131,Belafer,yonabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4132,Bhelklakolova,yonabra,Axe Fighting,elite knight,137,2026-01-26 19:04:26.054883
4133,Blackeyez,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4134,Bolzziosti,yonabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4135,Brownxzs,yonabra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
4136,Bruno Wudriah,yonabra,Axe Fighting,knight,133,2026-01-26 19:04:26.054883
4137,Calix to,yonabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4138,Carem,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4139,Chumbeex,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4140,Coh en,yonabra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
4141,Coisedo,yonabra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
4142,Commander David,yonabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4143,Cosmiic Death,yonabra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
4144,Dandark,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4145,Danipuff,yonabra,Club Fighting,elite knight,133,2026-01-26 19:04:26.054883
4146,Dantexxx,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4147,Dark Lord Morpheu,yonabra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
4148,Ddtannk,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4149,Derie Gabrelsla,yonabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4150,Dii Wins,yonabra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
4151,Dixy Ded,yonabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
4152,Don Winzer,yonabra,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
4153,Doougz,yonabra,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
4154,Druugamesh,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4155,Du Abdalla,yonabra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
4156,Duck Sand,yonabra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
4157,Eckows,yonabra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
4158,Emulov Sun,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4159,Evogaell,yonabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
4160,Ex ia,yonabra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
4161,Exalted Vexril,yonabra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
4162,Exatamenet,yonabra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
4163,Fabiinxd,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4164,Fantasy Macabre,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4165,Flanbers Penn,yonabra,Distance Fighting,royal paladin,144,2026-01-26 19:04:26.054883
4166,Fufadi,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4167,Furiiasky,yonabra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
4168,Gakild,yonabra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
4169,Gata Vitoria,yonabra,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
4170,Genesiz,yonabra,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
4171,Golden Eclypse,yonabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
4172,Grummtak,yonabra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
4173,Gu Us,yonabra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
4174,Halka Helor,yonabra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
4175,Hatinho,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
4176,Highmage Hidden,yonabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
